# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00201	-0.00205	0.00950	0.00946
0.2	-0.00132	-0.00134	0.00673	0.00671
0.3	-0.00099	-0.00101	0.00503	0.00501
0.4	-0.00081	-0.00082	0.00377	0.00376
0.5	-0.00068	-0.00069	0.00279	0.00278
0.6	-0.00058	-0.00059	0.00197	0.00196
0.7	-0.00052	-0.00052	0.00127	0.00126
0.8	-0.00046	-0.00047	0.00065	0.00065
0.9	-0.00042	-0.00042	0.00011	0.00010
1.0	-0.00038	-0.00039	-0.00038	-0.00039
1.1	-0.00035	-0.00035	-0.00035	-0.00035
1.2	-0.00031	-0.00032	-0.00031	-0.00032
1.3	-0.00028	-0.00028	-0.00028	-0.00028
1.4	-0.00024	-0.00024	-0.00024	-0.00024
1.5	-0.00020	-0.00020	-0.00020	-0.00020
1.6	-0.00017	-0.00017	-0.00017	-0.00017
1.7	-0.00013	-0.00013	-0.00013	-0.00013
1.8	-0.00009	-0.00009	-0.00009	-0.00009
1.9	-0.00004	-0.00004	-0.00004	-0.00004
2.0	0.00000	0.00000	0.00000	0.00000
