10	1.90829e-05
9	5.18728e-05
8	0.000141005
7	0.00038329
6	0.00104189
5	0.00283211
4	0.00769827
3	0.0209245
2	0.0568673
1	0.154496
0	0.41934
-1	1.1353
-2	3.05288
-3	8.06605
-4	20.4203
-5	47.2539
-6	94.2397
-7	156.819
-8	221.183
-9	275.694
-10	316.358
-11	344.484
-12	363.186
-13	375.459
-14	383.552
-15	388.958
-16	392.614
-17	395.102
-18	396.792
-19	397.93
-20	398.683
