# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00602	-0.00612	0.00550	0.00539
0.2	-0.00473	-0.00482	0.00331	0.00323
0.3	-0.00403	-0.00410	0.00199	0.00192
0.4	-0.00358	-0.00364	0.00101	0.00094
0.5	-0.00322	-0.00328	0.00025	0.00019
0.6	-0.00295	-0.00300	-0.00039	-0.00044
0.7	-0.00274	-0.00278	-0.00095	-0.00100
0.8	-0.00256	-0.00261	-0.00145	-0.00149
0.9	-0.00241	-0.00245	-0.00188	-0.00192
1.0	-0.00227	-0.00231	-0.00227	-0.00231
1.1	-0.00213	-0.00217	-0.00213	-0.00217
1.2	-0.00199	-0.00203	-0.00199	-0.00203
1.3	-0.00183	-0.00187	-0.00183	-0.00187
1.4	-0.00167	-0.00170	-0.00167	-0.00170
1.5	-0.00147	-0.00151	-0.00147	-0.00151
1.6	-0.00127	-0.00130	-0.00127	-0.00130
1.7	-0.00102	-0.00105	-0.00102	-0.00105
1.8	-0.00074	-0.00077	-0.00074	-0.00077
1.9	-0.00039	-0.00041	-0.00039	-0.00041
2.0	0.00000	0.00000	0.00000	0.00000
