# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.02972	-0.02997	-0.01820	-0.01846
0.2	-0.02802	-0.02828	-0.01997	-0.02023
0.3	-0.02699	-0.02724	-0.02097	-0.02122
0.4	-0.02628	-0.02654	-0.02170	-0.02196
0.5	-0.02570	-0.02595	-0.02223	-0.02249
0.6	-0.02521	-0.02547	-0.02266	-0.02292
0.7	-0.02481	-0.02507	-0.02303	-0.02329
0.8	-0.02447	-0.02474	-0.02335	-0.02362
0.9	-0.02412	-0.02440	-0.02360	-0.02387
1.0	-0.02381	-0.02410	-0.02381	-0.02410
1.1	-0.02347	-0.02379	-0.02347	-0.02379
1.2	-0.02306	-0.02342	-0.02306	-0.02342
1.3	-0.02259	-0.02300	-0.02259	-0.02300
1.4	-0.02204	-0.02251	-0.02204	-0.02251
1.5	-0.02126	-0.02179	-0.02126	-0.02179
1.6	-0.02018	-0.02078	-0.02018	-0.02078
1.7	-0.01866	-0.01937	-0.01866	-0.01937
1.8	-0.01644	-0.01735	-0.01644	-0.01735
1.9	-0.01135	-0.01219	-0.01135	-0.01219
2.0	0.00000	0.00000	0.00000	0.00000
