# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.01737	-0.01758	-0.00586	-0.00607
0.2	-0.01572	-0.01593	-0.00767	-0.00788
0.3	-0.01473	-0.01493	-0.00871	-0.00891
0.4	-0.01407	-0.01426	-0.00949	-0.00968
0.5	-0.01352	-0.01371	-0.01005	-0.01024
0.6	-0.01307	-0.01326	-0.01052	-0.01070
0.7	-0.01271	-0.01289	-0.01092	-0.01111
0.8	-0.01240	-0.01258	-0.01129	-0.01147
0.9	-0.01211	-0.01229	-0.01158	-0.01177
1.0	-0.01184	-0.01204	-0.01184	-0.01204
1.1	-0.01155	-0.01176	-0.01155	-0.01176
1.2	-0.01123	-0.01145	-0.01123	-0.01145
1.3	-0.01086	-0.01111	-0.01086	-0.01111
1.4	-0.01045	-0.01072	-0.01045	-0.01072
1.5	-0.00990	-0.01022	-0.00990	-0.01022
1.6	-0.00924	-0.00960	-0.00924	-0.00960
1.7	-0.00833	-0.00877	-0.00833	-0.00877
1.8	-0.00706	-0.00762	-0.00706	-0.00762
1.9	-0.00464	-0.00521	-0.00464	-0.00521
2.0	0.00000	0.00000	0.00000	0.00000
