# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.02537	-0.02561	-0.01385	-0.01410
0.2	-0.02368	-0.02392	-0.01563	-0.01587
0.3	-0.02265	-0.02289	-0.01663	-0.01687
0.4	-0.02196	-0.02219	-0.01737	-0.01761
0.5	-0.02138	-0.02161	-0.01791	-0.01815
0.6	-0.02090	-0.02114	-0.01835	-0.01859
0.7	-0.02051	-0.02075	-0.01872	-0.01897
0.8	-0.02018	-0.02042	-0.01906	-0.01930
0.9	-0.01984	-0.02010	-0.01932	-0.01957
1.0	-0.01955	-0.01981	-0.01955	-0.01981
1.1	-0.01922	-0.01951	-0.01922	-0.01951
1.2	-0.01884	-0.01916	-0.01884	-0.01916
1.3	-0.01840	-0.01876	-0.01840	-0.01876
1.4	-0.01790	-0.01831	-0.01790	-0.01831
1.5	-0.01720	-0.01767	-0.01720	-0.01767
1.6	-0.01627	-0.01680	-0.01627	-0.01680
1.7	-0.01497	-0.01562	-0.01497	-0.01562
1.8	-0.01308	-0.01391	-0.01308	-0.01391
1.9	-0.00894	-0.00973	-0.00894	-0.00973
2.0	0.00000	0.00000	0.00000	0.00000
