# Seed: 4142874233
# NTethersOnSurf = 400
# L = 20.00 nm
# boxL = 400.00 nm
# h = 1.1 L
10.00	0.00	0.00
9.75	0.00	0.00
9.50	0.00	0.00
9.25	0.00	0.00
9.00	0.00	0.00
8.75	0.00	0.00
8.50	0.00	0.00
8.25	0.00	0.00
8.00	0.00	0.00
7.75	0.00	0.00
7.50	0.00	0.00
7.25	0.00	0.00
7.00	0.00	0.00
6.75	0.00	0.00
6.50	0.00	0.00
6.25	0.00	0.00
6.00	0.00	0.00
5.75	0.00	0.00
5.50	0.00	0.00
5.25	0.00	0.00
5.00	0.00	0.00
4.75	0.00	0.00
4.50	0.00	0.00
4.25	0.00	0.00
4.00	0.00	0.00
3.75	0.00	0.00
3.50	0.00	0.00
3.25	0.00	0.00
3.00	0.00	0.00
2.75	0.00	0.01
2.50	0.01	0.01
2.25	0.01	0.01
2.00	0.01	0.01
1.75	0.01	0.01
1.50	0.02	0.02
1.25	0.02	0.02
1.00	0.03	0.03
0.75	0.04	0.04
0.50	0.05	0.05
0.25	0.06	0.06
0.00	0.08	0.07
-0.25	0.10	0.10
-0.50	0.12	0.12
-0.75	0.16	0.16
-1.00	0.20	0.20
-1.25	0.26	0.26
-1.50	0.34	0.34
-1.75	0.43	0.43
-2.00	0.56	0.55
-2.25	0.71	0.71
-2.50	0.91	0.92
-2.75	1.17	1.17
-3.00	1.50	1.51
-3.25	1.92	1.93
-3.50	2.46	2.46
-3.75	3.15	3.15
-4.00	4.03	4.03
-4.25	5.14	5.11
-4.50	6.55	6.52
-4.75	8.33	8.38
-5.00	10.56	10.59
-5.25	13.35	13.37
-5.50	16.81	16.86
-5.75	21.06	21.24
-6.00	26.25	26.38
-6.25	32.49	32.78
-6.50	39.91	40.39
-6.75	48.60	49.17
-7.00	58.62	59.39
-7.25	69.96	70.99
-7.50	82.56	83.88
-7.75	96.32	98.00
-8.00	111.05	113.19
-8.25	126.55	129.10
-8.50	142.56	145.49
-8.75	158.83	162.37
-9.00	175.12	179.16
-9.25	191.20	195.58
-9.50	206.87	211.62
-9.75	221.98	227.24
-10.00	236.38	241.91
-10.25	250.00	255.66
-10.50	262.77	268.64
-10.75	274.67	280.64
-11.00	285.68	291.74
-11.25	295.83	301.81
-11.50	305.13	311.16
-11.75	313.63	319.62
-12.00	321.37	327.28
-12.25	328.39	334.16
-12.50	334.75	340.41
-12.75	340.50	346.14
-13.00	345.69	351.13
-13.25	350.37	355.69
-13.50	354.59	359.67
-13.75	358.38	363.31
-14.00	361.80	366.54
-14.25	364.87	369.54
-14.50	367.63	372.17
-14.75	370.13	374.49
-15.00	372.37	376.49
-15.25	374.40	378.44
-15.50	376.24	380.17
-15.75	377.90	381.88
-16.00	379.41	383.19
-16.25	380.78	384.42
-16.50	382.02	385.50
-16.75	383.16	386.64
-17.00	384.21	387.57
-17.25	385.16	388.44
-17.50	386.04	389.27
-17.75	386.85	389.99
-18.00	387.59	390.47
-18.25	388.28	391.23
-18.50	388.92	391.88
-18.75	389.51	392.40
-19.00	390.05	392.65
-19.25	390.56	393.42
-19.50	391.04	393.45
-19.75	391.48	394.07
-20.00	391.89	394.44
