# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00003	-0.00003	0.01148	0.01148
0.2	-0.00002	-0.00002	0.00803	0.00803
0.3	-0.00001	-0.00001	0.00601	0.00601
0.4	-0.00001	-0.00001	0.00457	0.00457
0.5	-0.00001	-0.00001	0.00346	0.00346
0.6	-0.00000	-0.00000	0.00255	0.00255
0.7	-0.00000	-0.00000	0.00178	0.00178
0.8	-0.00000	-0.00000	0.00111	0.00111
0.9	-0.00000	-0.00000	0.00052	0.00052
1.0	-0.00000	-0.00000	-0.00000	-0.00000
1.1	-0.00000	-0.00000	-0.00000	-0.00000
1.2	-0.00000	-0.00000	-0.00000	-0.00000
1.3	-0.00000	-0.00000	-0.00000	-0.00000
1.4	-0.00000	-0.00000	-0.00000	-0.00000
1.5	-0.00000	-0.00000	-0.00000	-0.00000
1.6	-0.00000	-0.00000	-0.00000	-0.00000
1.7	-0.00000	-0.00000	-0.00000	-0.00000
1.8	-0.00000	-0.00000	-0.00000	-0.00000
1.9	-0.00000	-0.00000	-0.00000	-0.00000
2.0	0.00000	0.00000	0.00000	0.00000
