# Seed: 3826291136
# NTethersOnSurf = 400
# L = 20.00 nm
# boxL = 400.00 nm
# h = 1.8 L
10.00	0.00	0.00
9.75	0.00	0.00
9.50	0.00	0.00
9.25	0.00	0.00
9.00	0.00	0.00
8.75	0.00	0.00
8.50	0.00	0.00
8.25	0.00	0.00
8.00	0.00	0.00
7.75	0.00	0.00
7.50	0.00	0.00
7.25	0.00	0.00
7.00	0.00	0.00
6.75	0.00	0.00
6.50	0.00	0.00
6.25	0.00	0.00
6.00	0.00	0.00
5.75	0.00	0.00
5.50	0.00	0.00
5.25	0.00	0.00
5.00	0.00	0.00
4.75	0.00	0.00
4.50	0.00	0.00
4.25	0.00	0.00
4.00	0.00	0.00
3.75	0.00	0.00
3.50	0.00	0.00
3.25	0.00	0.00
3.00	0.00	0.00
2.75	0.00	0.00
2.50	0.00	0.00
2.25	0.00	0.00
2.00	0.00	0.00
1.75	0.00	0.00
1.50	0.00	0.00
1.25	0.00	0.00
1.00	0.01	0.01
0.75	0.01	0.01
0.50	0.01	0.01
0.25	0.01	0.01
0.00	0.02	0.02
-0.25	0.02	0.02
-0.50	0.03	0.03
-0.75	0.04	0.04
-1.00	0.05	0.05
-1.25	0.06	0.05
-1.50	0.07	0.07
-1.75	0.10	0.09
-2.00	0.12	0.12
-2.25	0.16	0.16
-2.50	0.20	0.21
-2.75	0.26	0.25
-3.00	0.33	0.33
-3.25	0.43	0.43
-3.50	0.55	0.53
-3.75	0.70	0.70
-4.00	0.90	0.90
-4.25	1.16	1.15
-4.50	1.48	1.49
-4.75	1.90	1.88
-5.00	2.43	2.41
-5.25	3.10	3.12
-5.50	3.96	3.98
-5.75	5.05	5.05
-6.00	6.42	6.46
-6.25	8.14	8.22
-6.50	10.29	10.42
-6.75	12.96	13.16
-7.00	16.25	16.57
-7.25	20.27	20.67
-7.50	25.12	25.68
-7.75	30.89	31.74
-8.00	37.68	38.75
-8.25	45.53	47.19
-8.50	54.47	56.90
-8.75	64.46	67.77
-9.00	75.45	79.75
-9.25	87.29	92.75
-9.50	99.85	106.79
-9.75	112.92	121.39
-10.00	126.30	136.33
-10.25	139.78	151.50
-10.50	153.17	166.42
-10.75	166.28	181.14
-11.00	178.95	195.31
-11.25	191.06	208.70
-11.50	202.51	221.31
-11.75	213.23	232.95
-12.00	223.19	243.71
-12.25	232.37	253.51
-12.50	240.76	262.14
-12.75	248.40	269.95
-13.00	255.32	276.61
-13.25	261.55	282.66
-13.50	267.14	287.77
-13.75	272.14	292.30
-14.00	276.60	296.11
-14.25	280.57	299.40
-14.50	284.11	302.20
-14.75	287.25	304.49
-15.00	290.03	306.49
-15.25	292.51	308.13
-15.50	294.71	309.52
-15.75	296.66	310.62
-16.00	298.40	311.44
-16.25	299.95	312.16
-16.50	301.33	312.79
-16.75	302.56	313.21
-17.00	303.66	313.55
-17.25	304.64	313.89
-17.50	305.53	314.06
-17.75	306.32	314.32
-18.00	307.04	314.48
-18.25	307.69	314.59
-18.50	308.27	314.68
-18.75	308.80	314.77
-19.00	309.28	314.82
-19.25	309.71	314.84
-19.50	310.11	314.88
-19.75	310.47	314.92
-20.00	310.80	314.94
