# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.02785	-0.02810	-0.01634	-0.01659
0.2	-0.02616	-0.02641	-0.01811	-0.01836
0.3	-0.02512	-0.02537	-0.01910	-0.01935
0.4	-0.02442	-0.02467	-0.01984	-0.02009
0.5	-0.02384	-0.02409	-0.02038	-0.02062
0.6	-0.02336	-0.02361	-0.02081	-0.02106
0.7	-0.02296	-0.02321	-0.02118	-0.02143
0.8	-0.02262	-0.02288	-0.02151	-0.02176
0.9	-0.02228	-0.02255	-0.02176	-0.02202
1.0	-0.02198	-0.02226	-0.02198	-0.02226
1.1	-0.02164	-0.02195	-0.02164	-0.02195
1.2	-0.02124	-0.02159	-0.02124	-0.02159
1.3	-0.02079	-0.02118	-0.02079	-0.02118
1.4	-0.02026	-0.02070	-0.02026	-0.02070
1.5	-0.01952	-0.02002	-0.01952	-0.02002
1.6	-0.01850	-0.01907	-0.01850	-0.01907
1.7	-0.01708	-0.01776	-0.01708	-0.01776
1.8	-0.01500	-0.01587	-0.01500	-0.01587
1.9	-0.01031	-0.01114	-0.01031	-0.01114
2.0	0.00000	0.00000	0.00000	0.00000
