# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.02909	-0.02935	-0.01758	-0.01783
0.2	-0.02740	-0.02765	-0.01935	-0.01960
0.3	-0.02636	-0.02661	-0.02034	-0.02059
0.4	-0.02566	-0.02592	-0.02108	-0.02133
0.5	-0.02508	-0.02533	-0.02161	-0.02187
0.6	-0.02460	-0.02485	-0.02204	-0.02230
0.7	-0.02419	-0.02445	-0.02241	-0.02267
0.8	-0.02385	-0.02412	-0.02274	-0.02300
0.9	-0.02351	-0.02378	-0.02298	-0.02325
1.0	-0.02320	-0.02349	-0.02320	-0.02349
1.1	-0.02286	-0.02317	-0.02286	-0.02317
1.2	-0.02245	-0.02281	-0.02245	-0.02281
1.3	-0.02199	-0.02239	-0.02199	-0.02239
1.4	-0.02145	-0.02191	-0.02145	-0.02191
1.5	-0.02068	-0.02120	-0.02068	-0.02120
1.6	-0.01962	-0.02021	-0.01962	-0.02021
1.7	-0.01813	-0.01884	-0.01813	-0.01884
1.8	-0.01596	-0.01686	-0.01596	-0.01686
1.9	-0.01101	-0.01184	-0.01101	-0.01184
2.0	0.00000	0.00000	0.00000	0.00000
