# Seed: 1016573486
# NTethersOnSurf = 400
# L = 20.00 nm
# boxL = 400.00 nm
# h = 0.2 L
10.00	0.00	0.00
9.75	0.00	0.00
9.50	0.00	0.00
9.25	0.00	0.00
9.00	0.00	0.00
8.75	0.00	0.00
8.50	0.00	0.00
8.25	0.00	0.00
8.00	0.00	0.00
7.75	0.00	0.00
7.50	0.00	0.00
7.25	0.00	0.00
7.00	0.00	0.00
6.75	0.00	0.00
6.50	0.00	0.00
6.25	0.00	0.00
6.00	0.00	0.00
5.75	0.00	0.00
5.50	0.00	0.00
5.25	0.00	0.00
5.00	0.00	0.00
4.75	0.00	0.00
4.50	0.00	0.01
4.25	0.01	0.01
4.00	0.01	0.01
3.75	0.01	0.01
3.50	0.01	0.01
3.25	0.02	0.02
3.00	0.02	0.02
2.75	0.03	0.02
2.50	0.03	0.03
2.25	0.04	0.05
2.00	0.06	0.06
1.75	0.07	0.08
1.50	0.09	0.10
1.25	0.12	0.12
1.00	0.15	0.15
0.75	0.20	0.20
0.50	0.25	0.25
0.25	0.33	0.32
0.00	0.42	0.41
-0.25	0.54	0.55
-0.50	0.69	0.70
-0.75	0.89	0.87
-1.00	1.14	1.12
-1.25	1.46	1.47
-1.50	1.86	1.87
-1.75	2.39	2.40
-2.00	3.05	3.05
-2.25	3.90	3.94
-2.50	4.98	5.00
-2.75	6.34	6.30
-3.00	8.07	8.10
-3.25	10.23	10.26
-3.50	12.93	13.01
-3.75	16.29	16.37
-4.00	20.42	20.53
-4.25	25.46	25.63
-4.50	31.53	31.81
-4.75	38.77	39.16
-5.00	47.25	47.82
-5.25	57.06	57.90
-5.50	68.20	69.24
-5.75	80.63	81.98
-6.00	94.24	95.89
-6.25	108.88	110.99
-6.50	124.35	126.89
-6.75	140.42	143.32
-7.00	156.82	160.13
-7.25	173.32	177.02
-7.50	189.68	193.61
-7.75	205.69	209.92
-8.00	221.18	225.77
-8.25	236.02	240.77
-8.50	250.09	255.04
-8.75	263.33	268.29
-9.00	275.69	280.75
-9.25	287.17	292.13
-9.50	297.75	302.72
-9.75	307.47	312.23
-10.00	316.36	321.13
-10.25	324.45	329.14
-10.50	331.80	336.31
-10.75	338.46	342.81
-11.00	344.48	348.71
-11.25	349.91	354.02
-11.50	354.80	358.67
-11.75	359.21	362.97
-12.00	363.18	366.81
-12.25	366.75	370.20
-12.50	369.96	373.26
-12.75	372.85	376.08
-13.00	375.45	378.55
-13.25	377.79	380.76
-13.50	379.91	382.74
-13.75	381.82	384.49
-14.00	383.54	386.15
-14.25	385.10	387.59
-14.50	386.51	388.91
-14.75	387.78	390.01
-15.00	388.94	391.06
-15.25	389.99	392.09
-15.50	390.95	392.87
-15.75	391.81	393.71
-16.00	392.60	394.36
-16.25	393.31	395.02
-16.50	393.96	395.60
-16.75	394.55	396.05
-17.00	395.08	396.53
-17.25	395.56	396.98
-17.50	396.00	397.31
-17.75	396.40	397.65
-18.00	396.76	397.86
-18.25	397.09	398.11
-18.50	397.38	398.34
-18.75	397.65	398.59
-19.00	397.89	398.71
-19.25	398.10	399.00
-19.50	398.30	399.07
-19.75	398.47	399.26
-20.00	398.62	399.41
