# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00553	-0.00563	0.00598	0.00588
0.2	-0.00429	-0.00437	0.00375	0.00367
0.3	-0.00362	-0.00368	0.00240	0.00234
0.4	-0.00319	-0.00325	0.00139	0.00133
0.5	-0.00285	-0.00291	0.00061	0.00056
0.6	-0.00260	-0.00264	-0.00004	-0.00009
0.7	-0.00240	-0.00244	-0.00062	-0.00066
0.8	-0.00224	-0.00228	-0.00113	-0.00116
0.9	-0.00210	-0.00213	-0.00157	-0.00160
1.0	-0.00198	-0.00201	-0.00198	-0.00201
1.1	-0.00185	-0.00188	-0.00185	-0.00188
1.2	-0.00171	-0.00175	-0.00171	-0.00175
1.3	-0.00157	-0.00160	-0.00157	-0.00160
1.4	-0.00143	-0.00146	-0.00143	-0.00146
1.5	-0.00125	-0.00128	-0.00125	-0.00128
1.6	-0.00107	-0.00110	-0.00107	-0.00110
1.7	-0.00085	-0.00088	-0.00085	-0.00088
1.8	-0.00061	-0.00064	-0.00061	-0.00064
1.9	-0.00032	-0.00033	-0.00032	-0.00033
2.0	0.00000	0.00000	0.00000	0.00000
