# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00126	-0.00128	0.01025	0.01023
0.2	-0.00077	-0.00078	0.00728	0.00727
0.3	-0.00056	-0.00056	0.00546	0.00546
0.4	-0.00044	-0.00045	0.00414	0.00413
0.5	-0.00036	-0.00037	0.00310	0.00310
0.6	-0.00031	-0.00031	0.00225	0.00224
0.7	-0.00027	-0.00027	0.00151	0.00151
0.8	-0.00024	-0.00024	0.00087	0.00087
0.9	-0.00022	-0.00022	0.00031	0.00031
1.0	-0.00020	-0.00020	-0.00020	-0.00020
1.1	-0.00018	-0.00018	-0.00018	-0.00018
1.2	-0.00016	-0.00016	-0.00016	-0.00016
1.3	-0.00014	-0.00014	-0.00014	-0.00014
1.4	-0.00012	-0.00012	-0.00012	-0.00012
1.5	-0.00010	-0.00010	-0.00010	-0.00010
1.6	-0.00008	-0.00008	-0.00008	-0.00008
1.7	-0.00006	-0.00006	-0.00006	-0.00006
1.8	-0.00004	-0.00004	-0.00004	-0.00004
1.9	-0.00002	-0.00002	-0.00002	-0.00002
2.0	0.00000	0.00000	0.00000	0.00000
