# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00010	-0.00010	0.01141	0.01141
0.2	-0.00005	-0.00005	0.00800	0.00800
0.3	-0.00003	-0.00003	0.00599	0.00599
0.4	-0.00003	-0.00003	0.00456	0.00456
0.5	-0.00002	-0.00002	0.00344	0.00344
0.6	-0.00002	-0.00002	0.00254	0.00254
0.7	-0.00001	-0.00002	0.00177	0.00177
0.8	-0.00001	-0.00001	0.00110	0.00110
0.9	-0.00001	-0.00001	0.00052	0.00052
1.0	-0.00001	-0.00001	-0.00001	-0.00001
1.1	-0.00001	-0.00001	-0.00001	-0.00001
1.2	-0.00001	-0.00001	-0.00001	-0.00001
1.3	-0.00001	-0.00001	-0.00001	-0.00001
1.4	-0.00001	-0.00001	-0.00001	-0.00001
1.5	-0.00001	-0.00001	-0.00001	-0.00001
1.6	-0.00000	-0.00000	-0.00000	-0.00000
1.7	-0.00000	-0.00000	-0.00000	-0.00000
1.8	-0.00000	-0.00000	-0.00000	-0.00000
1.9	-0.00000	-0.00000	-0.00000	-0.00000
2.0	0.00000	0.00000	0.00000	0.00000
