# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00149	-0.00151	0.01003	0.01000
0.2	-0.00093	-0.00094	0.00712	0.00711
0.3	-0.00068	-0.00069	0.00534	0.00533
0.4	-0.00055	-0.00055	0.00404	0.00403
0.5	-0.00045	-0.00045	0.00301	0.00301
0.6	-0.00038	-0.00039	0.00217	0.00217
0.7	-0.00034	-0.00034	0.00145	0.00144
0.8	-0.00030	-0.00030	0.00081	0.00081
0.9	-0.00027	-0.00027	0.00026	0.00025
1.0	-0.00025	-0.00025	-0.00025	-0.00025
1.1	-0.00022	-0.00022	-0.00022	-0.00022
1.2	-0.00020	-0.00020	-0.00020	-0.00020
1.3	-0.00018	-0.00018	-0.00018	-0.00018
1.4	-0.00015	-0.00015	-0.00015	-0.00015
1.5	-0.00013	-0.00013	-0.00013	-0.00013
1.6	-0.00010	-0.00010	-0.00010	-0.00010
1.7	-0.00008	-0.00008	-0.00008	-0.00008
1.8	-0.00005	-0.00005	-0.00005	-0.00005
1.9	-0.00002	-0.00002	-0.00002	-0.00002
2.0	0.00000	0.00000	0.00000	0.00000
