# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00049	-0.00050	0.01102	0.01102
0.2	-0.00027	-0.00027	0.00778	0.00777
0.3	-0.00019	-0.00019	0.00583	0.00583
0.4	-0.00014	-0.00014	0.00444	0.00444
0.5	-0.00012	-0.00012	0.00335	0.00335
0.6	-0.00010	-0.00010	0.00246	0.00246
0.7	-0.00008	-0.00008	0.00170	0.00170
0.8	-0.00007	-0.00007	0.00104	0.00104
0.9	-0.00007	-0.00007	0.00046	0.00046
1.0	-0.00006	-0.00006	-0.00006	-0.00006
1.1	-0.00005	-0.00005	-0.00005	-0.00005
1.2	-0.00005	-0.00005	-0.00005	-0.00005
1.3	-0.00004	-0.00004	-0.00004	-0.00004
1.4	-0.00004	-0.00004	-0.00004	-0.00004
1.5	-0.00003	-0.00003	-0.00003	-0.00003
1.6	-0.00002	-0.00002	-0.00002	-0.00002
1.7	-0.00002	-0.00002	-0.00002	-0.00002
1.8	-0.00001	-0.00001	-0.00001	-0.00001
1.9	-0.00001	-0.00001	-0.00001	-0.00001
2.0	0.00000	0.00000	0.00000	0.00000
