# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.02165	-0.02189	-0.01014	-0.01037
0.2	-0.01998	-0.02021	-0.01193	-0.01216
0.3	-0.01896	-0.01919	-0.01294	-0.01317
0.4	-0.01828	-0.01850	-0.01370	-0.01392
0.5	-0.01771	-0.01793	-0.01425	-0.01446
0.6	-0.01725	-0.01746	-0.01469	-0.01491
0.7	-0.01686	-0.01708	-0.01508	-0.01530
0.8	-0.01654	-0.01676	-0.01543	-0.01564
0.9	-0.01623	-0.01645	-0.01570	-0.01592
1.0	-0.01594	-0.01618	-0.01594	-0.01618
1.1	-0.01563	-0.01588	-0.01563	-0.01588
1.2	-0.01527	-0.01555	-0.01527	-0.01555
1.3	-0.01487	-0.01518	-0.01487	-0.01518
1.4	-0.01440	-0.01476	-0.01440	-0.01476
1.5	-0.01377	-0.01418	-0.01377	-0.01418
1.6	-0.01297	-0.01343	-0.01297	-0.01343
1.7	-0.01185	-0.01242	-0.01185	-0.01242
1.8	-0.01024	-0.01097	-0.01024	-0.01097
1.9	-0.00691	-0.00763	-0.00691	-0.00763
2.0	0.00000	0.00000	0.00000	0.00000
