# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.01436	-0.01455	-0.00285	-0.00304
0.2	-0.01275	-0.01293	-0.00470	-0.00488
0.3	-0.01179	-0.01196	-0.00577	-0.00594
0.4	-0.01115	-0.01132	-0.00657	-0.00674
0.5	-0.01062	-0.01078	-0.00715	-0.00731
0.6	-0.01019	-0.01035	-0.00764	-0.00780
0.7	-0.00985	-0.01001	-0.00807	-0.00822
0.8	-0.00956	-0.00971	-0.00844	-0.00860
0.9	-0.00928	-0.00944	-0.00876	-0.00891
1.0	-0.00904	-0.00920	-0.00904	-0.00920
1.1	-0.00877	-0.00894	-0.00877	-0.00894
1.2	-0.00847	-0.00866	-0.00847	-0.00866
1.3	-0.00814	-0.00834	-0.00814	-0.00834
1.4	-0.00777	-0.00799	-0.00777	-0.00799
1.5	-0.00730	-0.00754	-0.00730	-0.00754
1.6	-0.00674	-0.00701	-0.00674	-0.00701
1.7	-0.00598	-0.00630	-0.00598	-0.00630
1.8	-0.00496	-0.00536	-0.00496	-0.00536
1.9	-0.00316	-0.00357	-0.00316	-0.00357
2.0	0.00000	0.00000	0.00000	0.00000
