# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00060	-0.00061	0.01091	0.01090
0.2	-0.00034	-0.00034	0.00771	0.00771
0.3	-0.00024	-0.00024	0.00578	0.00578
0.4	-0.00018	-0.00018	0.00440	0.00440
0.5	-0.00015	-0.00015	0.00332	0.00332
0.6	-0.00012	-0.00012	0.00243	0.00243
0.7	-0.00011	-0.00011	0.00168	0.00168
0.8	-0.00009	-0.00009	0.00102	0.00102
0.9	-0.00008	-0.00008	0.00044	0.00044
1.0	-0.00008	-0.00008	-0.00008	-0.00008
1.1	-0.00007	-0.00007	-0.00007	-0.00007
1.2	-0.00006	-0.00006	-0.00006	-0.00006
1.3	-0.00005	-0.00005	-0.00005	-0.00005
1.4	-0.00005	-0.00005	-0.00005	-0.00005
1.5	-0.00004	-0.00004	-0.00004	-0.00004
1.6	-0.00003	-0.00003	-0.00003	-0.00003
1.7	-0.00002	-0.00002	-0.00002	-0.00002
1.8	-0.00002	-0.00002	-0.00002	-0.00002
1.9	-0.00001	-0.00001	-0.00001	-0.00001
2.0	0.00000	0.00000	0.00000	0.00000
