10	7.55681e-07
9	2.05415e-06
8	5.58377e-06
7	1.51783e-05
6	4.12588e-05
5	0.000112153
4	0.000304863
3	0.0008287
2	0.00225262
1	0.00612308
0	0.016643
-1	0.0452314
-2	0.122884
-3	0.33354
-4	0.90303
-5	2.42843
-6	6.41727
-7	16.2546
-8	37.6766
-9	75.4468
-10	126.298
-11	178.95
-12	223.191
-13	255.317
-14	276.599
-15	290.035
-16	298.401
-17	303.661
-18	307.045
-19	309.284
-20	310.808
