10	3.79489e-05
9	0.000103156
8	0.000280406
7	0.000762222
6	0.00207192
5	0.00563194
4	0.0153084
3	0.0416062
2	0.113051
1	0.306966
0	0.831928
-1	2.24328
-2	5.96914
-3	15.3672
-4	36.7745
-5	77.2015
-6	135.998
-7	201.301
-8	259.722
-9	304.844
-10	336.681
-11	358.047
-12	372.085
-13	381.305
-14	387.43
-15	391.557
-16	394.364
-17	396.278
-18	397.576
-19	398.445
-20	399.017
