10	1.27011e-05
9	3.45252e-05
8	9.38491e-05
7	0.000255108
6	0.000693454
5	0.00188499
4	0.00512384
3	0.0139274
2	0.0378534
1	0.102859
0	0.279322
-1	0.757241
-2	2.04356
-3	5.44921
-4	14.0995
-5	34.0858
-6	72.6891
-7	130.295
-8	195.672
-9	255.019
-10	301.253
-11	334.03
-12	356.083
-13	370.604
-14	380.17
-15	386.554
-16	390.883
-17	393.852
-18	395.896
-19	397.299
-20	398.25
