# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00418	-0.00425	0.00734	0.00726
0.2	-0.00309	-0.00315	0.00496	0.00490
0.3	-0.00252	-0.00257	0.00350	0.00345
0.4	-0.00217	-0.00221	0.00241	0.00237
0.5	-0.00190	-0.00193	0.00156	0.00153
0.6	-0.00170	-0.00173	0.00085	0.00083
0.7	-0.00155	-0.00157	0.00023	0.00021
0.8	-0.00143	-0.00145	-0.00031	-0.00033
0.9	-0.00132	-0.00134	-0.00080	-0.00081
1.0	-0.00123	-0.00125	-0.00123	-0.00125
1.1	-0.00114	-0.00115	-0.00114	-0.00115
1.2	-0.00105	-0.00106	-0.00105	-0.00106
1.3	-0.00095	-0.00096	-0.00095	-0.00096
1.4	-0.00085	-0.00086	-0.00085	-0.00086
1.5	-0.00073	-0.00074	-0.00073	-0.00074
1.6	-0.00061	-0.00062	-0.00061	-0.00062
1.7	-0.00048	-0.00049	-0.00048	-0.00049
1.8	-0.00033	-0.00034	-0.00033	-0.00034
1.9	-0.00017	-0.00017	-0.00017	-0.00017
2.0	0.00000	0.00000	0.00000	0.00000
