# h/L  beta F_att^SC   beta F_att^MC   beta F^SC  beta F^MC
0.1	-0.00299	-0.00305	0.00852	0.00846
0.2	-0.00209	-0.00213	0.00596	0.00592
0.3	-0.00164	-0.00167	0.00438	0.00435
0.4	-0.00138	-0.00140	0.00320	0.00318
0.5	-0.00118	-0.00120	0.00229	0.00227
0.6	-0.00104	-0.00105	0.00152	0.00151
0.7	-0.00093	-0.00094	0.00085	0.00084
0.8	-0.00085	-0.00085	0.00027	0.00026
0.9	-0.00077	-0.00078	-0.00025	-0.00025
1.0	-0.00071	-0.00072	-0.00071	-0.00072
1.1	-0.00065	-0.00066	-0.00065	-0.00066
1.2	-0.00059	-0.00060	-0.00059	-0.00060
1.3	-0.00053	-0.00054	-0.00053	-0.00054
1.4	-0.00047	-0.00047	-0.00047	-0.00047
1.5	-0.00040	-0.00040	-0.00040	-0.00040
1.6	-0.00033	-0.00033	-0.00033	-0.00033
1.7	-0.00025	-0.00025	-0.00025	-0.00025
1.8	-0.00017	-0.00017	-0.00017	-0.00017
1.9	-0.00008	-0.00008	-0.00008	-0.00008
2.0	0.00000	0.00000	0.00000	0.00000
