# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-24	15	-728.223	-731.455	3.23171	77.825
-24	20	-619.697	-620.468	0.77147	68.2569
-24	25	-509.855	-510.346	0.490959	61.6421
-24	30	-395.52	-395.884	0.36362	53.8044

-23	5	-826.071	-883.616	57.5452	95.9674
-23	10	-750.095	-763.796	13.701	84.789
-23	15	-652.009	-655.241	3.23171	74.569
-23	20	-552.649	-553.421	0.77147	65.8469
-23	25	-449.306	-449.797	0.490959	59.4078
-23	30	-343.208	-343.572	0.36362	50.762

-22	5	-732.107	-789.652	57.5452	91.9216
-22	10	-667.104	-680.805	13.701	81.164
-22	15	-579.125	-582.357	3.23171	71.1948
-22	20	-487.998	-488.769	0.77147	63.4495
-22	25	-391.163	-391.653	0.490959	56.8035
-22	30	-294.094	-294.458	0.36362	47.4264

-21	5	-642.292	-699.837	57.5452	87.6823
-21	10	-587.831	-601.532	13.701	77.3473
-21	15	-509.606	-512.838	3.23171	67.8587
-21	20	-425.79	-426.562	0.77147	60.9312
-21	25	-335.873	-336.364	0.490959	53.6804
-21	30	-248.414	-248.778	0.36362	43.9127

-20	5	-556.791	-614.336	57.5452	83.2957
-20	10	-512.481	-526.182	13.701	73.3192
-20	15	-443.373	-446.605	3.23171	64.6207
-20	20	-366.237	-367.009	0.77147	58.106
-20	25	-283.989	-284.48	0.490959	50.001
-20	30	-206.31	-206.674	0.36362	40.2724

-19	5	-475.756	-533.301	57.5452	78.7415
-19	10	-441.248	-454.949	13.701	69.1286
-19	15	-380.357	-383.589	3.23171	61.4005
-19	20	-309.749	-310.521	0.77147	54.7682
-19	25	-236.019	-236.51	0.490959	45.8811
-19	30	-167.93	-168.293	0.36362	36.4513

-18	5	-399.383	-456.928	57.5452	73.9629
-18	10	-374.236	-387.937	13.701	64.8986
-18	15	-320.639	-323.87	3.23171	57.9795
-18	20	-256.927	-257.698	0.77147	50.7601
-18	25	-192.308	-192.799	0.490959	41.515
-18	30	-133.488	-133.851	0.36362	32.3928

-17	5	-327.916	-385.461	57.5452	68.9323
-17	10	-311.447	-325.148	13.701	60.6718
-17	15	-264.56	-267.792	3.23171	54.0751
-17	20	-208.445	-209.217	0.77147	46.1113
-17	25	-153.028	-153.519	0.490959	37.028
-17	30	-103.209	-103.573	0.36362	28.1431

-16	5	-261.585	-319.13	57.5452	63.7043
-16	10	-252.942	-266.643	13.701	56.2889
-16	15	-212.724	-215.955	3.23171	49.4724
-16	20	-164.84	-165.611	0.77147	41.0572
-16	25	-118.294	-118.785	0.490959	32.4144
-16	30	-77.2183	-77.5819	0.36362	23.843

-15	5	-200.55	-258.095	57.5452	58.3415
-15	10	-199.02	-212.721	13.701	51.4571
-15	15	-165.852	-169.084	3.23171	44.1675
-15	20	-126.381	-127.153	0.77147	35.8443
-15	25	-88.2477	-88.7387	0.490959	27.6581
-15	30	-55.4941	-55.8577	0.36362	19.627

-14	5	-144.977	-202.523	57.5452	52.7441
-14	10	-150.259	-163.96	13.701	45.9411
-14	15	-124.547	-127.779	3.23171	38.3875
-14	20	-93.1817	-93.9531	0.77147	30.5355
-14	25	-63.0037	-63.4946	0.490959	22.8276
-14	30	-37.9109	-38.2746	0.36362	15.5717

-13	5	-95.2341	-152.779	57.5452	46.6298
-13	10	-107.38	-121.081	13.701	39.7055
-13	15	-89.1572	-92.3889	3.23171	32.3604
-13	20	-65.3549	-66.1264	0.77147	25.0978
-13	25	-42.5741	-43.0651	0.490959	18.053
-13	30	-24.2703	-24.6339	0.36362	11.7591

-12	5	-51.9823	-109.528	57.5452	39.732
-12	10	-71.0374	-84.7383	13.701	32.9023
-12	15	-59.8865	-63.1182	3.23171	26.1537
-12	20	-43.0053	-43.7767	0.77147	19.608
-12	25	-26.8275	-27.3185	0.490959	13.4909
-12	30	-14.2746	-14.6382	0.36362	8.30093

-11	5	-16.0361	-73.5813	57.5452	32.0496
-11	10	-41.6894	-55.3904	13.701	25.759
-11	15	-36.8802	-40.112	3.23171	19.8652
-11	20	-26.0803	-26.8518	0.77147	14.2977
-11	25	-15.4539	-15.9449	0.490959	9.34501
-11	30	-7.50931	-7.87293	0.36362	5.32207

-10	5	11.9769	-45.5683	57.5452	23.9585
-10	10	-19.5238	-33.2248	13.701	18.6125
-10	15	-20.0734	-23.3051	3.23171	13.8323
-10	20	-14.2365	-15.008	0.77147	9.50906
-10	25	-7.92136	-8.41232	0.490959	5.84671
-10	30	-3.41444	-3.77806	0.36362	2.99101

-9	5	31.9789	-25.5664	57.5452	16.1691
-9	10	-4.26991	-17.9709	13.701	12.0553
-9	15	-8.95196	-12.1837	3.23171	8.58972
-9	20	-6.76189	-7.53336	0.77147	5.61735
-9	25	-3.47449	-3.96545	0.490959	3.2036
-9	30	-1.26263	-1.62625	0.36362	1.44578

-8	5	44.7188	-12.8265	57.5452	9.58429
-8	10	5.02764	-8.67332	13.701	6.8107
-8	15	-2.45834	-5.69005	3.23171	4.64246
-8	20	-2.61344	-3.38491	0.77147	2.88136
-8	25	-1.19272	-1.68368	0.490959	1.51531
-8	30	-0.282581	-0.646201	0.36362	0.614335

-7	5	51.7904	-5.75486	57.5452	4.9045
-7	10	9.94254	-3.75841	13.701	3.31708
-7	15	0.830775	-2.40093	3.23171	2.1716
-7	20	-0.614888	-1.38636	0.77147	1.28665
-7	25	-0.172545	-0.663503	0.490959	0.634673
-7	30	0.118222	-0.245398	0.36362	0.240972

-6	5	55.1892	-2.35604	57.5452	2.18649
-6	10	12.1994	-1.50156	13.701	1.4212
-6	15	2.28853	-0.943174	3.23171	0.904179
-6	20	0.236362	-0.535108	0.77147	0.519562
-6	25	0.240044	-0.250915	0.490959	0.247122
-6	30	0.272502	-0.0911183	0.36362	0.0909545

-5	5	56.6357	-0.909583	57.5452	0.882892
-5	10	13.129	-0.571945	13.701	0.560503
-5	15	2.87558	-0.356125	3.23171	0.35117
-5	20	0.571188	-0.200282	0.77147	0.198731
-5	25	0.398015	-0.0929436	0.490959	0.0929824
-5	30	0.330277	-0.0333431	0.36362	0.0337889

-4	5	57.2047	-0.340542	57.5452	0.337802
-4	10	13.4883	-0.212634	13.701	0.212109
-4	15	3.09996	-0.131752	3.23171	0.132002
-4	20	0.697759	-0.0737108	0.77147	0.0742228
-4	25	0.457042	-0.0339165	0.490959	0.0344997
-4	30	0.351674	-0.0119456	0.36362	0.0124756

-3	5	57.4199	-0.125378	57.5452	0.126186
-3	10	13.6231	-0.0778298	13.701	0.0788802
-3	15	3.18374	-0.0479699	3.23171	0.0489592
-3	20	0.74481	-0.0266598	0.77147	0.0274606
-3	25	0.478885	-0.0120739	0.490959	0.0127321
-3	30	0.359566	-0.0040542	0.36362	0.0045957

-2	5	57.4999	-0.0453832	57.5452	0.0466894
-2	10	13.6731	-0.0278672	13.701	0.029136
-2	15	3.21473	-0.0169748	3.23171	0.0180659
-2	20	0.762187	-0.00928315	0.77147	0.0101235
-2	25	0.486938	-0.00402097	0.490959	0.00468938
-2	30	0.362471	-0.00114845	0.36362	0.0016915

-1	5	57.5294	-0.0158383	57.5452	0.0172128
-1	10	13.6915	-0.00943592	13.701	0.0107346
-1	15	3.22616	-0.00554851	3.23171	0.00665355
-1	20	0.768589	-0.00288142	0.77147	0.00372711
-1	25	0.489902	-0.00105607	0.490959	0.00172587
-1	30	0.363541	-7.91153e-05	0.36362	0.000622382

0	5	57.5403	-0.00495348	57.5452	0.00633723
0	10	13.6983	-0.00264848	13.701	0.00395122
0	15	3.23037	-0.0013418	3.23171	0.00244872
0	20	0.770945	-0.000525099	0.77147	0.00137152
0	25	0.490959	0	0.490959	0.000635014
0	30	0.36362	0	0.36362	0.000228977

