# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-7.55709	5	45.3294	-13.8692	59.1986	10.5712
-7.55709	10	4.47555	-9.7001	14.1756	7.75039
-7.55709	15	-3.64024	-6.55418	2.91394	5.47654
-7.55709	20	-2.98378	-3.86889	0.885104	3.40375
-7.55709	25	-1.39754	-1.82974	0.432205	1.69643
-7.55709	30	-0.268371	-0.661986	0.393615	0.639834

-7.80959	5	42.4487	-16.7499	59.1986	12.2704
-7.80959	10	2.35046	-11.8252	14.1756	9.10416
-7.80959	15	-5.15231	-8.06625	2.91394	6.52054
-7.80959	20	-3.93246	-4.81756	0.885104	4.12812
-7.80959	25	-1.87557	-2.30778	0.432205	2.10235
-7.80959	30	-0.450419	-0.844035	0.393615	0.808226

-8.31952	5	35.2356	-23.9631	59.1986	16.1043
-8.31952	10	-3.06497	-17.2406	14.1756	12.2148
-8.31952	15	-9.08592	-11.9999	2.91394	8.98338
-8.31952	20	-6.47492	-7.36003	0.885104	5.91647
-8.31952	25	-3.20444	-3.63664	0.432205	3.16763
-8.31952	30	-0.973985	-1.3676	0.393615	1.27726

-8.577	5	30.8192	-28.3794	59.1986	18.2187
-8.577	10	-6.43174	-20.6074	14.1756	13.9543
-8.577	15	-11.578	-14.4919	2.91394	10.3909
-8.577	20	-8.13331	-9.01841	0.885104	6.98313
-8.577	25	-4.10502	-4.53723	0.432205	3.8441
-8.577	30	-1.34245	-1.73607	0.393615	1.59506

-8.96639	5	23.0727	-36.1259	59.1986	21.6026
-8.96639	10	-12.4059	-26.5815	14.1756	16.7624
-8.96639	15	-16.0664	-18.9804	2.91394	12.6948
-8.96639	20	-11.1969	-12.082	0.885104	8.78839
-8.96639	25	-5.83027	-6.26247	0.432205	5.05506
-8.96639	30	-2.07641	-2.47003	0.393615	2.2017

