# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-3	15	1.9744	-0.0239404	1.99834	0.0244817
-3	20	0.601777	-0.0122943	0.614071	0.0127575
-3	25	0.383629	-0.00507617	0.388705	0.00548149
-3	30	0.358353	-0.00149646	0.359849	0.00187342

-2	5	35.5072	-0.0242605	35.5314	0.0250943
-2	10	8.5226	-0.0147815	8.53738	0.015513
-2	15	1.98989	-0.00844991	1.99834	0.00902393
-2	20	0.609846	-0.004225	0.614071	0.00469909
-2	25	0.387095	-0.00161006	0.388705	0.00201787
-2	30	0.359537	-0.00031207	0.359849	0.000689379

-1	5	35.5231	-0.00838626	35.5314	0.00924522
-1	10	8.53241	-0.00497029	8.53738	0.00571286
-1	15	1.9956	-0.00274365	1.99834	0.00332211
-1	20	0.612817	-0.00125392	0.614071	0.0017295
-1	25	0.388371	-0.000334363	0.388705	0.000742514
-1	30	0.359849	0	0.359849	0.000253634

0	5	35.5289	-0.00254059	35.5314	0.00340296
0	10	8.53602	-0.00135838	8.53738	0.00210245
0	15	1.9977	-0.000643396	1.99834	0.00122246
0	20	0.61391	-0.000160578	0.614071	0.000636355
0	25	0.388705	0	0.388705	0.00027318
0	30	0.359849	0	0.359849	9.33101e-05

