# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-30	5	-1801.48	-1860.68	59.1986	126.592
-30	10	-1645.4	-1659.58	14.1756	112.589
-30	15	-1478.4	-1481.31	2.91394	101.494
-30	20	-1301.62	-1302.51	0.885104	94.4285
-30	25	-1113.09	-1113.52	0.432205	85.2728
-30	30	-929.078	-929.472	0.393615	77.3675

-29	5	-1676.4	-1735.6	59.1986	123.574
-29	10	-1534.07	-1548.24	14.1756	110.045
-29	15	-1377.65	-1380.56	2.91394	100.01
-29	20	-1207.89	-1208.78	0.885104	92.9989
-29	25	-1028.87	-1029.3	0.432205	83.178
-29	30	-852.29	-852.683	0.393615	76.1516

-28	5	-1554.35	-1613.55	59.1986	120.522
-28	10	-1425.36	-1439.53	14.1756	107.359
-28	15	-1278.4	-1281.32	2.91394	98.4639
-28	20	-1115.71	-1116.6	0.885104	91.3047
-28	25	-946.689	-947.121	0.432205	81.2207
-28	30	-776.914	-777.307	0.393615	74.5217

-27	5	-1435.37	-1494.57	59.1986	117.432
-27	10	-1319.34	-1333.51	14.1756	104.71
-27	15	-1180.76	-1183.67	2.91394	96.8018
-27	20	-1025.4	-1026.29	0.885104	89.2544
-27	25	-866.358	-866.79	0.432205	79.4722
-27	30	-703.417	-703.81	0.393615	72.3844

-26	5	-1319.51	-1378.71	59.1986	114.269
-26	10	-1215.86	-1230.04	14.1756	102.281
-26	15	-1084.84	-1087.76	2.91394	95.003
-26	20	-937.32	-938.205	0.885104	86.8616
-26	25	-787.704	-788.137	0.432205	77.8384
-26	30	-632.315	-632.708	0.393615	69.7418

-25	5	-1206.88	-1266.08	59.1986	110.959
-25	10	-1114.69	-1128.87	14.1756	100.093
-25	15	-990.809	-993.723	2.91394	93.0305
-25	20	-851.754	-852.639	0.885104	84.2478
-25	25	-710.718	-711.15	0.432205	76.0943
-25	30	-564.067	-564.461	0.393615	66.6997

-24	5	-1097.65	-1156.85	59.1986	107.483
-24	10	-1015.65	-1029.82	14.1756	97.9898
-24	15	-898.874	-901.788	2.91394	90.7845
-24	20	-768.839	-769.724	0.885104	81.5874
-24	25	-635.641	-636.073	0.432205	73.977
-24	30	-498.996	-499.39	0.393615	63.4113

-23	5	-991.92	-1051.12	59.1986	103.99
-23	10	-918.754	-932.93	14.1756	95.7644
-23	15	-809.368	-812.282	2.91394	88.1596
-23	20	-688.553	-689.438	0.885104	78.9995
-23	25	-562.957	-563.389	0.432205	71.2848
-23	30	-437.295	-437.689	0.393615	59.9657

-22	5	-889.593	-948.791	59.1986	100.714
-22	10	-824.211	-838.387	14.1756	93.2683
-22	15	-722.687	-725.601	2.91394	85.1417
-22	20	-610.834	-611.719	0.885104	76.4247
-22	25	-493.287	-493.719	0.432205	67.9525
-22	30	-379.125	-379.519	0.393615	56.3389

-21	5	-790.405	-849.604	59.1986	97.6864
-21	10	-732.341	-746.516	14.1756	90.4038
-21	15	-639.18	-642.094	2.91394	81.8377
-21	20	-535.779	-536.664	0.885104	73.6205
-21	25	-427.235	-427.667	0.432205	64.0742
-21	30	-324.698	-325.092	0.393615	52.4749

-20	5	-694.225	-753.424	59.1986	94.6418
-20	10	-643.553	-657.729	14.1756	87.0923
-20	15	-559.061	-561.975	2.91394	78.3822
-20	20	-463.768	-464.654	0.885104	70.2934
-20	25	-365.259	-365.691	0.432205	59.8322
-20	30	-274.24	-274.633	0.393615	48.4212

-19	5	-601.237	-660.436	59.1986	91.2556
-19	10	-558.315	-572.49	14.1756	83.3078
-19	15	-482.462	-485.376	2.91394	74.782
-19	20	-395.429	-396.314	0.885104	66.2639
-19	25	-307.654	-308.087	0.432205	55.3344
-19	30	-227.874	-228.268	0.393615	44.3084

-18	5	-511.893	-571.091	59.1986	87.3374
-18	10	-477.077	-491.253	14.1756	79.105
-18	15	-409.608	-412.522	2.91394	70.8441
-18	20	-331.468	-332.353	0.885104	61.5579
-18	25	-254.678	-255.11	0.432205	50.5737
-18	30	-185.623	-186.017	0.393615	40.1927

-17	5	-426.761	-485.959	59.1986	82.8268
-17	10	-400.221	-414.397	14.1756	74.5482
-17	15	-340.983	-343.897	2.91394	66.2825
-17	20	-272.483	-273.368	0.885104	56.3413
-17	25	-206.582	-207.014	0.432205	45.5939
-17	30	-147.499	-147.893	0.393615	36.047

-16	5	-346.437	-405.636	59.1986	77.7219
-16	10	-328.117	-342.293	14.1756	69.5749
-16	15	-277.31	-280.224	2.91394	60.9304
-16	20	-218.914	-219.799	0.885104	50.7353
-16	25	-163.515	-163.948	0.432205	40.5362
-16	30	-113.552	-113.946	0.393615	31.8309

-15	5	-271.514	-330.712	59.1986	72.0253
-15	10	-261.287	-275.463	14.1756	63.954
-15	15	-219.371	-222.285	2.91394	54.8346
-15	20	-171.12	-172.005	0.885104	44.8093
