# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-15	25	-125.506	-125.938	0.432205	35.4857
-15	30	-83.8831	-84.2767	0.393615	27.4757

-14	5	-202.604	-261.802	59.1986	65.6724
-14	10	-200.506	-214.682	14.1756	57.4514
-14	15	-167.838	-170.752	2.91394	48.1453
-14	20	-129.349	-130.234	0.885104	38.7234
-14	25	-92.5476	-92.9798	0.432205	30.422
-14	30	-58.6805	-59.0741	0.393615	22.8836

-13	5	-140.454	-199.653	59.1986	58.4634
-13	10	-146.692	-160.868	14.1756	50.0345
-13	15	-123.22	-126.134	2.91394	41.04
-13	20	-93.6712	-94.5563	0.885104	32.6389
-13	25	-64.6967	-65.1289	0.432205	25.2525
-13	30	-38.2067	-38.6003	0.393615	18.0252

-12	5	-86.0302	-145.229	59.1986	50.2052
-12	10	-100.68	-114.856	14.1756	41.8942
-12	15	-85.8115	-88.7255	2.91394	33.7729
-12	20	-64.0639	-64.949	0.885104	26.5732
-12	25	-42.109	-42.5412	0.432205	19.8904
-12	30	-22.6699	-23.0635	0.393615	13.0575

-11	5	-40.3663	-99.565	59.1986	40.9927
-11	10	-63.0275	-77.2031	14.1756	33.3853
-11	15	-55.6554	-58.5694	2.91394	26.558
-11	20	-40.5401	-41.4252	0.885104	20.4671
-11	25	-24.9511	-25.3833	0.432205	14.4344
-11	30	-11.985	-12.3787	0.393615	8.41685

-10	5	-4.20542	-63.4041	59.1986	31.3077
-10	10	-33.887	-48.0626	14.1756	24.9424
-10	15	-32.6425	-35.5565	2.91394	19.5079
-10	20	-23.1112	-23.9963	0.885104	14.4309
-10	25	-13.1332	-13.5654	0.432205	9.30876
-10	30	-5.52499	-5.91861	0.393615	4.70086

-9	5	22.3417	-36.8569	59.1986	21.9037
-9	10	-12.9734	-27.149	14.1756	17.0135
-9	15	-16.4965	-19.4104	2.91394	12.9022
-9	20	-11.495	-12.3801	0.885104	8.95413
-9	25	-6.00207	-6.43428	0.432205	5.17023
-9	30	-2.15141	-2.54502	0.393615	2.26188

-8	5	39.9828	-19.2158	59.1986	13.6422
-8	10	0.512773	-13.6629	14.1756	10.2094
-8	15	-6.4753	-9.38924	2.91394	7.38638
-8	20	-4.77624	-5.66134	0.885104	4.74465
-8	25	-2.30917	-2.74138	0.432205	2.4596
-8	30	-0.618497	-1.01211	0.393615	0.961181

-7	5	50.2856	-8.913	59.1986	7.34541
-7	10	8.06315	-6.1125	14.1756	5.24033
-7	15	-1.13938	-4.05332	2.91394	3.59825
-7	20	-1.45615	-2.34125	0.885104	2.15723
-7	25	-0.650498	-1.0827	0.432205	1.0339
-7	30	0.00894534	-0.38467	0.393615	0.377512

-6	5	55.4684	-3.73024	59.1986	3.40173
-6	10	11.6871	-2.4885	14.1756	2.32284
-6	15	1.30257	-1.61137	2.91394	1.53211
-6	20	-0.022739	-0.907843	0.885104	0.878826
-6	25	0.022305	-0.4099	0.432205	0.40343
-6	30	0.25074	-0.142875	0.393615	0.142611

-5	5	57.7421	-1.45656	59.1986	1.40305
-5	10	13.2193	-0.95638	14.1756	0.931848
-5	15	2.30232	-0.611616	2.91394	0.60114
-5	20	0.544682	-0.340422	0.885104	0.337436
-5	25	0.280321	-0.151885	0.432205	0.151946
-5	30	0.341344	-0.0522711	0.393615	0.0529985

-4	5	58.6506	-0.547991	59.1986	0.541978
-4	10	13.8188	-0.356872	14.1756	0.355196
-4	15	2.6872	-0.226742	2.91394	0.226896
-4	20	0.759757	-0.125347	0.885104	0.126218
-4	25	0.376799	-0.0554066	0.432205	0.0564002
-4	30	0.374909	-0.0187061	0.393615	0.0195711

-3	5	58.9965	-0.202117	59.1986	0.203234
-3	10	14.0448	-0.130813	14.1756	0.132465
-3	15	2.83132	-0.082618	2.91394	0.0842876
-3	20	0.839791	-0.0453122	0.885104	0.0467245
-3	25	0.41251	-0.0196955	0.432205	0.0208177
-3	30	0.387289	-0.00632616	0.393615	0.00720991

-2	5	59.1255	-0.0731846	59.1986	0.0753072
-2	10	14.1288	-0.0468651	14.1756	0.0489806
-2	15	2.8847	-0.0292414	2.91394	0.0311204
-2	20	0.869361	-0.0157424	0.885104	0.0172289
-2	25	0.425677	-0.00652804	0.432205	0.00766785
-2	30	0.391848	-0.00176745	0.393615	0.00265375

-1	5	59.1731	-0.0255176	59.1986	0.0277783
-1	10	14.1598	-0.0158741	14.1756	0.0180531
-1	15	2.90438	-0.00955636	2.91394	0.0114639
-1	20	0.880257	-0.00484703	0.885104	0.00634358
-1	25	0.430525	-0.00167993	0.432205	0.00282213
-1	30	0.393525	-8.98002e-05	0.393615	0.000976445

0	5	59.1907	-0.00794969	59.1986	0.0102292
0	10	14.1712	-0.00445843	14.1756	0.00664598
0	15	2.91163	-0.002308	2.91394	0.00421942
0	20	0.884267	-0.000836491	0.885104	0.00233441
0	25	0.432205	0	0.432205	0.00103838
0	30	0.393615	0	0.393615	0.000359239

