# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-7.55709	5	36.5148	-8.37678	44.8916	6.77465
-7.55709	10	4.99773	-5.66199	10.6597	4.76555
-7.55709	15	-1.17507	-3.62852	2.45346	3.17125
-7.55709	20	-1.38659	-2.0135	0.62691	1.83312
-7.55709	25	-0.504905	-0.895363	0.390458	0.849627
-7.55709	30	0.0505295	-0.302216	0.352745	0.296219

-7.80959	5	34.6528	-10.2387	44.8916	7.99532
-7.80959	10	3.67974	-6.97998	10.6597	5.69302
-7.80959	15	-2.0581	-4.51155	2.45346	3.8391
-7.80959	20	-1.90122	-2.52812	0.62691	2.25515
-7.80959	25	-0.7456	-1.13606	0.390458	1.06408
-7.80959	30	-0.0340391	-0.386785	0.352745	0.376711

-8.31952	5	29.8715	-15.0201	44.8916	10.8385
-8.31952	10	0.231199	-10.4285	10.6597	7.90676
-8.31952	15	-4.41837	-6.87182	2.45346	5.48453
-8.31952	20	-3.31431	-3.94122	0.62691	3.34171
-8.31952	25	-1.42725	-1.81771	0.390458	1.64548
-8.31952	30	-0.280306	-0.633052	0.352745	0.606048

-8.577	5	26.8758	-18.0158	44.8916	12.4493
-8.577	10	-1.96733	-12.6271	10.6597	9.18804
-8.577	15	-5.95464	-8.4081	2.45346	6.46508
-8.577	20	-4.25998	-4.88689	0.62691	4.01872
-8.577	25	-1.89877	-2.28923	0.390458	2.02796
-8.577	30	-0.456152	-0.808898	0.352745	0.765502

-8.96639	5	21.5236	-23.368	44.8916	15.076
-8.96639	10	-5.95154	-16.6113	10.6597	11.3103
-8.96639	15	-8.78877	-11.2422	2.45346	8.12552
-8.96639	20	-6.0504	-6.67731	0.62691	5.21076
-8.96639	25	-2.82117	-3.21163	0.390458	2.73696
-8.96639	30	-0.812079	-1.16482	0.352745	1.07831

