# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-1	15	2.17852	-0.00568552	2.18421	0.00667557
0	15	2.18274	-0.001465	2.18421	0.00245668

-30	20	-1077.74	-1078.49	0.75081	83.2366
-29	20	-995.916	-996.667	0.75081	80.4282
-28	20	-916.83	-917.581	0.75081	77.766
-27	20	-840.346	-841.096	0.75081	75.2207
-26	20	-766.354	-767.105	0.75081	72.7819
-25	20	-694.74	-695.491	0.75081	70.4646
-24	20	-625.399	-626.15	0.75081	68.2204
-23	20	-558.32	-559.071	0.75081	65.9151
-22	20	-493.628	-494.379	0.75081	63.436
-21	20	-431.522	-432.272	0.75081	60.7374
-20	20	-372.242	-372.993	0.75081	57.7682
-19	20	-316.111	-316.862	0.75081	54.4207
-18	20	-263.561	-264.312	0.75081	50.5974
-17	20	-215.076	-215.827	0.75081	46.2987
-16	20	-171.089	-171.84	0.75081	41.6236
-15	20	-131.912	-132.663	0.75081	36.6963
-14	20	-97.7558	-98.5067	0.75081	31.5891
-13	20	-68.7911	-69.5419	0.75081	26.3108
-12	20	-45.1929	-45.9437	0.75081	20.8596
-11	20	-27.0998	-27.8506	0.75081	15.334
-10	20	-14.4329	-15.1837	0.75081	10.0952
-9	20	-6.60621	-7.35702	0.75081	5.76177
-8	20	-2.43985	-3.19066	0.75081	2.81618
-7	20	-0.523545	-1.27436	0.75081	1.20654
-6	20	0.265403	-0.485407	0.75081	0.475489
-5	20	0.570148	-0.180662	0.75081	0.179854
-4	20	0.684441	-0.0663691	0.75081	0.066871
-3	20	0.726795	-0.0240148	0.75081	0.0246982
-2	20	0.742419	-0.00839112	0.75081	0.00909928
-1	20	0.748172	-0.00263772	0.75081	0.00334925
0	20	0.75029	-0.000520385	0.75081	0.00123236

-30	25	-910.636	-911.092	0.456246	70.8899
-29	25	-840.442	-840.898	0.456246	69.5115
-28	25	-771.612	-772.068	0.456246	68.1353
-27	25	-704.219	-704.675	0.456246	66.6181
-26	25	-638.448	-638.904	0.456246	64.8882
-25	25	-574.509	-574.965	0.456246	62.9588
-24	25	-512.59	-513.046	0.456246	60.8492
-23	25	-452.881	-453.338	0.456246	58.5261
-22	25	-395.634	-396.09	0.456246	55.9138
-21	25	-341.181	-341.637	0.456246	52.921
-20	25	-289.936	-290.392	0.456246	49.4993
-19	25	-242.311	-242.767	0.456246	45.6967
-18	25	-198.625	-199.082	0.456246	41.6445
-17	25	-159.062	-159.518	0.456246	37.4686
-16	25	-123.716	-124.172	0.456246	33.2072
-15	25	-92.6861	-93.1423	0.456246	28.829
-14	25	-66.1129	-66.5692	0.456246	24.2855
-13	25	-44.1857	-44.6419	0.456246	19.533
-12	25	-27.1035	-27.5597	0.456246	14.6203
-11	25	-14.8998	-15.3561	0.456246	9.85337
-10	25	-7.16137	-7.61762	0.456246	5.79037
-9	25	-2.91709	-3.37334	0.456246	2.91682
-8	25	-0.910486	-1.36673	0.456246	1.27939
-7	25	-0.0684133	-0.52466	0.456246	0.511103
-6	25	0.260165	-0.196081	0.456246	0.194538
-5	25	0.383945	-0.0723011	0.456246	0.0725139
-4	25	0.429896	-0.0263506	0.456246	0.0268082
-3	25	0.446857	-0.00938912	0.456246	0.00988022
-2	25	0.453105	-0.00314153	0.456246	0.00363718
-1	25	0.455404	-0.000842105	0.456246	0.00133838
0	25	0.456246	0	0.456246	0.000492406

-30	30	-754.371	-754.715	0.343936	64.191
-29	30	-690.848	-691.192	0.343936	62.823
-28	30	-628.792	-629.136	0.343936	61.2556
-27	30	-568.4	-568.744	0.343936	59.499
-26	30	-509.856	-510.199	0.343936	57.5568
-25	30	-453.364	-453.708	0.343936	55.3812
-24	30	-399.197	-399.541	0.343936	52.8943
-23	30	-347.699	-348.043	0.343936	50.0399
-22	30	-299.234	-299.578	0.343936	46.8396
-21	30	-254.094	-254.438	0.343936	43.4169
-20	30	-212.421	-212.765	0.343936	39.928
-19	30	-174.237	-174.581	0.343936	36.4385
-18	30	-139.559	-139.903	0.343936	32.9024
-17	30	-108.469	-108.813	0.343936	29.2554
-16	30	-81.0991	-81.443	0.343936	25.4556
-15	30	-57.6282	-57.9721	0.343936	21.4452
-14	30	-38.2969	-38.6408	0.343936	17.1749
-13	30	-23.3364	-23.6803	0.343936	12.7402
-12	30	-12.7561	-13.1001	0.343936	8.49252
-11	30	-6.11823	-6.46216	0.343936	4.94033
-10	30	-2.50945	-2.85339	0.343936	2.47142
-9	30	-0.811596	-1.15553	0.343936	1.08141
-8	30	-0.0998533	-0.443789	0.343936	0.432079
-7	30	0.177986	-0.165949	0.343936	0.164545
-6	30	0.282697	-0.0612382	0.343936	0.0613524
-5	30	0.321578	-0.0223581	0.343936	0.0226847
-4	30	0.335931	-0.00800515	0.343936	0.00836092
-3	30	0.341217	-0.00271821	0.343936	0.00307794
-2	30	0.343163	-0.000772337	0.343936	0.0011326
-1	30	0.343879	-5.63639e-05	0.343936	0.000416699
0	30	0.343936	0	0.343936	0.0001533

