# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-7.55709	5	35.9947	-6.70222	42.6969	5.51029
-7.80959	5	34.4758	-8.22115	42.6969	6.54091
-8.31952	5	30.5384	-12.1585	42.6969	8.97989
-8.577	5	28.0479	-14.649	42.6969	10.3837
-8.96639	5	23.5602	-19.1368	42.6969	12.7036

-7.55709	10	5.73134	-4.40932	10.1407	3.7542
-7.80959	10	4.69059	-5.45007	10.1407	4.50597
-8.31952	10	1.94558	-8.19508	10.1407	6.32761
-8.577	10	0.180594	-9.96006	10.1407	7.39863
-8.96639	10	-3.04385	-13.1845	10.1407	9.19696

-7.55709	15	-0.476843	-2.74711	2.27027	2.41348
-7.80959	15	-1.14971	-3.41999	2.27027	2.92908
-8.31952	15	-2.95664	-5.22691	2.27027	4.21312
-8.577	15	-4.13942	-6.40969	2.27027	4.98864
-8.96639	15	-6.33527	-8.60554	2.27027	6.32098

-7.55709	20	-0.894745	-1.48342	0.588679	1.35384
-7.80959	20	-1.27499	-1.86367	0.588679	1.66707
-8.31952	20	-2.32082	-2.9095	0.588679	2.47608
-8.577	20	-3.02208	-3.61076	0.588679	2.98246
-8.96639	20	-4.35297	-4.94165	0.588679	3.87983

-7.55709	25	-0.199656	-0.641283	0.441627	0.609818
-7.80959	25	-0.372487	-0.814114	0.441627	0.76437
-8.31952	25	-0.862606	-1.30423	0.441627	1.18408
-8.577	25	-1.20206	-1.64369	0.441627	1.46057
-8.96639	25	-1.86681	-2.30844	0.441627	1.97357

-7.55709	30	0.0992373	-0.210631	0.309868	0.206773
-7.80959	30	0.0401826	-0.269686	0.309868	0.263156
-8.31952	30	-0.132022	-0.441891	0.309868	0.424186
-8.577	30	-0.255176	-0.565045	0.309868	0.536437
-8.96639	30	-0.504864	-0.814732	0.309868	0.757196

