# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-30	5	-1612.19	-1673.74	61.5541	107.541
-30	10	-1491.73	-1506.2	14.4739	100.177
-30	15	-1335.59	-1339.03	3.44019	92.067
-30	20	-1167.41	-1168.33	0.914756	85.6764
-30	25	-991.129	-991.566	0.436942	76.9389
-30	30	-818.754	-819.103	0.349088	68.2861

-29	5	-1505.41	-1566.97	61.5541	106.011
-29	10	-1392.31	-1406.78	14.4739	98.6272
-29	15	-1244.19	-1247.64	3.44019	90.726
-29	20	-1082.49	-1083.4	0.914756	84.1325
-29	25	-915.056	-915.493	0.436942	75.1894
-29	30	-751.143	-751.492	0.349088	66.9332

-28	5	-1400.17	-1461.73	61.5541	104.466
-28	10	-1294.54	-1309.01	14.4739	96.8814
-28	15	-1154.16	-1157.6	3.44019	89.3423
-28	20	-999.232	-1000.15	0.914756	82.3414
-28	25	-840.784	-841.221	0.436942	73.3378
-28	30	-684.904	-685.253	0.349088	65.528

-27	5	-1296.51	-1358.06	61.5541	102.837
-27	10	-1198.6	-1213.07	14.4739	94.9866
-27	15	-1065.54	-1068.98	3.44019	87.8692
-27	20	-917.877	-918.791	0.914756	80.3392
-27	25	-768.401	-768.838	0.436942	71.422
-27	30	-620.135	-620.484	0.349088	63.9782

-26	5	-1194.55	-1256.1	61.5541	101.057
-26	10	-1104.58	-1119.06	14.4739	93.0391
-26	15	-978.467	-981.908	3.44019	86.2432
-26	20	-838.607	-839.521	0.914756	78.1785
-26	25	-697.95	-698.387	0.436942	69.4765
-26	30	-557.032	-557.381	0.349088	62.1769

-25	5	-1094.47	-1156.03	61.5541	99.055
-25	10	-1012.51	-1026.99	14.4739	91.1018
-25	15	-893.136	-896.576	3.44019	84.3716
-25	20	-761.561	-762.476	0.914756	75.8931
-25	25	-629.455	-629.892	0.436942	67.5093
-25	30	-495.899	-496.249	0.349088	60.0225

-24	5	-996.523	-1058.08	61.5541	96.7995
-24	10	-922.384	-936.857	14.4739	89.1469
-24	15	-809.832	-813.272	3.44019	82.1786
-24	20	-686.857	-687.772	0.914756	73.4971
-24	25	-562.948	-563.384	0.436942	65.4914
-24	30	-437.12	-437.469	0.349088	57.4726

-23	5	-900.941	-962.496	61.5541	94.3382
-23	10	-834.257	-848.731	14.4739	87.0768
-23	15	-728.887	-732.327	3.44019	79.6628
-23	20	-614.599	-615.514	0.914756	71.0039
-23	25	-498.519	-498.956	0.436942	63.33
-23	30	-381.075	-381.424	0.349088	54.5608

-22	5	-807.879	-869.433	61.5541	91.7793
-22	10	-748.306	-762.78	14.4739	84.78
-22	15	-650.592	-654.032	3.44019	76.8899
-22	20	-544.876	-545.79	0.914756	68.4313
-22	25	-436.386	-436.822	0.436942	60.8744
-22	30	-328.1	-328.449	0.349088	51.3438

-21	5	-717.397	-778.951	61.5541	89.1733
-21	10	-664.806	-679.28	14.4739	82.1589
-21	15	-575.171	-578.611	3.44019	73.9229
-21	20	-477.762	-478.677	0.914756	65.7789
-21	25	-376.922	-377.359	0.436942	57.9679
-21	30	-278.466	-278.815	0.349088	47.8915

-20	5	-629.576	-691.13	61.5541	86.4348
-20	10	-584.118	-598.591	14.4739	79.1518
-20	15	-502.802	-506.242	3.44019	70.7891
-20	20	-413.369	-414.284	0.914756	62.9691
-20	25	-320.627	-321.064	0.436942	54.5345
-20	30	-232.374	-232.723	0.349088	44.2647

-19	5	-544.62	-606.174	61.5541	83.4184
-19	10	-506.629	-521.103	14.4739	75.7664
-19	15	-433.643	-437.083	3.44019	67.5052
-19	20	-351.939	-352.853	0.914756	59.8142
-19	25	-268.01	-268.447	0.436942	50.6332
-19	30	-190.011	-190.36	0.349088	40.4112

-18	5	-462.874	-524.428	61.5541	79.9968
-18	10	-432.696	-447.17	14.4739	72.0473
-18	15	-367.847	-371.288	3.44019	64.0488
-18	20	-293.93	-294.845	0.914756	56.0943
-18	25	-219.471	-219.908	0.436942	46.4002
-18	30	-151.679	-152.028	0.349088	36.177

-17	5	-384.795	-446.349	61.5541	76.0732
-17	10	-362.634	-377.108	14.4739	68.0275
-17	15	-305.655	-309.095	3.44019	60.2592
-17	20	-239.971	-240.885	0.914756	51.7199
-17	25	-175.294	-175.731	0.436942	41.9042
-17	30	-117.806	-118.155	0.349088	31.5076

-16	5	-310.911	-372.465	61.5541	71.6023
-16	10	-296.747	-311.221	14.4739	63.6845
-16	15	-247.534	-250.974	3.44019	55.8589
-16	20	-190.676	-191.59	0.914756	46.7912
-16	25	-135.787	-136.224	0.436942	37.0315
-16	30	-88.7353	-89.0844	0.349088	26.6293

-15	5	-241.776	-303.331	61.5541	66.5703
-15	10	-235.429	-249.903	14.4739	58.8427
-15	15	-194.205	-197.645	3.44019	50.6628
-15	20	-146.531	-147.446	0.914756	41.4263
-15	25	-101.403	-101.84	0.436942	31.6562
-15	30	-64.4945	-64.8436	0.349088	21.9007

-14	5	-177.978	-239.532	61.5541	60.9076
-14	10	-179.329	-193.803	14.4739	53.2009
-14	15	-146.461	-149.901	3.44019	44.7095
-14	20	-107.985	-108.9	0.914756	35.5742
-14	25	-72.587	-73.0239	0.436942	25.9555
-14	30	-44.8211	-45.1702	0.349088	17.503

-13	5	-120.241	-181.795	61.5541	54.404
-13	10	-129.358	-143.832	14.4739	46.5761
-13	15	-105.002	-108.442	3.44019	38.1038
-13	20	-75.5679	-76.4827	0.914756	29.181
-13	25	-49.4519	-49.8888	0.436942	20.3703
-13	30	-29.3833	-29.7324	0.349088	13.4227

-12	5	-69.5344	-131.088	61.5541	46.8175
-12	10	-86.4868	-100.961	14.4739	39.0259
-12	15	-70.4621	-73.9023	3.44019	30.8796
-12	20	-49.7049	-50.6197	0.914756	22.5533
-12	25	-31.6907	-32.1276	0.436942	15.2437
-12	30	-17.8659	-18.215	0.349088	9.67656

-11	5	-26.9719	-88.5261	61.5541	38.1452
-11	10	-51.5524	-66.0262	14.4739	30.7455
-11	15	-43.3734	-46.8136	3.44019	23.2827
-11	20	-30.3373	-31.2521	0.914756	16.2913
-11	25	-18.7669	-19.2039	0.436942	10.7099
-11	30	-9.87134	-10.2204	0.349088	6.40841

-10	5	6.5128	-55.0413	61.5541	28.7583
-10	10	-25.0959	-39.5698	14.4739	22.1848
-10	15	-23.7836	-27.2238	3.44019	16.0283
-10	20	-16.8375	-17.7523	0.914756	10.8748
-10	25	-10.0359	-10.4728	0.436942	6.88392
-10	30	-4.82736	-5.17645	0.349088	3.80307

-9	5	30.5774	-30.9767	61.5541	19.4867
-9	10	-6.96454	-21.4384	14.4739	14.2836
-9	15	-10.9268	-14.367	3.44019	9.92921
-9	20	-8.22121	-9.13596	0.914756	6.55543
-9	25	-4.70559	-5.14253	0.436942	3.93605
-9	30	-2.00417	-2.35326	0.349088	1.97587

-8	5	45.9388	-15.6153	61.5541	11.5642
-8	10	4.04215	-10.4317	14.4739	8.07157
-8	15	-3.38435	-6.82454	3.44019	5.43937
-8	20	-3.31121	-4.22596	0.914756	3.47684
-8	25	-1.83577	-2.27272	0.436942	1.96453
-8	30	-0.6245	-0.973588	0.349088	0.895663

-7	5	54.4876	-7.06648	61.5541	5.95166
-7	10	9.89395	-4.57991	14.4739	3.98041
-7	15	0.507796	-2.93239	3.44019	2.6045
-7	20	-0.86011	-1.77487	0.914756	1.61041
-7	25	-0.484688	-0.92163	0.436942	0.86185
-7	30	-0.0289532	-0.378041	0.349088	0.365539

-6	5	58.6325	-2.9216	61.5541	2.68537
-6	10	12.6223	-1.85154	14.4739	1.73465
-6	15	2.27303	-1.16716	3.44019	1.10743
-6	20	0.218789	-0.695967	0.914756	0.667954
-6	25	0.0830123	-0.35393	0.436942	0.344915
-6	30	0.20723	-0.141858	0.349088	0.140568

-5	5	60.4181	-1.13598	61.5541	1.09662
-5	10	13.7635	-0.710375	14.4739	0.692515
-5	15	2.99634	-0.443849	3.44019	0.43549
-5	20	0.652192	-0.262564	0.914756	0.259108
-5	25	0.304866	-0.132076	0.436942	0.131423
-5	30	0.296858	-0.0522304	0.349088	0.0526184

-4	5	61.1271	-0.426977	61.5541	0.422319
-4	10	14.2087	-0.265114	14.4739	0.263672
-4	15	3.27536	-0.164823	3.44019	0.16463
-4	20	0.817711	-0.0970449	0.914756	0.097359
-4	25	0.388507	-0.0484353	0.436942	0.0490107
-4	30	0.330228	-0.0188603	0.349088	0.0194844

-3	5	61.3965	-0.157593	61.5541	0.158218
-3	10	14.3765	-0.097327	14.4739	0.0983063
-3	15	3.37997	-0.0602136	3.44019	0.0612004
-3	20	0.879501	-0.0352548	0.914756	0.0361056
-3	25	0.419566	-0.0173754	0.436942	0.0181224
-3	30	0.342559	-0.00652879	0.349088	0.00718538

-2	5	61.4969	-0.0572345	61.5541	0.0586089
-2	10	14.4388	-0.0350293	14.4739	0.0363473
-2	15	3.41873	-0.021452	3.44019	0.0226025
-2	20	0.902358	-0.0123976	0.914756	0.0133224
-2	25	0.431033	-0.00590904	0.436942	0.00667951
-2	30	0.347103	-0.00198472	0.349088	0.00264573

-1	5	61.534	-0.0201389	61.5541	0.0216166
-1	10	14.4618	-0.012032	14.4739	0.0133964
-1	15	3.43303	-0.00715411	3.44019	0.00832705
-1	20	0.910784	-0.00397157	0.914756	0.00490645
-1	25	0.435257	-0.00168531	0.436942	0.00245897
-1	30	0.348776	-0.000312029	0.349088	0.000973631

0	5	61.5477	-0.00646815	61.5541	0.00795987
0	10	14.4703	-0.00356089	14.4739	0.00493166
0	15	3.4383	-0.00188901	3.44019	0.00306499
0	20	0.913886	-0.000869473	0.914756	0.00180572
0	25	0.436811	-0.000130741	0.436942	0.000904838
0	30	0.349088	0	0.349088	0.000358223

