# i	j	beta * DeltaG^cnf_ij
271	502	34.92914588
271	558	16.04643137
271	560	13.0947426
271	568	27.54248562
271	605	17.92583399
271	774	33.52382256
271	862	25.39329957
271	906	10.93620901
271	931	33.41138572
271	978	25.25343142
271	986	15.51696517
272	532	17.45704929
272	567	11.12252549
272	575	16.8808283
272	643	13.7358634
272	696	11.13346446
272	765	33.30894853
272	776	10.05303163
272	801	34.76056429
272	833	13.04245042
272	844	33.7499738
272	847	26.41406956
272	870	25.96218972
272	872	12.58458277
272	893	14.41615438
272	919	19.73694526
272	951	13.45038442
272	960	29.12033681
272	962	23.67223265
273	520	33.35521948
273	535	11.21482389
273	538	24.93295614
273	540	20.42535302
273	558	33.40535192
273	560	15.12510453
273	589	21.81176146
273	670	30.79952817
273	720	18.09270474
273	774	11.25807638
273	789	33.35884123
273	797	33.51998693
273	803	19.35092242
273	840	11.27996786
273	864	33.44079338
273	904	21.22081274
273	975	13.47629949
273	979	11.79943726
273	986	12.50705052
274	502	33.37885324
274	532	13.5629161
274	567	35.0775456
274	623	13.35382654
274	643	12.10295683
274	663	19.08105222
274	678	20.26420874
274	696	15.6007581
274	765	9.953063704
274	776	20.88172119
274	801	11.41934199
274	844	10.97171
274	847	25.28357983
274	862	26.86153176
274	870	10.3038535
274	872	33.8481094
274	893	11.34209892
274	919	11.33785312
274	931	23.75821755
274	951	25.42162603
274	978	29.061487
275	505	19.56706174
275	508	17.3989224
275	526	19.8382461
275	579	22.60335747
275	599	33.36163082
275	616	19.17142755
275	650	17.73053145
275	702	19.57386379
275	708	15.73014321
275	737	33.49334358
275	791	19.65759045
275	792	17.93660746
275	850	15.41370759
275	881	22.92977386
275	927	18.11621576
275	966	23.84638119
275	967	33.38703959
275	985	34.61458754
276	524	20.81341069
276	533	9.683205883
276	536	12.13603458
276	562	11.79868951
276	582	11.92474049
276	588	17.15640351
276	591	15.2246246
276	592	17.41021261
276	607	26.42218299
276	614	11.12653816
276	651	22.27856456
276	694	13.49714151
276	703	33.5128508
276	738	13.94031008
276	766	14.84610616
276	770	19.88958992
276	995	33.38309583
277	502	17.32815156
277	532	30.32827698
277	623	10.5231694
277	663	17.37672146
277	678	16.84881175
277	765	14.02611019
277	801	13.84855755
277	844	13.08213678
277	862	15.72570823
277	870	16.09635141
277	893	29.4570534
277	906	19.02320114
277	919	25.75410751
277	931	18.25370805
277	978	12.22677789
278	501	33.72938687
278	521	14.97604942
278	522	12.7321986
278	619	33.40781479
278	660	33.35655608
278	699	10.02319488
278	753	16.70916355
278	767	13.48062675
278	772	27.05593121
278	800	11.60025169
278	845	16.49832725
278	858	28.4972837
278	860	23.64576536
278	896	22.17514913
278	899	33.47871178
278	901	15.27749374
278	905	25.52203185
278	913	17.63658027
278	917	28.77134865
278	923	27.12126187
278	955	29.59261863
279	504	24.9279114
279	509	15.65208189
279	595	33.53024357
279	613	11.54592994
279	621	33.37859295
279	649	15.74521287
279	652	12.03454823
279	653	33.832686
279	674	33.35512289
279	690	24.67622756
279	712	29.99378172
279	744	11.25986399
279	745	27.73269523
279	750	10.41338535
279	758	33.37703699
279	781	33.39275572
279	786	11.23141863
279	790	33.40536666
279	838	13.20238505
279	839	18.96025522
279	994	34.04827117
280	524	35.17110166
280	533	33.35568302
280	536	19.472429
280	562	34.39638831
280	586	21.69476229
280	588	12.40398342
280	592	13.01099494
280	604	20.00974123
280	614	26.14249911
280	631	16.38317854
280	686	33.49462643
280	707	14.50287289
280	738	33.65606484
280	766	19.27834205
280	770	35.02459034
280	818	15.56039057
280	883	16.94090093
280	884	31.57099017
280	900	34.12452146
280	912	9.961942667
280	938	25.36612327
280	983	27.14641131
280	995	17.16084644
281	545	33.39916698
281	546	17.63429711
281	571	11.93691052
281	574	37.3552036
281	580	33.59160559
281	612	13.23946343
281	626	18.37351002
281	630	13.20176258
281	637	31.22930255
281	644	15.70422707
281	655	21.69013172
281	667	13.0684983
281	859	14.93843363
281	882	17.4943403
281	921	25.54784206
281	940	11.12296164
281	945	31.71405659
282	510	18.11574062
282	530	24.10315521
282	538	28.55945023
282	540	27.40945901
282	565	17.24688653
282	595	33.358108
282	648	12.21637328
282	654	19.34755976
282	670	35.17601337
282	690	20.57468785
282	700	14.02096245
282	715	11.52250682
282	717	28.93677198
282	720	33.60821703
282	807	26.70804961
282	839	33.56447072
282	849	22.19362922
282	889	17.51533456
282	933	33.35520212
283	502	18.80501413
283	512	18.64536211
283	532	22.14926483
283	623	26.52123924
283	624	11.51337347
283	643	33.35615173
283	663	12.61232678
283	673	34.41675073
283	678	12.79946219
283	765	33.93015488
283	801	21.10302733
283	844	24.06306174
283	870	25.62837958
283	936	17.84669108
283	953	16.44904049
283	978	28.27749614
284	558	10.92909827
284	560	16.11157611
284	568	18.04248013
284	605	11.14216848
284	836	27.40747964
284	906	18.72849693
284	986	24.06106613
285	504	33.60255455
285	506	26.42387555
285	510	12.1559421
285	530	14.01514921
285	565	22.1191291
285	566	33.40868757
285	648	19.29965184
285	654	33.40054131
285	690	20.87992426
285	700	13.77500509
285	715	10.36525014
285	717	15.47590878
285	728	26.11345947
285	748	31.33615977
285	807	19.93972968
285	849	14.26036949
285	871	33.35540167
285	889	10.77739464
285	933	25.4138414
286	546	17.80982186
286	561	17.76242487
286	608	33.00447893
286	609	33.90066595
286	612	14.84625534
286	644	20.47811237
286	655	12.50746172
286	664	11.10278636
286	691	15.00764503
286	747	18.09412193
286	775	23.57506147
286	831	22.35202958
286	859	16.73842841
286	865	24.5205767
286	887	14.75863005
286	940	17.15098045
286	980	26.29063297
287	524	23.65796803
287	533	12.96136821
287	536	20.66602342
287	562	13.19800636
287	582	17.002041
287	588	33.42714803
287	591	12.34863151
287	592	33.41112962
287	607	13.9463379
287	614	20.07303972
287	651	16.54484715
287	694	12.11799249
287	703	16.36607132
287	726	29.86863055
287	738	24.53903008
287	759	27.98783207
287	880	20.00363665
287	984	31.02993012
288	513	21.72513082
288	514	17.97783195
288	528	23.6618088
288	583	14.16181745
288	615	27.19034942
288	647	27.34525273
288	656	33.90625218
288	668	17.52810058
288	669	20.26322427
288	763	20.95875851
288	843	33.43943948
288	851	14.49320285
288	942	21.02996646
288	954	33.51955689
289	509	13.23028215
289	547	10.44075718
289	600	33.9686081
289	633	9.938229455
289	649	12.31107591
289	652	19.80764414
289	674	26.11013767
289	745	23.43008871
289	750	20.43903966
289	758	18.02113682
289	781	33.43945519
289	786	23.36203364
289	790	16.57200449
289	825	23.18825257
289	838	33.53540151
289	944	27.22080573
290	545	34.27557581
290	546	12.960687
290	561	21.39672014
290	571	15.29096343
290	612	12.12613394
290	626	15.69834021
290	630	17.75643083
290	644	12.3173901
290	655	14.46876733
290	664	25.63017785
290	667	14.09738583
290	859	14.35839666
290	882	22.66506245
290	921	33.47059366
290	940	10.84217227
290	945	27.63679053
291	545	17.80008945
291	546	15.95247591
291	561	34.70747199
291	566	22.27797993
291	571	10.90447465
291	574	32.52121818
291	612	23.5350732
291	626	12.31519637
291	630	22.62261207
291	644	13.51434718
291	653	34.945025
291	655	24.30395323
291	667	9.697953658
291	716	26.81282675
291	832	19.95095871
291	859	30.39336613
291	882	33.46148547
291	921	16.30925322
291	940	18.02330084
291	945	15.56486059
291	971	31.62413828
292	569	23.44968836
292	660	23.90771932
292	710	10.37352616
292	833	22.49570464
292	847	35.98747728
292	866	33.385309
292	891	15.9617346
292	902	13.1261421
292	908	14.17797008
292	910	14.72055254
292	932	18.07718804
292	951	22.9984654
292	955	23.39334239
292	960	16.17396623
292	962	10.21894027
292	974	12.51622685
292	982	23.60098652
293	501	31.80958584
293	521	23.13600543
293	522	11.57565484
293	552	30.58779904
293	573	22.65329587
293	619	33.48295111
293	639	33.35703547
293	699	11.69809134
293	753	24.35579936
293	764	34.84122328
293	767	10.64893681
293	772	21.85698242
293	800	10.52213902
293	819	26.98846594
293	845	11.41981522
293	860	24.84094064
293	896	34.2622032
293	899	27.57016245
293	901	16.11809971
293	913	12.39803085
293	917	28.25930546
293	923	22.22037929
293	956	35.41450488
294	505	13.98611691
294	508	20.49030582
294	577	34.24774444
294	597	23.47999046
294	599	13.40915984
294	616	9.847988113
294	650	15.26910728
294	661	26.93332479
294	702	13.88313186
294	708	10.45312992
294	713	24.68996096
294	777	28.0726056
294	778	19.66219025
294	784	18.77694353
294	791	12.37061775
294	792	10.43395872
294	854	26.96838952
294	895	31.41865862
294	907	34.40006663
294	927	26.58370318
294	957	31.1638475
294	967	22.7700095
294	985	10.96478439
295	516	17.17105971
295	586	33.65904092
295	602	10.61806576
295	608	11.73712763
295	609	14.4284748
295	618	19.35618098
295	628	10.84942237
295	666	26.31388229
295	691	19.33316104
295	747	16.62511917
295	775	12.49201196
295	831	30.60498186
295	856	9.998840712
295	865	28.40526713
295	887	19.61690404
295	900	23.67206954
295	930	30.58099465
295	947	12.10953698
295	980	18.71977863
295	983	23.66984453
295	991	13.43860814
296	511	17.33395943
296	564	15.4728991
296	584	12.72904189
296	598	18.84421546
296	622	28.28398681
296	642	33.61812861
296	662	24.01120026
296	672	13.3936921
296	679	14.62766474
296	709	23.39839495
296	777	32.83578672
296	784	33.4898375
296	795	11.38113229
296	796	34.73024273
296	798	34.54528581
296	810	15.24619166
296	822	17.33829233
296	854	26.37443789
296	875	17.34786372
296	892	29.46968534
296	916	12.58605266
296	958	23.63432685
296	959	20.60427415
297	547	33.35559608
297	634	18.71713954
297	682	9.75949446
297	685	16.19398241
297	706	13.92602078
297	740	33.38740123
297	743	22.38686157
297	758	33.48016635
297	793	29.26622501
297	817	18.7366853
297	876	16.98991286
297	878	11.44536023
297	998	25.28716538
298	501	14.65953784
298	522	31.31249107
298	534	26.5112267
298	573	22.3901917
298	618	33.47359585
298	639	13.02300029
298	666	26.54504046
298	699	22.49353954
298	739	27.84604667
298	764	14.72635564
298	767	21.39416511
298	785	24.77586423
298	800	14.50381414
298	819	19.18317902
298	837	17.46044331
298	845	16.94608201
298	901	16.60648929
298	913	21.73165094
298	923	12.15274637
299	569	12.32699389
299	660	30.83274922
299	710	11.68037114
299	735	28.06330873
299	833	16.64281168
299	866	22.88004337
299	891	13.70193834
299	902	13.50532741
299	908	9.802901854
299	910	14.98737884
299	932	11.15903781
299	962	14.08415761
299	974	23.1651283
300	555	12.92550178
300	606	16.73164026
300	646	19.78194087
300	665	23.04652821
300	681	33.53249828
300	683	17.77352168
300	689	32.10767843
300	718	12.74223856
300	769	10.01730851
300	842	35.12339661
300	888	22.05364091
300	914	21.44018918
300	922	18.4943557
300	935	26.39523439
301	515	33.80435529
301	527	23.6153133
301	550	14.31600643
301	551	26.42791709
301	554	24.85830874
301	617	18.9035884
301	625	18.63763792
301	693	17.59934448
301	704	14.72571875
301	719	28.60189906
301	721	25.0545723
301	736	20.28811232
301	749	29.68427873
301	760	13.35984409
301	783	26.65461124
301	828	11.23920127
301	853	12.91327245
301	874	11.46498604
301	879	10.66818078
301	903	15.09567196
301	934	23.93506641
301	976	30.46284264
302	504	14.27304572
302	510	25.43778955
302	530	26.81051233
302	545	24.06093099
302	566	19.05539097
302	613	26.00741453
302	653	25.01792929
302	690	12.97977817
302	700	33.3809528
302	712	33.51221115
302	715	20.84103468
302	716	21.08585302
302	717	28.24681084
302	728	11.74940724
302	807	10.37428259
302	839	13.70855436
302	849	9.917435042
302	889	14.85058167
302	945	27.11233124
302	971	22.79321783
303	534	14.0802933
303	552	17.65963825
303	573	13.45867484
303	585	16.34659465
303	615	33.72343868
303	620	23.17604729
303	659	19.56388592
303	705	10.72193908
303	752	14.79317527
303	767	34.24479219
303	772	34.17954311
303	794	15.41219996
303	816	19.54193936
303	819	14.4739997
303	837	17.61383991
303	845	30.01845813
303	899	26.71749021
303	913	27.22609687
303	915	21.17327055
303	929	20.28534163
303	950	31.12391447
304	532	29.09127404
304	567	30.84815871
304	643	17.56189597
304	696	12.77624765
304	765	22.09479511
304	768	35.40664719
304	776	19.39500143
304	801	33.69653402
304	847	10.59489717
304	870	26.36642744
304	872	33.35521134
304	890	17.27550169
304	893	15.8062774
304	919	12.49553994
304	931	34.84774777
304	939	33.57596459
304	951	10.86600554
304	960	15.83881505
304	962	25.27668192
304	974	21.5413878
305	586	11.79152881
305	588	33.37289848
305	602	33.51885271
305	604	16.23586053
305	618	31.09085025
305	631	13.47065035
305	666	33.39797564
305	686	34.0428365
305	775	27.57802481
305	818	17.59717524
305	831	19.09052086
305	856	25.2495996
305	865	17.472234
305	883	11.09683836
305	884	18.60760706
305	900	13.62462069
305	912	17.12662136
305	938	29.31952336
305	947	25.37159138
305	980	16.5683035
305	983	10.40090524
306	532	16.67014852
306	567	10.11118008
306	575	13.81514952
306	643	14.24460978
306	696	12.41005421
306	776	9.94169846
306	801	33.76823429
306	813	26.17701034
306	833	12.58905024
306	844	33.35592508
306	870	26.9001245
306	872	10.90984347
306	893	15.438349
306	919	23.4471473
306	951	16.36313953
306	960	33.3759263
306	962	28.8850767
307	521	17.62112626
307	544	17.0848808
307	660	18.30672157
307	699	23.86302906
307	710	24.37821924
307	753	24.69098078
307	858	12.23152052
307	896	13.15643395
307	902	23.95279762
307	905	12.8059637
307	910	23.91862952
307	955	14.33947152
307	960	28.20842533
307	962	29.09436369
307	974	20.75078191
307	982	11.68224879
308	515	33.38302133
308	551	17.82740161
308	554	10.62934869
308	617	10.38591871
308	625	26.14823074
308	640	33.48884127
308	693	32.02213947
308	704	9.859237252
308	719	24.54638749
308	725	14.63073031
308	731	18.45618742
308	768	32.69551338
308	782	18.12454003
308	828	29.05784117
308	853	12.91824516
308	874	11.38826929
308	879	12.78259266
308	890	31.98332644
308	903	15.31719697
308	934	16.0446131
308	939	16.36326869
308	992	27.22123895
309	502	19.01124439
309	589	12.2463693
309	624	33.6595502
309	673	14.10587489
309	678	33.36008787
309	746	33.71693683
309	774	26.16743692
309	789	10.23047065
309	864	22.37126277
309	975	22.22535629
309	978	30.88637806
309	981	23.77130096
310	533	22.51626294
310	536	27.36477201
310	570	33.42331398
310	581	33.98255916
310	582	14.83792805
310	588	24.63950245
310	592	30.97955952
310	604	16.66791047
310	614	14.15133781
310	651	34.82828486
310	686	11.74445631
310	738	11.40009436
310	766	12.16412947
310	770	9.72180983
310	827	13.38686968
310	831	34.05303201
310	865	34.45036083
310	884	18.36876788
310	912	28.3339238
311	509	9.844942548
311	518	25.14411801
311	547	11.4244099
311	600	19.90425587
311	621	18.4354164
311	633	13.75323083
311	649	12.13362573
311	652	16.91920107
311	674	33.41670269
311	744	27.19093504
311	745	32.55883874
311	750	14.94305038
311	758	13.38226948
311	781	19.34202035
311	786	13.62984917
311	790	26.40181037
311	838	32.18976721
311	944	17.25014788
312	507	12.76268588
312	537	16.04775251
312	584	26.22159565
312	642	13.44833937
312	662	31.45780178
312	679	10.41951783
312	692	16.87721748
312	709	13.15604839
312	780	16.71198037
312	795	25.95884104
312	796	12.51174121
312	885	15.92827612
312	897	33.30141438
312	916	13.77476108
312	935	34.47795769
312	941	29.44963929
312	958	33.47360214
312	959	10.28019522
313	556	24.04627738
313	569	14.69390563
313	660	17.285772
313	710	12.40136124
313	735	28.22940786
313	866	13.28334452
313	891	9.959627829
313	902	10.83746984
313	908	12.75240857
313	910	10.95185248
313	930	28.63538189
313	932	10.83180765
313	955	20.88421907
313	962	20.86208377
313	991	34.32176123
314	517	15.27446899
314	542	24.06875123
314	559	26.75537308
314	577	33.35961261
314	594	20.87013585
314	596	33.35515862
314	610	12.94713428
314	629	25.18835416
314	675	10.77038573
314	714	10.84056388
314	788	14.12779353
314	809	15.52940492
314	815	20.17732829
314	863	17.5507906
314	918	21.73039735
314	949	32.05621267
314	969	33.61578943
314	999	33.6440369
315	519	31.81501589
315	567	11.56401607
315	569	21.77021293
315	575	12.72458789
315	635	33.6945553
315	696	26.6866912
315	732	30.70489927
315	735	33.35510776
315	776	16.28129224
315	813	13.22959004
315	833	11.42334113
315	872	11.84972925
315	893	33.36993528
315	908	22.52657788
315	962	33.6688759
315	973	29.9061541
316	544	33.5696144
316	567	33.55547754
316	696	18.71317856
316	710	30.84461848
316	776	28.29089761
316	782	24.79482494
316	847	11.85130768
316	890	15.33630627
316	893	29.4979361
316	919	21.94779527
316	939	34.22998196
316	951	11.52119158
316	960	10.39485937
316	962	15.56393271
316	974	12.52098872
316	982	25.59224569
317	527	17.78033176
317	550	27.062961
317	642	26.52991196
317	665	10.24535521
317	692	33.52853103
317	709	31.18071352
317	718	36.30187539
317	736	17.24847403
317	749	28.16351268
317	769	26.17807226
317	771	18.82781813
317	783	16.92586706
317	812	9.840175799
317	842	11.73064602
317	885	25.3618689
317	888	13.05543717
317	914	27.7391797
317	922	31.51553359
317	935	14.59324932
317	976	28.10582351
318	508	15.28802246
318	576	12.75247707
318	697	12.48357176
318	708	37.80158475
318	711	24.04667563
318	737	9.987248581
318	791	27.02306659
318	792	33.59659744
318	830	33.96600311
318	857	23.15300733
318	881	15.2601797
318	895	18.16306165
318	907	23.92508424
318	946	15.73332687
319	527	11.21609118
319	550	11.34370931
319	665	21.90841678
319	693	31.84479492
319	721	24.10328761
319	736	9.873716999
319	749	17.0555451
319	760	17.01343991
319	783	11.11711594
319	812	17.96346468
319	828	14.38332283
319	829	36.43897414
319	842	20.63157706
319	874	35.03610788
319	935	33.35619949
319	976	16.03756522
320	503	30.86342786
320	523	29.8811033
320	539	18.01522166
320	543	22.08265288
320	596	25.62592572
320	727	23.6321777
320	788	37.44181967
320	811	30.61260138
320	815	16.75809913
320	834	16.69609954
320	898	10.99760175
320	925	24.61185852
320	969	25.43212672
320	989	16.03218063
321	500	17.21309636
321	531	9.942364654
321	572	13.77151135
321	587	25.55129756
321	590	20.75935125
321	641	10.4434772
321	671	17.12530014
321	733	10.45446585
321	755	20.40305713
321	757	23.19438628
321	820	33.58216819
321	841	23.46406165
321	855	14.01907586
321	966	27.56136902
321	968	18.41603536
322	527	18.03277471
322	550	32.58057697
322	553	30.64708768
322	657	25.20670119
322	665	23.33891995
322	683	24.77577801
322	721	20.97480136
322	726	17.98360472
322	736	25.21639737
322	749	14.46598756
322	759	23.34210921
322	771	10.78248775
322	812	30.06974604
322	821	30.66022852
322	829	11.33738632
322	880	26.57497371
322	909	15.97782036
323	551	14.6168113
323	554	33.39110133
323	568	15.95304907
323	625	20.742338
323	676	11.90435617
323	719	13.07496042
323	731	14.02982767
323	768	11.43390409
323	836	26.4889501
323	862	13.98862094
323	903	22.93617748
323	931	12.68713977
323	934	16.08177427
323	939	20.83815868
324	503	23.54265001
324	523	27.63292847
324	526	18.7502686
324	579	34.08572461
324	627	11.67076046
324	698	13.04703413
324	727	32.33475018
324	746	33.35769553
324	756	16.09571965
324	762	18.30902291
324	894	33.99169181
324	924	16.30524606
324	925	26.99458311
324	927	25.90662742
324	996	13.69031067
325	518	33.85916409
325	594	10.35656745
325	596	19.55279023
325	610	15.33124127
325	629	11.16902749
325	675	13.03133243
325	714	23.5381859
325	788	29.2834034
325	799	34.70400293
325	809	20.8880397
325	815	22.56597559
325	846	15.67875904
325	863	26.43194303
325	918	33.48857341
325	949	23.75141959
326	541	15.58156947
326	574	33.56701093
326	611	33.74399367
326	645	16.17879836
326	658	9.993133385
326	674	18.16768727
326	701	15.319438
326	712	34.43660036
326	722	13.4666201
326	724	33.97596773
326	745	21.68333017
326	790	29.11963349
326	820	35.64518655
326	823	14.38729026
326	832	33.72097122
326	886	10.07268755
326	911	11.02491557
326	948	20.12921677
326	994	14.69903099
327	547	31.47305022
327	603	34.08158544
327	634	21.05130162
327	682	9.889382585
327	685	15.386758
327	706	14.22766538
327	740	33.3559214
327	743	27.40581988
327	758	32.49560587
327	793	27.44204617
327	802	31.95649377
327	817	21.04148704
327	876	19.00453762
327	878	12.28548617
327	944	33.44925751
327	998	27.57615777
328	634	16.75107578
328	677	21.32675429
328	682	13.05406882
328	685	30.04284262
328	689	34.39941758
328	706	15.54938108
328	743	12.43045642
328	799	33.69124652
328	817	13.27415011
328	876	12.37942827
328	878	11.23871958
328	949	31.15381119
328	961	18.54596687
328	998	26.79995694
329	532	11.03913569
329	567	14.93798349
329	575	19.12077409
329	623	25.66073472
329	643	9.819425388
329	663	26.44627021
329	678	30.21780411
329	696	10.88930866
329	765	16.19657988
329	776	11.09723764
329	801	16.61247936
329	833	23.75398735
329	844	16.93330057
329	847	26.9860436
329	870	13.49185502
329	872	15.26120169
329	893	10.15854909
329	919	13.92588308
329	951	17.27934727
329	953	34.4905526
330	585	18.34875949
330	620	10.70980664
330	659	14.33571574
330	705	28.53700213
330	711	11.55750279
330	755	22.08806124
330	794	16.0439727
330	857	27.74106379
330	899	34.09856884
330	915	33.79155064
330	928	12.33041444
330	929	16.1881061
330	950	9.991132079
330	997	33.36970693
331	524	26.20425638
331	533	18.15072457
331	536	12.13675426
331	562	20.80673617
331	582	23.442327
331	588	9.812053711
331	592	10.3453293
331	604	20.49768543
331	614	14.1704378
331	686	29.95645036
331	694	29.68082913
331	707	17.21242707
331	738	20.18524496
331	751	34.42882512
331	766	12.45328242
331	770	20.79915514
331	818	31.22464791
331	884	33.56754774
331	912	11.80025277
331	995	18.08856132
332	506	11.9368638
332	510	10.54234265
332	530	9.729778733
332	561	33.43520034
332	565	30.86156213
332	570	23.22258933
332	581	19.26533572
332	648	33.66424411
332	700	16.56448268
332	715	14.97864902
332	716	24.75437353
332	717	9.713999276
332	728	33.36952633
332	748	12.79233029
332	754	30.23319349
332	807	33.98766154
332	827	33.43865317
332	849	21.22681511
332	871	21.76749286
332	889	11.63888226
332	933	14.61321035
333	520	16.91882642
333	535	11.38818382
333	538	14.77082849
333	540	18.84534284
333	589	21.27169962
333	648	33.58704555
333	670	15.21784992
333	720	20.97697399
333	774	12.29408434
333	789	32.78927455
333	797	17.3081216
333	803	37.52012608
333	814	25.92589882
333	840	10.63969672
333	864	19.1406059
333	904	11.59543754
333	975	11.66636813
333	979	12.05278377
333	981	22.56235756
333	986	22.50663222
334	500	27.95723313
334	541	22.00713614
334	611	10.81166569
334	671	24.59553065
334	701	21.3442529
334	722	29.59613516
334	733	34.62585595
334	820	14.38385385
334	823	34.43667335
334	825	34.97461681
334	852	12.11582632
334	855	24.88723475
334	868	10.20464088
334	920	13.67657223
334	926	27.89198215
334	948	25.74157878
334	952	17.18029426
334	963	11.1632576
334	968	16.67945477
334	972	14.47731359
334	987	18.66571718
334	990	10.41815954
335	518	18.54613737
335	543	34.2739522
335	594	17.20569946
335	596	17.63481902
335	600	23.02501622
335	621	23.66235232
335	629	13.73506242
335	687	15.67300384
335	781	21.75163227
335	846	10.95145416
336	527	34.00033119
336	584	15.41584803
336	642	17.18611302
336	679	16.74498331
336	693	24.19993965
336	709	11.68320784
336	736	26.91351234
336	780	31.77642704
336	783	13.72146527
336	795	18.01246842
336	798	32.42027238
336	812	27.69387232
336	828	26.60036603
336	842	19.76417405
336	885	22.81276579
336	888	33.46738364
336	916	13.21949079
336	959	15.69438635
336	976	10.65362346
337	506	22.20230766
337	510	14.23952394
337	530	15.37791106
337	540	35.37732668
337	565	15.92933557
337	570	11.40913452
337	648	29.03278982
337	700	13.49597334
337	715	18.67639674
337	717	16.53997085
337	748	20.77790465
337	754	11.79972091
337	871	10.39509977
337	889	24.43388526
337	933	10.14359048
338	521	29.19698744
338	544	23.31758367
338	660	14.85980727
338	710	15.51832551
338	858	16.71120684
338	891	20.2440033
338	896	19.20220175
338	901	33.42317171
338	902	15.5805964
338	905	18.18002049
338	910	15.8528432
338	932	33.36201101
338	955	12.63844
338	960	22.4562123
338	962	18.75149235
338	974	16.21672998
338	982	13.19212931
339	505	33.36053937
339	508	10.48302601
339	511	33.71002778
339	576	15.11841954
339	597	20.52338445
339	616	19.24480831
339	650	33.69353507
339	697	20.06426948
339	702	33.35660458
339	708	13.62080102
339	737	14.20269208
339	778	14.79760392
339	784	28.38961078
339	791	10.6584101
339	792	12.83116723
339	822	33.61240419
339	850	35.09939725
339	854	33.38133705
339	881	22.78309524
339	895	13.27873348
339	907	17.72194508
339	946	16.52416388
339	985	19.44164548
340	519	18.77149449
340	635	12.78247022
340	636	10.5339451
340	680	16.19147335
340	732	16.62577275
340	742	11.04217252
340	773	13.21694545
340	813	31.48285112
340	824	22.7788453
340	826	24.1293738
340	848	21.49593448
340	873	33.35782718
340	965	10.93035173
340	970	9.708273293
340	973	16.32089631
340	977	13.35429832
340	993	12.92116504
341	539	24.03989433
341	543	20.16488017
341	594	24.48903817
341	596	11.28451056
341	629	20.01192434
341	675	16.70680942
341	714	36.01748262
341	788	22.20927133
341	815	11.09991337
341	846	31.650051
341	898	20.18622198
341	969	33.56400613
341	989	20.96555839
342	516	26.33032666
342	602	16.86470887
342	608	18.51923466
342	609	26.71127866
342	612	28.54036062
342	628	34.11356195
342	655	23.63501926
342	664	12.81211928
342	686	34.9547713
342	691	9.840222878
342	747	14.18293688
342	775	12.49941251
342	831	12.54305149
342	856	23.35521693
342	859	30.45170772
342	865	13.00836615
342	884	22.72855
342	887	9.815491706
342	940	33.35513748
342	947	34.95701999
342	980	12.57703835
342	983	23.59883045
343	556	14.29303731
343	569	24.10594907
343	580	13.44187047
343	630	33.35598077
343	637	15.07803899
343	732	16.40575921
343	735	11.37948235
343	866	33.48878428
343	877	11.20765765
343	882	22.9927539
343	930	23.37875334
343	970	33.71218127
343	973	17.01515722
343	993	22.07039047
344	520	10.71617259
344	535	15.65650974
344	538	10.37300135
344	540	17.28717556
344	565	36.30489419
344	648	22.09457815
344	670	9.920507573
344	687	35.82498021
344	720	23.37798703
344	774	23.84969496
344	797	14.77710277
344	814	14.13579808
344	840	14.60543528
344	864	23.18124862
344	904	10.26503364
344	975	20.34630895
344	979	15.75679172
344	981	26.31431566
345	516	20.61984233
345	561	33.36961894
345	602	15.04976164
345	608	15.8214881
345	609	21.23709799
345	612	23.99593375
345	628	34.18924067
345	655	24.57356649
345	664	13.93264864
345	691	9.93690389
345	747	12.12537693
345	775	11.9831454
345	831	14.66331638
345	856	21.93069989
345	859	24.34971946
345	865	15.18946616
345	884	30.03676524
345	887	9.893689401
345	947	33.60876072
345	980	13.86322224
345	983	27.55083038
345	991	33.8864617
346	503	22.87558129
346	523	26.02262492
346	539	11.80226605
346	713	27.69427036
346	727	20.61353908
346	788	25.69409519
346	811	13.81892569
346	815	21.02349555
346	894	18.89291112
346	898	10.73702394
346	925	15.88266119
346	957	16.84726026
346	967	23.82699252
346	969	13.04931939
346	996	31.82266991
347	527	12.96742512
347	550	18.88876529
347	553	27.15589955
347	625	33.89505139
347	657	30.40042274
347	665	25.73589106
347	721	14.16321234
347	726	27.50353071
347	736	17.08418277
347	749	10.66189093
347	759	35.48075763
347	760	19.92085559
347	771	13.68080534
347	812	29.20012542
347	821	24.83191767
347	828	34.04530789
347	829	11.88824309
347	909	13.7180585
348	513	14.94608969
348	514	19.92719534
348	529	34.41455211
348	563	18.85145628
348	603	10.86965343
348	634	29.34869657
348	647	35.12862102
348	685	19.23850597
348	730	21.13394428
348	740	10.36173389
348	793	12.29434519
348	802	11.73930237
348	806	19.16095657
348	843	26.02972956
348	851	25.97627408
348	926	18.8112261
348	972	34.47196129
348	998	17.70826816
349	556	24.78181026
349	569	15.59112593
349	660	16.24888767
349	710	12.52777404
349	735	30.67623733
349	739	35.70052032
349	833	33.35530855
349	866	13.0389757
349	891	9.819970993
349	902	10.68315191
349	908	13.42183012
349	910	10.68106293
349	930	28.42833024
349	932	11.23197175
349	955	19.59354556
349	962	21.53913106
349	991	33.39739851
350	507	14.21946012
350	517	33.35510715
350	525	33.64080723
350	537	10.47864874
350	542	28.92630228
350	559	13.60814693
350	593	21.59209582
350	642	26.88457908
350	679	33.80444486
350	692	16.25883164
350	729	14.72815552
350	780	17.91337525
350	787	13.14439983
350	796	12.51118052
