# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-7.55709	5	45.5263	-10.6085	56.1348	8.40558
-7.80959	5	43.2231	-12.9117	56.1348	9.86183
-8.31952	5	37.3617	-18.7732	56.1348	13.2145
-8.577	5	33.7197	-22.4152	56.1348	15.0947
-8.96639	5	27.2565	-28.8784	56.1348	18.1383

-7.55709	10	6.26672	-7.24027	13.507	5.98239
-7.80959	10	4.6173	-8.88969	13.507	7.10371
-8.31952	10	0.342423	-13.1646	13.507	9.74341
-8.577	10	-2.35806	-15.865	13.507	11.2513
-8.96639	10	-7.21344	-20.7204	13.507	13.722

-7.55709	15	-1.67456	-4.75539	3.08084	4.08028
-7.80959	15	-2.80682	-5.88766	3.08084	4.90659
-8.31952	15	-5.80073	-8.88156	3.08084	6.9096
-8.577	15	-7.72886	-10.8097	3.08084	8.08514
-8.96639	15	-11.253	-14.3339	3.08084	10.0511

-7.55709	20	-1.94384	-2.8034	0.859556	2.50211
-7.80959	20	-2.64338	-3.50294	0.859556	3.0533
-8.31952	20	-4.5382	-5.39775	0.859556	4.44118
-8.577	20	-5.78849	-6.64804	0.859556	5.28699
-8.96639	20	-8.12477	-8.98433	0.859556	6.74833

-7.55709	25	-0.902954	-1.35922	0.456267	1.26731
-7.80959	25	-1.26052	-1.71678	0.456267	1.57447
-8.31952	25	-2.25889	-2.71516	0.456267	2.38705
-8.577	25	-2.93885	-3.39512	0.456267	2.90775
-8.96639	25	-4.24822	-4.70449	0.456267	3.84889

-7.55709	30	-0.153255	-0.509279	0.356025	0.493471
-7.80959	30	-0.293732	-0.649756	0.356025	0.623977
-8.31952	30	-0.698468	-1.05449	0.356025	0.988567
-8.577	30	-0.983869	-1.33989	0.356025	1.23636
-8.96639	30	-1.55349	-1.90952	0.356025	1.71073

