# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-21	10	-584.976	-595.635	10.6597	76.2004
-20	10	-510.342	-521.002	10.6597	73.0234
-19	10	-439.033	-449.693	10.6597	69.5342
-18	10	-371.406	-382.066	10.6597	65.6494
-17	10	-307.886	-318.546	10.6597	61.3086
-16	10	-248.964	-259.624	10.6597	56.4432
-15	10	-195.19	-205.85	10.6597	51.0091
-14	10	-147.135	-157.795	10.6597	45.0101
-13	10	-105.334	-115.994	10.6597	38.5208
-12	10	-70.2162	-80.8759	10.6597	31.6663
-11	10	-42.0607	-52.7205	10.6597	24.6382
-10	10	-20.8912	-31.5509	10.6597	17.7605
-9	10	-6.33485	-16.9946	10.6597	11.5029
-8	10	2.52302	-8.13671	10.6597	6.46717
-7	10	7.1677	-3.49203	10.6597	3.11318
-6	10	9.27465	-1.38508	10.6597	1.31845
-5	10	10.1342	-0.525542	10.6597	0.516384
-4	10	10.4647	-0.195025	10.6597	0.194799
-3	10	10.5884	-0.0712995	10.6597	0.0723518
-2	10	10.6342	-0.0254828	10.6597	0.0267119
-1	10	10.6511	-0.00858654	10.6597	0.00983973
0	10	10.6574	-0.00236513	10.6597	0.0036216

-30	15	-1217.75	-1220.2	2.45346	89.2096
-29	15	-1129.5	-1131.96	2.45346	87.2665
-28	15	-1043.23	-1045.68	2.45346	85.2777
-27	15	-958.966	-961.42	2.45346	83.2366
-26	15	-876.784	-879.238	2.45346	81.1128
-25	15	-796.769	-799.222	2.45346	78.9057
-24	15	-719.001	-721.454	2.45346	76.6131
-23	15	-643.589	-646.042	2.45346	74.1798
-22	15	-570.723	-573.176	2.45346	71.5032
-21	15	-500.692	-503.146	2.45346	68.4988
-20	15	-433.848	-436.301	2.45346	65.127
-19	15	-370.563	-373.016	2.45346	61.3828
-18	15	-311.202	-313.655	2.45346	57.2796
-17	15	-256.128	-258.582	2.45346	52.8015
-16	15	-205.732	-208.185	2.45346	47.9271
-15	15	-160.393	-162.846	2.45346	42.6948
-14	15	-120.454	-122.908	2.45346	37.1239
-13	15	-86.2577	-88.7112	2.45346	31.2206
-12	15	-58.0786	-60.532	2.45346	25.1259
-11	15	-35.9861	-38.4395	2.45346	19.0888
-10	15	-19.8023	-22.2557	2.45346	13.3517
-9	15	-9.06439	-11.5178	2.45346	8.2781
-8	15	-2.84228	-5.29574	2.45346	4.40676
-7	15	0.250977	-2.20248	2.45346	2.01829
-6	15	1.59592	-0.857533	2.45346	0.827379
-5	15	2.13104	-0.32242	2.45346	0.318806
-4	15	2.33439	-0.119062	2.45346	0.119437
-3	15	2.41015	-0.0433038	2.45346	0.0442416
-2	15	2.43815	-0.015302	2.45346	0.0163172
-1	15	2.44847	-0.00498274	2.45346	0.00600843
0	15	2.45227	-0.00118402	2.45346	0.00221115

-30	20	-1054.35	-1054.98	0.62691	80.4353
-29	20	-974.722	-975.349	0.62691	78.8212
-28	20	-896.719	-897.346	0.62691	77.1735
-27	20	-820.412	-821.039	0.62691	75.4147
-26	20	-745.951	-746.578	0.62691	73.4728
-25	20	-673.547	-674.174	0.62691	71.291
-24	20	-603.466	-604.093	0.62691	68.8175
-23	20	-536.018	-536.645	0.62691	66.0266
-22	20	-471.509	-472.136	0.62691	62.951
-21	20	-410.187	-410.814	0.62691	59.6593
-20	20	-352.26	-352.887	0.62691	56.1537
-19	20	-297.97	-298.597	0.62691	52.3807
-18	20	-247.584	-248.211	0.62691	48.3533
-17	20	-201.334	-201.961	0.62691	44.11
-16	20	-159.454	-160.081	0.62691	39.5963
-15	20	-122.261	-122.888	0.62691	34.7284
-14	20	-90.1021	-90.729	0.62691	29.5525
-13	20	-63.1907	-63.8176	0.62691	24.2717
-12	20	-41.5321	-42.159	0.62691	19.0648
-11	20	-25.0157	-25.6426	0.62691	13.9985
-10	20	-13.4295	-14.0564	0.62691	9.26077
-9	20	-6.22739	-6.8543	0.62691	5.32298
-8	20	-2.36492	-2.99183	0.62691	2.62268
-7	20	-0.574084	-1.20099	0.62691	1.13238
-6	20	0.168188	-0.458721	0.62691	0.448587
-5	20	0.45605	-0.170859	0.62691	0.170112
-4	20	0.56421	-0.0627001	0.62691	0.0633162
-3	20	0.604321	-0.0225891	0.62691	0.0233948
-2	20	0.619121	-0.00778878	0.62691	0.00862042
-1	20	0.624572	-0.002338	0.62691	0.00317317
0	20	0.626578	-0.000331958	0.62691	0.0011676

-30	25	-887.843	-888.233	0.390458	72.9351
-29	25	-815.748	-816.138	0.390458	71.2176
-28	25	-745.49	-745.88	0.390458	69.2538
-27	25	-677.328	-677.718	0.390458	67.0299
-26	25	-611.497	-611.888	0.390458	64.6061
-25	25	-548.152	-548.543	0.390458	62.0689
-24	25	-487.396	-487.787	0.390458	59.4186
-23	25	-429.379	-429.77	0.390458	56.5793
-22	25	-374.307	-374.698	0.390458	53.5346
-21	25	-322.355	-322.745	0.390458	50.3529
-20	25	-273.634	-274.025	0.390458	47.069
-19	25	-228.272	-228.662	0.390458	43.6197
-18	25	-186.489	-186.879	0.390458	39.889
-17	25	-148.616	-149.007	0.390458	35.7947
-16	25	-115.004	-115.395	0.390458	31.3915
-15	25	-85.8723	-86.2628	0.390458	26.8699
-14	25	-61.2521	-61.6426	0.390458	22.3789
-13	25	-41.1066	-41.4971	0.390458	17.9109
-12	25	-25.4339	-25.8244	0.390458	13.4396
-11	25	-14.1737	-14.5641	0.390458	9.14041
-10	25	-6.94863	-7.33908	0.390458	5.45447
-9	25	-2.9143	-3.30476	0.390458	2.80596
-8	25	-0.966058	-1.35652	0.390458	1.25611
-7	25	-0.134062	-0.524519	0.390458	0.508526
-6	25	0.193895	-0.196563	0.390458	0.194811
-5	25	0.318013	-0.0724447	0.390458	0.0728102
-4	25	0.364175	-0.0262828	0.390458	0.0269455
-3	25	0.381227	-0.00923122	0.390458	0.00993463
-2	25	0.387509	-0.00294877	0.390458	0.00365773
-1	25	0.389822	-0.000636298	0.390458	0.00134601
0	25	0.390458	0	0.390458	0.000495223

-30	30	-720.702	-721.055	0.352745	63.3447
-29	30	-658.269	-658.622	0.352745	61.4994
-28	30	-597.767	-598.119	0.352745	59.4662
-27	30	-539.414	-539.767	0.352745	57.205
-26	30	-483.406	-483.759	0.352745	54.796
-25	30	-429.834	-430.186	0.352745	52.3487
-24	30	-378.71	-379.062	0.352745	49.896
-23	30	-330.061	-330.413	0.352745	47.3853
-22	30	-283.987	-284.34	0.352745	44.7296
-21	30	-240.683	-241.036	0.352745	41.8289
-20	30	-200.444	-200.797	0.352745	38.5873
-19	30	-163.628	-163.981	0.352745	34.9934
-18	30	-130.527	-130.88	0.352745	31.1932
-17	30	-101.242	-101.594	0.352745	27.3869
-16	30	-75.7356	-76.0883	0.352745	23.6269
-15	30	-54.0058	-54.3586	0.352745	19.8141
-14	30	-36.154	-36.5067	0.352745	15.866
-13	30	-22.3036	-22.6563	0.352745	11.8368
-12	30	-12.4186	-12.7713	0.352745	7.99889
-11	30	-6.10116	-6.4539	0.352745	4.77088
-10	30	-2.56551	-2.91825	0.352745	2.46648
-9	30	-0.848844	-1.20159	0.352745	1.10991
-8	30	-0.112615	-0.465361	0.352745	0.450685
-7	30	0.178228	-0.174517	0.352745	0.17288
-6	30	0.288402	-0.0643435	0.352745	0.0646468
-5	30	0.329392	-0.0233533	0.352745	0.023929
-4	30	0.344535	-0.00821001	0.352745	0.00882311
-3	30	0.350115	-0.00263039	0.352745	0.00324858
-2	30	0.352169	-0.000576581	0.352745	0.00119546
-1	30	0.352745	0	0.352745	0.000439834
0	30	0.352745	0	0.352745	0.000161813

