# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-7.55709	5	52.9323	-9.75992	62.6922	7.93256
-7.80959	5	50.75	-11.9422	62.6922	9.37933
-8.31952	5	45.1295	-17.5627	62.6922	12.7641
-8.577	5	41.5982	-21.094	62.6922	14.688
-8.96639	5	35.2755	-27.4166	62.6922	17.8288

-7.55709	10	8.44095	-6.49327	14.9342	5.49696
-7.80959	10	6.91884	-8.01537	14.9342	6.58248
-8.31952	10	2.92001	-12.0142	14.9342	9.19343
-8.577	10	0.359677	-14.5745	14.9342	10.7164
-8.96639	10	-4.29873	-19.2329	14.9342	13.2545

-7.55709	15	-0.65432	-4.18068	3.52636	3.66204
-7.80959	15	-1.67448	-5.20085	3.52636	4.43734
-8.31952	15	-4.40588	-7.93224	3.52636	6.35465
-8.577	15	-6.18731	-9.71367	3.52636	7.50282
-8.96639	15	-9.48127	-13.0076	3.52636	9.45796

-7.55709	20	-1.44181	-2.38473	0.942927	2.17118
-7.80959	20	-2.05127	-2.9942	0.942927	2.67044
-8.31952	20	-3.72389	-4.66681	0.942927	3.95367
-8.577	20	-4.84239	-5.78531	0.942927	4.75172
-8.96639	20	-6.95824	-7.90117	0.942927	6.1548

-7.55709	25	-0.539043	-1.10838	0.569333	1.05043
-7.80959	25	-0.836523	-1.40586	0.569333	1.31466
-8.31952	25	-1.67787	-2.2472	0.569333	2.02895
-8.577	25	-2.25887	-2.8282	0.569333	2.4971
-8.96639	25	-3.39312	-3.96246	0.569333	3.36111

-7.55709	30	0.115894	-0.394963	0.510856	0.386437
-7.80959	30	0.00561418	-0.505242	0.510856	0.491038
-8.31952	30	-0.315022	-0.825878	0.510856	0.788178
-8.577	30	-0.543538	-1.05439	0.510856	0.994038
-8.96639	30	-1.00505	-1.51591	0.510856	1.39624

