# i	j	beta * DeltaG^cnf_ij
282	807	24.23210765
282	849	20.24600775
282	889	16.0261036
283	502	17.20909105
283	512	17.0638852
283	532	20.21066647
283	623	24.13022315
283	624	10.46159729
283	663	11.48955519
283	678	11.6685634
283	801	19.29916297
283	844	21.92178548
283	870	23.42747889
283	936	16.32904518
283	953	15.04971498
283	978	24.84418188
284	553	26.74890332
284	558	9.908167478
284	560	14.7402463
284	568	16.5088418
284	605	10.11479967
284	821	29.92537843
284	836	24.52627497
284	906	17.13964494
284	986	21.91981012
285	506	24.06890759
285	510	11.05774046
285	530	12.80414771
285	565	20.18656779
285	648	17.65319178
285	690	19.09283823
285	700	12.57923176
285	715	9.378383143
285	716	29.32175623
285	717	14.15599064
285	728	23.84228072
285	748	25.92416065
285	807	18.23050323
285	839	27.53390972
285	849	13.03262487
285	889	9.765566145
285	933	23.23074059
286	546	16.29526826
286	561	16.25188346
286	581	29.49341229
286	602	26.94391616
286	608	26.4119945
286	612	13.57525241
286	644	18.72279659
286	655	11.38808857
286	664	10.07823121
286	691	13.72420064
286	747	16.55638009
286	775	21.43803699
286	831	20.37140727
286	859	15.31493588
286	865	22.37271369
286	887	13.49432524
286	940	15.69265197
286	980	23.97682649
287	524	21.51986
287	533	11.81938096
287	536	18.89550699
287	562	12.03749091
287	582	15.55628298
287	591	11.23632338
287	607	12.73984838
287	614	18.35218866
287	651	15.13757677
287	694	11.02293412
287	703	14.9736114
287	726	25.35202071
287	738	22.39080133
287	759	24.7430603
287	766	28.1365379
287	880	18.28883037
287	984	25.79315103
288	513	19.86072478
288	514	16.44939536
288	528	21.5236663
288	563	26.88647782
288	583	12.94091586
288	615	24.43971504
288	647	24.50178858
288	668	16.03776832
288	669	18.52596754
288	763	19.16572243
288	816	27.20352011
288	851	13.24875957
288	942	19.23158958
289	509	12.0674139
289	547	9.446151545
289	621	29.78051438
289	633	8.972524687
289	649	11.20110659
289	652	18.11004165
289	674	23.83964695
289	745	21.29730927
289	750	18.68695878
289	758	16.48920758
289	786	21.23258413
289	790	15.1624721
289	825	21.07168024
289	944	24.45204747
290	546	11.8187517
290	561	19.56928556
290	571	13.98552723
290	612	11.03039745
290	626	14.36081998
290	630	16.24639971
290	644	11.20700749
290	655	13.22610997
290	664	23.42910231
290	667	12.88087752
290	716	29.52392401
290	859	13.12370883
290	882	20.62224755
290	940	9.825885496
290	945	24.61436394
291	545	16.28635635
291	546	14.59431667
291	561	26.58769796
291	566	20.31287502
291	571	9.884380689
291	574	26.3096034
291	612	21.39887506
291	626	11.20495649
291	630	20.58763804
291	644	12.33348078
291	655	22.15974264
291	667	8.74338068
291	716	24.28095678
291	832	18.24075123
291	859	25.52887192
291	921	14.92150095
291	940	16.49119795
291	945	14.23793495
291	971	26.03581574
292	569	21.31611929
292	660	21.76785112
292	710	9.386351415
292	833	20.48540904
292	891	14.60281236
292	902	11.97113896
292	908	12.95595687
292	910	13.45914083
292	932	16.54078701
292	951	20.9030775
292	955	21.26224525
292	960	14.79745174
292	962	9.243476749
292	974	11.39655443
292	982	21.46354243
293	501	26.10164048
293	521	21.02454514
293	522	10.51812709
293	552	25.60257078
293	573	20.61263198
293	699	10.63326186
293	753	22.21081347
293	767	9.64140721
293	772	19.97240205
293	800	9.518651506
293	819	24.35634612
293	837	27.01551055
293	845	10.37727785
293	860	22.68515941
293	899	24.58911008
293	901	14.74622803
293	913	11.28309613
293	917	24.8379551
293	923	20.2672519
294	505	12.77703076
294	508	18.73398549
294	597	21.34534215
294	599	12.23449844
294	616	8.888823982
294	650	13.96537501
294	661	24.3330761
294	702	12.68069186
294	708	9.456833067
294	713	22.53835652
294	777	24.77310212
294	778	17.97810281
294	784	17.18364486
294	791	11.25708065
294	792	9.44028827
294	854	24.34789884
294	894	27.40102472
294	895	25.95730792
294	927	24.1666375
294	957	25.85196959
294	967	20.70881902
294	985	9.943451301
295	516	15.71103815
295	602	9.611258373
295	608	10.67042815
295	609	13.18874515
295	618	17.70368363
295	628	9.832618833
295	666	23.99351513
295	691	17.68312121
295	747	15.21114772
295	775	11.37318122
295	831	25.60939429
295	856	9.022741063
295	865	24.88748436
295	887	17.93726812
295	900	21.53383995
295	930	25.59988356
295	947	11.0151844
295	980	17.13171544
295	983	21.53163324
295	991	12.26216918
296	507	29.19885574
296	511	15.86019349
296	564	14.15321753
296	584	11.60184576
296	597	27.7128099
296	598	17.24457073
296	622	24.84639987
296	662	21.87043142
296	672	12.21997969
296	679	13.37325554
296	709	21.26705058
296	777	26.37960687
296	795	10.34164921
296	810	13.944244
296	822	15.86415995
296	854	24.03577827
296	875	15.87292157
296	892	25.22706394
296	916	11.46412304
296	958	21.49645677
296	959	18.83868507
297	634	17.12931442
297	682	8.803791063
297	685	14.81580405
297	706	12.72084378
297	743	20.39895008
297	793	25.16391065
297	802	27.44322046
297	817	17.14708925
297	876	15.54517948
297	878	10.40045113
297	998	23.11219447
298	501	13.40273539
298	522	25.91448053
298	534	24.12416935
298	573	20.40158506
298	639	11.87620835
298	666	24.144375
298	699	20.48367978
298	739	24.69193578
298	764	13.46450379
298	767	19.56695795
298	785	22.62199293
298	800	13.25859283
298	819	17.54911952
298	837	15.97592826
298	845	15.50505256
298	901	15.19407693
298	913	19.86631882
298	923	11.05480739
299	556	28.90114056
299	567	27.32463821
299	569	11.21599752
299	660	25.70498067
299	710	10.61639757
299	735	24.76982617
299	833	15.22735769
299	866	20.80130652
299	891	12.51045209
299	902	12.32497937
299	908	8.843349525
299	910	13.70550191
299	932	10.13039498
299	960	26.95958628
299	962	12.86854291
299	974	21.0507489
300	555	11.78620324
300	593	27.70906736
300	606	15.30871962
300	646	18.08665157
300	665	20.94510622
300	683	16.26203725
300	689	26.19734379
300	718	11.61441455
300	769	9.040947038
300	771	28.48960498
300	812	26.86127002
300	888	20.13388899
300	914	19.60878536
300	922	16.92542147
300	935	24.04987054
301	527	21.47767175
301	550	13.08433711
301	551	24.07155853
301	554	22.70198731
301	617	17.29818748
301	625	17.0568293
301	693	16.10284837
301	704	13.46391522
301	719	24.95273863
301	721	22.89112111
301	731	26.81095547
301	736	18.54873339
301	749	25.29385814
301	760	12.18824914
301	783	24.20510762
301	798	31.17883282
301	828	10.205579
301	853	11.77486642
301	874	10.41813735
301	879	9.660196994
301	903	13.80540978
301	934	21.79497398
301	976	25.55450812
302	504	13.04441069
302	510	23.25297315
302	530	24.27992344
302	545	21.91967635
302	566	17.43469759
302	613	23.75648265
302	653	22.85596535
302	690	11.83637591
302	715	19.05690912
302	716	19.28328195
302	717	24.83366892
302	728	10.6820946
302	744	28.0156647
302	807	9.387070981
302	839	12.51668733
302	849	8.953219754
302	889	13.57924676
302	945	24.40783353
302	971	20.72817236
303	534	12.86493909
303	552	16.1579227
303	573	12.28104448
303	585	14.95574749
303	620	21.06061856
303	659	17.88959394
303	705	9.712537045
303	752	13.52623602
303	794	14.09728287
303	816	17.86989475
303	819	13.23096058
303	837	16.11608815
303	845	25.40032737
303	899	24.23671178
303	913	24.45418353
303	915	19.36407126
303	929	18.54619861
303	950	25.83467539
304	532	25.10930626
304	567	25.7117645
304	643	16.06864255
304	676	27.20289682
304	696	11.6466621
304	765	20.16704613
304	776	17.73836826
304	782	26.98929795
304	833	28.07064852
304	844	28.70744443
304	847	9.588629574
304	870	24.03029121
304	890	15.80667303
304	893	14.46007424
304	919	11.37658353
304	951	9.848070454
304	960	14.48996829
304	962	23.10231839
304	974	19.69984549
305	586	10.72188178
305	604	14.85420159
305	618	25.82019703
305	631	12.29231587
305	691	27.43177441
305	775	24.59210444
305	818	16.10086704
305	831	17.46618948
305	856	23.07676271
305	865	15.98670905
305	883	10.07266303
305	884	17.02936859
305	887	28.55638477
305	900	12.43751859
305	912	15.67034721
305	938	25.18047236
305	947	23.19137264
305	980	15.1590797
305	983	9.411479792
306	532	15.25240051
306	567	9.137105165
306	575	12.61694324
306	643	13.017969
306	696	11.29454944
306	776	8.975907475
306	813	23.89193073
306	833	11.46702536
306	870	24.31895404
306	872	9.889522849
306	893	14.12138086
306	908	27.49911673
306	919	21.31367647
306	951	14.97092233
306	962	25.04418434
307	521	16.12274341
307	544	15.63212816
307	660	16.75243243
307	699	21.72350716
307	710	22.23288004
307	753	22.53935101
307	858	11.12728728
307	891	27.84641507
307	896	11.99906645
307	901	27.67088043
307	902	21.81255463
307	905	11.67468207
307	910	21.77867302
307	955	13.10613427
307	960	24.82045368
307	962	25.11027485
307	974	18.97361126
307	982	10.61818323
308	551	16.31137038
308	554	9.622278049
308	617	9.397951859
308	625	23.8696238
308	693	26.17115805
308	704	8.902438225
308	719	22.39801026
308	725	13.37609139
308	731	16.89028132
308	760	27.77300674
308	768	26.34997685
308	782	16.58440068
308	828	25.09881321
308	853	11.77947785
308	874	10.34828508
308	879	11.65265674
308	890	26.1589376
308	903	14.00971334
308	934	14.67883937
308	939	14.97104079
308	992	24.45222244
309	502	17.39507478
309	589	11.1410049
309	673	12.88879159
309	774	23.88454405
309	789	9.253095824
309	864	20.3866121
309	975	20.27119991
309	978	25.72871816
309	981	21.63241603
310	533	20.50185235
310	536	24.50949681
310	582	13.56756379
310	588	22.48910713
310	591	28.12422588
310	592	25.77053154
310	604	15.25035042
310	614	12.93115527
310	686	10.67739348
310	738	10.35921276
310	766	11.06525709
310	770	8.772638615
310	827	12.21357944
310	884	16.80968395
310	912	24.86339806
311	509	8.885046061
311	518	22.9766847
311	547	10.38146247
311	600	18.19812963
311	621	16.87114303
311	633	12.55875457
311	649	11.03726678
311	652	15.48044363
311	744	24.43995276
311	745	26.31865803
311	750	13.66459775
311	758	12.20926518
311	781	17.69103446
311	786	12.44245292
311	790	24.05427988
311	838	26.22150985
311	944	15.78345799
312	507	11.63382678
312	537	14.68171862
312	584	23.9258718
312	642	12.27132077
312	662	25.97271099
312	679	9.427796944
312	692	15.44200855
312	709	11.99871067
312	780	15.29071516
312	795	23.7160967
312	796	11.39222124
312	842	27.53822764
312	885	14.5721084
312	897	26.46093691
312	916	12.57900237
312	941	25.22084478
312	959	9.293705481
312	976	29.459031
313	556	21.90516966
313	569	13.43451118
313	660	15.81607662
313	710	11.28626613
313	735	24.82768638
313	866	12.11677143
313	891	8.992711148
313	902	9.82152315
313	908	11.62407899
313	910	9.930584053
313	930	24.96369632
313	932	9.816274133
313	955	19.09680726
313	962	19.07635341
313	974	31.45977874
314	517	13.97031887
314	542	21.92741687
314	559	24.25474722
314	594	19.08379314
314	610	11.80622579
314	629	23.01875512
314	675	9.758940908
314	714	9.824393051
314	788	12.90922015
314	799	27.11864814
314	809	14.20527634
314	815	18.44744459
314	863	16.05849785
314	918	19.86524388
314	949	26.18171176
315	519	26.10349539
315	567	10.50744988
315	569	19.89924829
315	575	11.59759633
315	643	26.99559694
315	696	24.22151424
315	732	25.65016334
315	776	14.89586001
315	813	12.06677142
315	833	10.38048981
315	872	10.77625853
315	908	20.51011891
315	932	28.80957113
315	973	25.36401167
316	643	27.19578386
316	696	17.12571015
316	710	25.71020311
316	776	24.84875922
316	782	22.64041519
316	833	27.10431197
316	847	10.77772518
316	890	14.02732977
316	893	25.2358311
316	919	20.0476591
316	951	10.46863154
316	960	9.406078407
316	962	14.23708035
316	974	11.40115599
316	982	23.39475927
317	527	16.2682697
317	550	24.38744081
317	642	24.13541891
317	665	9.264877373
317	709	25.85921059
317	736	15.7819253
317	749	24.80489906
317	769	23.89274799
317	771	17.22973799
317	780	27.00077999
317	783	15.48654619
317	812	8.87933947
317	842	10.6642627
317	885	23.18228826
317	888	11.90606271
317	914	24.65264436
317	922	25.99504558
317	935	13.34141188
317	976	24.78477024
318	508	13.98281564
318	576	11.62414403
318	697	11.3650464
318	711	21.90556396
318	737	9.013788764
318	791	24.37083738
318	857	21.03982168
318	881	13.95714292
318	895	16.61990453
318	907	21.78507477
318	946	14.39300646
318	966	27.36802539
319	527	10.18358986
319	550	10.30631119
319	665	20.01518146
319	693	26.11359441
319	721	21.96158993
319	736	8.91704736
319	749	15.60526856
319	760	15.56671898
319	771	26.64791202
319	783	10.09158614
319	812	16.43619444
319	828	13.14684897
319	842	18.86380098
319	879	28.9092704
319	976	14.67237541
320	503	25.71851723
320	523	25.35599952
320	539	16.4837675
320	543	20.1572826
320	596	23.42526287
320	727	21.49433168
320	811	25.61243747
320	815	15.33294854
320	834	15.27617047
320	898	9.976255127
320	925	22.46209013
320	969	23.24772153
320	989	14.6674368
321	500	15.7495307
321	531	8.976556503
321	572	12.57594724
321	587	23.35746134
321	590	18.98151468
321	641	9.448497385
321	671	15.66913743
321	733	9.457988991
321	755	18.65397593
321	757	21.07725097
321	841	21.32995962
321	855	12.80781411
321	920	28.77438643
321	966	24.58575654
321	968	16.85327778
322	527	16.49991257
322	550	26.32380403
322	553	25.62634611
322	657	23.0361623
322	665	21.21081635
322	683	22.62190913
322	721	19.18056047
322	726	16.45470056
322	736	23.04535156
322	749	13.22353286
322	759	21.21381329
322	771	9.770364632
322	812	25.41716724
322	821	25.6317046
322	829	10.30026341
322	880	24.16169004
322	909	14.61757122
323	551	13.36321458
323	568	14.59484261
323	605	27.19285705
323	625	18.96582472
323	676	10.82682393
323	719	11.92402588
323	731	12.81785191
323	768	10.39008485
323	836	24.1104896
323	862	12.77937023
323	903	20.84924219
323	931	11.56172958
323	934	14.71291878
323	939	19.05425285
324	503	21.40627725
324	523	24.61290758
324	526	17.15943148
324	627	10.60726448
324	698	11.89833045
324	727	26.26190026
324	756	14.7257066
324	762	16.75455614
324	811	29.08499586
324	924	14.91782615
324	925	24.35891426
324	927	23.67200874
324	988	27.77727885
324	996	12.49949075
325	542	26.87746063
325	594	9.369840233
325	596	17.87963213
325	610	14.02266058
325	629	10.13963825
325	675	11.88387918
325	714	21.40191496
325	788	25.16925121
325	809	19.10033826
325	815	20.54179653
325	846	14.34280103
325	863	24.0741904
325	949	21.61266034
326	541	14.25332362
326	645	14.80188219
326	658	9.018174298
326	674	16.62416904
326	701	14.01177936
326	722	12.28852203
326	745	19.8246776
326	761	27.60066539
326	790	25.11819018
326	823	13.15053138
326	886	9.103774409
326	911	10.00343436
326	948	18.40349087
326	994	13.43924903
327	547	25.97865459
327	634	19.25132524
327	682	8.930180245
327	685	14.07383441
327	706	13.00220744
327	743	24.52562514
327	758	26.30333044
327	793	24.53976782
327	802	26.15036549
327	817	19.24224661
327	876	17.38905019
327	878	11.17726406
327	998	24.59139373
328	634	15.32651732
328	677	19.50534787
328	682	11.90480364
328	685	25.40831149
328	706	14.22367731
328	743	11.31403848
328	817	12.10820514
328	876	11.26542641
328	878	10.20511809
328	949	25.84764287
328	961	16.9728626
328	998	24.27518891
329	532	10.01743865
329	567	13.65992185
329	575	17.49328566
329	623	23.45661367
329	643	8.858261659
329	663	24.08348444
329	678	25.46693461
329	696	9.869966054
329	765	14.81818561
329	776	10.07303733
329	801	15.19956594
329	833	21.6152121
329	844	15.4933514
329	847	24.35532843
329	870	12.31228513
329	872	13.95808531
329	893	9.17923457
329	919	12.72071495
329	951	15.8101941
330	552	27.80556645
330	585	16.79122382
330	620	9.700776906
330	659	13.10264595
330	705	24.93137702
330	711	10.50150245
330	755	20.16163337
330	794	14.67825204
330	857	24.65334288
330	928	11.21920399
330	929	14.81041621
330	950	9.016654107
331	524	23.91276398
331	533	16.60853185
331	536	11.04013589
331	562	19.02523887
331	582	21.3090459
331	588	8.851239653
331	592	9.358522319
331	604	18.7407583
331	614	12.94894346
331	631	27.27748203
331	686	25.38019016
331	694	25.2927789
331	707	15.74891785
331	738	18.45467886
331	766	11.33591551
331	770	19.01824114
331	818	25.87789537
331	883	27.1577201
331	884	26.49686862
331	912	10.73007327
331	995	16.55125926
332	506	10.8567668
332	510	9.537744502
332	530	8.78045731
332	565	25.71769057
332	570	21.10296703
332	581	17.62253998
332	700	15.15557735
332	715	13.69744694
332	716	22.60109535
332	717	8.760824464
332	748	11.66184403
332	754	25.47222279
332	849	19.41346968
332	871	19.89693416
332	889	10.57708742
332	933	13.3598829
333	520	15.48010064
333	535	10.3482058
333	538	13.50559443
333	540	17.24559013
333	560	27.59523674
333	589	19.454797
333	670	13.91810673
333	720	19.18257005
333	774	11.18526295
333	789	26.37005907
333	797	15.83653922
333	814	23.6883588
333	840	9.632383977
333	864	17.51103716
333	904	10.53641319
333	975	10.60309481
333	979	10.96318044
333	981	20.53888045
333	986	20.49414401
334	500	24.73212152
334	541	20.0961829
334	611	9.797604784
334	671	22.44612127
334	701	19.52137472
334	722	25.26635208
334	820	13.14734185
334	852	11.02094863
334	855	22.72998358
334	868	9.230345092
334	920	12.48653549
334	926	24.70862232
334	948	23.52867952
334	952	15.71949412
334	963	10.13429794
334	968	15.26092497
334	972	13.23403251
334	987	17.0824652
334	990	9.426616913
335	518	16.97301915
335	594	15.74275743
335	595	26.97927167
335	596	16.13525054
335	600	20.92624104
335	621	21.52420503
335	629	12.54165575
335	687	14.33750437
335	781	19.8834146
335	846	9.930188888
335	944	27.08405349
336	584	14.10064493
336	642	15.72482229
336	679	15.32093839
336	693	22.057122
336	709	10.61909545
336	736	24.32466119
336	780	26.0902237
336	783	12.52885133
336	795	16.4812356
336	798	26.28436637
336	812	24.63578313
336	828	24.1759526
336	842	18.07049975
336	885	20.74453558
336	916	12.0574005
336	935	27.3622027
336	959	14.35718184
336	976	9.645983586
337	506	20.25290473
337	510	13.01323863
337	530	14.06568019
337	565	14.57308075
337	570	10.36751643
337	648	25.09093567
337	700	12.31616505
337	715	17.09220539
337	717	15.13310603
337	720	27.6705403
337	748	18.99863046
337	754	10.72957432
337	871	9.406294475
337	889	22.28761893
337	933	9.164039764
338	521	25.14235315
338	544	21.19082151
338	660	13.58776411
338	710	14.19506986
338	858	15.29000673
338	891	18.50839013
338	896	17.56612631
338	902	14.25242748
338	905	16.63554064
338	910	14.5028533
338	955	11.51480205
338	960	20.45393753
338	962	17.16054301
338	974	14.83666084
338	982	12.03205081
339	508	9.48298727
339	576	13.82639392
339	597	18.7643512
339	616	17.60420158
339	697	18.3441811
339	708	12.43391374
339	737	12.97896982
339	778	13.53032633
339	784	24.88221819
339	791	9.650657387
339	792	11.69834316
339	881	20.71972142
339	895	12.1124747
339	907	16.21486205
339	946	15.11861256
339	985	17.78006777
340	519	17.17870125
340	601	28.07488117
340	635	11.65254112
340	636	9.529763267
340	680	14.81350356
340	732	15.21174658
340	742	10.02041141
340	773	12.05503992
340	813	25.98245799
340	824	20.71617783
340	826	21.9873892
340	848	19.65912163
340	965	9.909392601
340	970	8.75228199
340	973	14.9321786
340	977	12.18305598
340	993	11.78218454
341	539	21.89884961
341	543	18.43607052
341	594	22.34177868
341	596	10.24924512
341	629	18.29639523
341	675	15.28597938
341	788	20.25843551
341	815	10.07554372
341	834	28.0678913
341	846	26.0453018
341	898	18.4555717
341	989	19.17201146
342	516	24.00516755
342	561	28.50001575
342	602	15.43055705
342	604	28.90918869
342	608	16.94830268
342	609	24.23368767
342	612	24.9324866
342	655	21.49714153
342	664	11.68046936
342	691	8.879393864
342	747	12.96058105
342	775	11.38031942
342	831	11.42249299
342	856	21.22615283
342	859	25.5503505
342	865	11.86273052
342	884	20.67443915
342	887	8.854482591
342	980	11.45539473
342	983	21.46141811
343	556	13.06299345
343	569	21.96422262
343	580	12.26523678
343	637	13.78914341
343	732	15.01001489
343	735	10.34011044
343	877	10.17563776
343	882	20.8981118
343	930	21.24839905
343	973	15.56829123
343	993	20.14740636
344	520	9.706953287
344	535	14.32232297
344	538	9.385851318
344	540	15.81736172
344	648	20.16687182
344	654	26.81608757
344	670	8.955926133
344	720	21.24767296
344	774	21.71027169
344	797	13.51139031
344	814	12.91667861
344	840	13.35268875
344	864	21.06532874
344	904	9.280625402
344	975	18.60199621
344	979	14.41458603
344	981	23.99382385
345	516	18.8530046
345	602	13.76305684
345	608	14.47405052
345	609	19.42294517
345	612	21.85530691
345	655	22.42462723
345	664	12.72704454
345	691	8.971234409
345	747	11.02970342
345	775	10.89929138
345	831	13.40622952
345	856	20.03358787
345	859	22.20482746
345	865	13.89192821
345	884	25.40631792
345	887	8.933617318
345	940	27.05422866
345	980	12.66203608
345	983	24.58173108
346	503	20.7975188
346	523	23.76899614
346	539	10.73196144
346	713	24.6359318
346	727	18.84720639
346	788	23.48648305
346	811	12.62048788
346	815	19.22560363
346	894	17.28855557
346	898	9.727089139
346	925	14.53023515
346	957	15.41458283
346	967	21.68773236
346	969	11.90043337
346	996	26.10610299
347	527	11.82497464
347	550	17.28481445
347	553	24.42568907
347	657	25.53144347
347	665	23.52364564
347	721	12.94221492
347	726	24.56357783
347	736	15.63148903
347	749	9.654056014
347	760	18.21327844
347	771	12.49052772
347	812	25.14333146
347	821	22.67641187
347	829	10.81194638
347	836	28.54286025
347	909	12.52564217
348	513	13.66740249
348	514	18.21906415
348	563	17.25111711
348	603	9.851481756
348	634	25.18952897
348	685	17.59857067
348	730	19.32774252
348	740	9.374945574
348	793	11.18550581
348	802	10.67249579
348	806	17.52924511
348	843	23.77481843
348	851	23.73066372
348	926	17.21471762
348	998	16.20235952
349	556	22.62777165
349	569	14.26212435
349	660	14.86614641
349	710	11.40771534
349	735	25.63827654
349	866	11.89091436
349	891	8.858786282
349	902	9.67481173
349	908	12.24639942
349	910	9.672772765
349	930	24.8952222
349	932	10.19867202
349	955	17.91624804
349	962	19.69783116
350	507	12.99457347
350	537	9.479108724
350	542	25.05728841
350	559	12.42197104
350	593	19.74487338
350	642	24.31229836
350	692	14.87526439
350	729	13.4661671
350	780	16.39020163
350	787	11.9879659
350	796	11.3916797
350	799	24.84715143
350	863	24.80763796
350	885	20.8108181
350	897	23.35895343
350	914	26.08482753
350	918	17.88616451
350	941	8.912464826
350	959	25.11732866
350	999	12.97940474
351	515	8.847311507
351	584	26.64182786
351	598	20.95219863
351	617	25.10131678
351	622	13.19960741
351	640	18.29552852
351	693	15.59178251
351	741	25.31197456
351	779	17.87899046
351	795	32.04959433
351	798	10.83704788
351	804	11.92162449
351	810	26.04943513
351	853	20.55477524
351	869	15.84340412
351	875	19.46233444
351	892	13.41406222
351	937	21.71875687
351	964	13.72896795
351	992	14.63234235
352	512	25.08358812
352	526	27.20794295
352	601	20.55251947
352	627	10.93949798
352	698	8.938278781
352	756	11.78241303
352	762	10.24795203
352	826	25.55986944
352	924	11.35295711
352	988	14.33552059
352	996	25.21249285
353	510	18.14691408
353	530	23.62745659
353	565	21.96799512
353	595	27.02198201
353	648	14.26844641
353	654	16.450113
353	690	13.82716177
353	700	15.98361526
353	715	11.47725115
353	717	25.68531406
353	728	26.31464714
353	807	17.13461452
353	839	23.77896989
353	849	15.71755333
353	889	15.06198542
354	516	20.67338763
354	556	8.838897282
354	569	16.36500973
354	580	14.49029129
354	609	23.90301366
354	637	22.57319563
354	732	26.62274682
354	735	10.25891451
354	866	15.72423598
354	877	13.53319851
354	882	29.0209912
354	891	26.97093279
354	908	25.68849996
354	930	11.6988314
354	932	17.97115371
354	973	28.03925511
355	500	14.35731547
355	531	12.77526567
355	572	11.02267887
355	587	25.29019194
355	590	25.31699876
355	611	25.109323
355	641	11.12843708
355	671	9.227784192
355	733	10.50236882
355	755	17.47888065
355	820	17.98898569
355	852	24.20632126
355	855	10.5581884
355	868	15.9453174
355	920	12.24802769
355	963	20.16760221
355	968	9.91556431
355	987	16.47727216
355	990	17.97636859
356	576	24.54868544
356	619	21.38353431
356	684	15.84602992
356	697	17.78740268
356	711	23.27044004
356	723	19.53037923
356	741	24.90795799
356	779	23.8072889
356	805	9.967314462
356	830	15.53256987
356	857	9.329929982
356	861	14.7883956
356	899	26.33859486
356	917	26.47805803
356	928	15.26155399
356	929	23.57975464
356	937	18.13678118
356	946	24.35571646
356	950	25.43940958
356	964	28.19796025
356	997	9.945891552
357	525	18.32768169
357	542	14.17985062
357	593	24.66565855
357	610	29.87057047
357	677	18.38620123
357	706	25.93036672
357	729	13.01227353
357	743	17.60937306
357	787	13.87423354
357	799	11.68364266
357	809	21.86273164
357	817	13.59273595
357	863	19.19449081
357	876	14.22836427
357	878	22.70652809
357	918	17.59399362
357	941	24.71735325
357	949	16.72722173
357	961	9.278461696
357	999	14.46186352
358	551	13.20281189
358	554	9.350065827
358	617	14.43554613
358	625	25.51420992
358	676	18.53266585
358	704	13.16579477
358	719	18.53615368
358	725	15.6058309
358	731	12.24156134
358	768	15.61119029
358	782	11.09724558
358	847	24.94907645
358	853	23.84960501
358	874	17.84661704
358	879	21.78122758
358	890	14.06725118
358	903	16.27531223
358	934	12.3673764
358	939	9.352302165
359	501	9.143560288
359	618	20.99081174
359	639	12.59302071
359	660	24.5832662
359	666	17.72155433
359	699	18.76344969
359	739	11.04903496
359	764	11.27688098
359	800	14.98618795
359	901	10.57149424
359	923	9.090216989
359	955	25.23437581
360	505	22.15233731
360	508	9.655668624
360	576	22.73363756
360	616	14.59781153
360	650	21.84167772
360	702	22.00460297
360	708	10.6894408
360	737	16.69796262
360	778	21.04159789
360	791	10.39452903
360	792	11.01443313
360	850	21.47943105
360	881	17.67401306
360	895	20.12112202
360	907	28.11587236
360	946	25.43369487
360	966	26.02265239
360	985	19.2881194
361	558	9.670099294
361	560	13.44393389
361	605	17.47035945
361	720	26.80904822
361	803	13.2099067
361	906	28.49490994
361	986	19.85802244
362	504	9.705468111
362	545	23.16116416
362	566	29.2768484
362	613	9.869530067
362	652	18.4702766
362	653	12.77391547
362	690	14.25100644
362	712	13.58219269
362	728	14.45103916
362	744	14.5547285
362	750	18.06434239
362	761	19.58042721
362	786	24.48309895
362	807	12.55723568
362	838	12.00322802
362	839	9.62566468
362	849	20.00770296
362	945	27.57253609
362	971	13.56780691
363	549	26.05253273
363	555	23.35701463
363	578	20.13193073
363	606	12.40119526
363	632	23.74472722
363	646	12.93718534
363	681	23.8425955
363	688	11.17301771
363	689	19.86124505
363	695	11.8627063
363	730	27.23206626
363	808	10.49092352
363	943	9.387761993
363	954	16.76302752
364	586	23.7670964
364	602	24.96606379
364	604	11.85602693
364	631	29.13280354
364	664	20.10382218
364	686	17.41956182
364	691	14.40988853
364	775	16.46249269
364	827	24.93410726
364	831	9.300852091
364	856	24.17392585
364	865	9.064909131
364	883	21.35470829
364	884	10.3866369
364	887	14.5718805
364	900	24.74749373
364	912	25.00355914
364	980	10.03816738
364	983	11.04139488
365	533	13.64607199
365	536	12.18852625
365	562	19.4368534
365	582	13.74355527
365	588	11.00798724
365	591	27.51103614
365	592	12.38624127
365	604	16.17100579
365	614	9.815559407
365	686	17.10634664
365	694	25.36570306
365	707	26.27720844
365	738	11.67634475
365	766	8.840859858
365	770	11.89250039
365	827	24.83791458
365	884	22.25221124
365	912	14.10074802
365	995	27.01256774
366	528	12.18606653
366	549	26.45015464
366	631	26.44916337
366	632	20.32611873
366	656	26.94637411
366	668	16.49219168
366	669	17.27401219
366	707	15.09483488
366	751	26.38902231
366	763	20.68094111
366	818	19.12600118
366	938	15.41489275
366	942	19.61433059
366	954	29.48270859
366	995	16.92077009
367	543	13.72561441
367	594	23.5329675
367	596	10.51238375
367	629	16.6991377
367	687	14.94553506
367	814	24.61732844
367	815	25.50038621
367	846	16.50081972
367	989	19.47034656
368	555	22.26150219
368	665	9.89603357
368	683	21.49690057
368	718	16.67095927
368	769	11.76180489
368	771	17.95383227
368	780	26.40641766
368	812	11.62889114
368	842	14.26199542
368	885	24.81449553
368	888	10.57190726
368	914	15.84800215
368	922	15.77120821
368	935	12.26618689
369	512	25.36893829
369	526	27.81347686
369	601	19.76820049
369	627	11.0163017
369	698	8.925949747
369	756	11.45023229
369	762	10.38696197
369	826	24.81290557
369	924	11.84667968
369	988	14.25315661
369	996	26.69186039
370	515	18.75921469
370	527	27.57846833
370	550	17.19590609
370	584	25.953551
370	617	19.92623526
370	693	9.620731128
370	704	18.66650998
370	736	21.52975975
