# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-30	5	-1729.27	-1791.96	62.6922	120.667
-30	10	-1584.53	-1599.47	14.9342	109.545
-30	15	-1408.31	-1411.84	3.52636	101.583
-30	20	-1215.64	-1216.58	0.942927	92.1168
-30	25	-1019.27	-1019.84	0.569333	83.0509
-30	30	-826.007	-826.518	0.510856	71.3119

-29	5	-1609.78	-1672.47	62.6922	118.311
-29	10	-1475.98	-1490.91	14.9342	107.571
-29	15	-1307.48	-1311.01	3.52636	100.024
-29	20	-1124.36	-1125.31	0.942927	90.4185
-29	25	-937.216	-937.785	0.569333	81.025
-29	30	-755.859	-756.37	0.510856	68.9763

-28	5	-1492.69	-1555.38	62.6922	115.846
-28	10	-1369.37	-1384.31	14.9342	105.646
-28	15	-1208.38	-1211.91	3.52636	98.1163
-28	20	-1034.83	-1035.78	0.942927	88.621
-28	25	-857.285	-857.855	0.569333	78.7984
-28	30	-688.074	-688.585	0.510856	66.5814

-27	5	-1378.13	-1440.83	62.6922	113.236
-27	10	-1264.66	-1279.6	14.9342	103.784
-27	15	-1111.36	-1114.89	3.52636	95.8754
-27	20	-947.186	-948.129	0.942927	86.633
-27	25	-779.702	-780.271	0.569333	76.3228
-27	30	-622.724	-623.235	0.510856	64.1081

-26	5	-1266.25	-1328.94	62.6922	110.532
-26	10	-1161.81	-1176.74	14.9342	101.923
-26	15	-1016.7	-1020.22	3.52636	93.4388
-26	20	-861.653	-862.596	0.942927	84.3852
-26	25	-704.736	-705.306	0.569333	73.5604
-26	30	-559.867	-560.378	0.510856	61.6079

-25	5	-1157.07	-1219.76	62.6922	107.836
-25	10	-1060.86	-1075.8	14.9342	99.9239
-25	15	-924.499	-928.025	3.52636	90.9613
-25	20	-778.516	-779.459	0.942927	81.8373
-25	25	-632.667	-633.236	0.569333	70.5439
-25	30	-499.498	-500.009	0.510856	59.133

