# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-24	5	-1050.55	-1113.24	62.6922	105.215
-24	10	-962.064	-976.998	14.9342	97.6106
-24	15	-834.782	-838.308	3.52636	88.4593
-24	20	-698.083	-699.026	0.942927	78.9756
-24	25	-563.703	-564.272	0.569333	67.3644
-24	30	-441.607	-442.118	0.510856	56.6359

-23	5	-946.612	-1009.3	62.6922	102.666
-23	10	-865.776	-880.711	14.9342	94.8994
-23	15	-747.636	-751.163	3.52636	85.7894
-23	20	-620.677	-621.619	0.942927	75.7793
-23	25	-497.968	-498.538	0.569333	64.0926
-23	30	-386.279	-386.79	0.510856	53.9804

-22	5	-845.227	-907.919	62.6922	100.082
-22	10	-772.374	-787.308	14.9342	91.8625
-22	15	-663.315	-666.841	3.52636	82.7874
-22	20	-546.644	-547.586	0.942927	72.2283
-22	25	-435.534	-436.103	0.569333	60.7713
-22	30	-333.741	-334.252	0.510856	51.0457

-21	5	-746.526	-809.218	62.6922	97.2606
-21	10	-682.119	-697.053	14.9342	88.617
-21	15	-582.206	-585.733	3.52636	79.3528
-21	20	-476.327	-477.27	0.942927	68.3592
-21	25	-376.437	-377.006	0.569333	57.4131
-21	30	-284.286	-284.796	0.510856	47.8211

-20	5	-650.852	-713.544	62.6922	94.0053
-20	10	-595.215	-610.15	14.9342	85.1392
-20	15	-504.769	-508.296	3.52636	75.4397
-20	20	-410	-410.942	0.942927	64.2662
-20	25	-320.747	-321.316	0.569333	53.9335
-20	30	-238.176	-238.687	0.510856	44.3642

-19	5	-558.682	-621.374	62.6922	90.2545
-19	10	-511.977	-526.912	14.9342	81.2519
-19	15	-431.488	-435.015	3.52636	71.0433
-19	20	-347.842	-348.785	0.942927	60.0286
-19	25	-268.659	-269.228	0.569333	50.1897
-19	30	-195.625	-196.136	0.510856	40.7002

-18	5	-470.498	-533.19	62.6922	86.0356
-18	10	-432.908	-447.842	14.9342	76.7806
-18	15	-362.827	-366.354	3.52636	66.2139
-18	20	-289.986	-290.929	0.942927	55.6556
-18	25	-220.483	-221.053	0.569333	46.1022
-18	30	-156.855	-157.366	0.510856	36.7982

-17	5	-386.784	-449.477	62.6922	81.291
-17	10	-358.637	-373.571	14.9342	71.6506
-17	15	-299.173	-302.7	3.52636	61.0446
-17	20	-236.606	-237.549	0.942927	51.0542
-17	25	-176.565	-177.135	0.569333	41.6816
-17	30	-122.117	-122.628	0.510856	32.6332

-16	5	-308.149	-370.842	62.6922	75.847
-16	10	-289.819	-304.753	14.9342	65.8848
-16	15	-240.833	-244.359	3.52636	55.5886
-16	20	-188	-188.943	0.942927	46.0884
-16	25	-137.219	-137.789	0.569333	36.9624
-16	30	-91.6678	-92.1786	0.510856	28.2312

-15	5	-235.374	-298.066	62.6922	69.5566
-15	10	-227.056	-241.99	14.9342	59.5528
-15	15	-188.108	-191.634	3.52636	49.7968
-15	20	-144.57	-145.513	0.942927	40.7048
-15	25	-102.733	-103.302	0.569333	31.9659
-15	30	-65.7117	-66.2226	0.510856	23.6594

-14	5	-169.329	-232.021	62.6922	62.3902
-14	10	-170.886	-185.82	14.9342	52.7011
-14	15	-141.385	-144.911	3.52636	43.5701
-14	20	-106.715	-107.658	0.942927	34.9489
-14	25	-73.3672	-73.9366	0.569333	26.7331
-14	30	-44.3783	-44.8892	0.510856	18.9993

-13	5	-110.867	-173.559	62.6922	54.4055
-13	10	-121.827	-136.761	14.9342	45.3298
-13	15	-101.122	-104.648	3.52636	36.8847
-13	20	-74.7693	-75.7122	0.942927	28.9025
-13	25	-49.3122	-49.8815	0.569333	21.3669
-13	30	-27.7135	-28.2243	0.510856	14.3415

-12	5	-60.7561	-123.448	62.6922	45.71
-12	10	-80.3926	-95.3268	14.9342	37.4637
-12	15	-67.7375	-71.2639	3.52636	29.837
-12	20	-48.965	-49.908	0.942927	22.6953
-12	25	-30.624	-31.1934	0.569333	16.0313
-12	30	-15.6317	-16.1425	0.510856	9.8824

-11	5	-19.6242	-82.3164	62.6922	36.4878
-11	10	-47.0202	-61.9544	14.9342	29.243
-11	15	-41.4989	-45.0253	3.52636	22.6422
-11	20	-29.3525	-30.2954	0.942927	16.5716
-11	25	-17.1576	-17.7269	0.569333	10.9781
-11	30	-7.75245	-8.26331	0.510856	6.01405

-10	5	12.1528	-50.5394	62.6922	27.0756
-10	10	-21.9099	-36.8442	14.9342	21.024
-10	15	-22.3706	-25.897	3.52636	15.7031
-10	20	-15.6651	-16.608	0.942927	10.9239
-10	25	-8.43427	-9.0036	0.569333	6.62868
-10	30	-3.26221	-3.77307	0.510856	3.15851

-9	5	34.6717	-28.0205	62.6922	18.1112
-9	10	-4.74803	-19.6822	14.9342	13.4856
-9	15	-9.80213	-13.3285	3.52636	9.63834
-9	20	-7.16728	-8.11021	0.942927	6.2868
-9	25	-3.50748	-4.07681	0.569333	3.44494
-9	30	-1.05265	-1.56351	0.510856	1.43676

-8	5	48.8518	-13.8404	62.6922	10.5729
-8	10	5.58005	-9.35416	14.9342	7.49241
-8	15	-2.58123	-6.10759	3.52636	5.09758
-8	20	-2.6003	-3.54323	0.942927	3.10484
-8	25	-1.10881	-1.67814	0.569333	1.55094
-8	30	-0.0967702	-0.607626	0.510856	0.587023

-7	5	56.5821	-6.11007	62.6922	5.29774
-7	10	10.9387	-3.99547	14.9342	3.57578
-7	15	0.991132	-2.53523	3.52636	2.32693
-7	20	-0.479361	-1.42229	0.942927	1.34139
-7	25	-0.0803183	-0.649651	0.569333	0.62935
-7	30	0.282592	-0.228264	0.510856	0.225827

-6	5	60.2211	-2.47109	62.6922	2.31648
-6	10	13.3533	-1.58089	14.9342	1.5074
-6	15	2.54035	-0.986008	3.52636	0.952087
-6	20	0.399819	-0.543109	0.942927	0.531209
-6	25	0.325731	-0.243602	0.569333	0.241299
-6	30	0.426592	-0.0842646	0.510856	0.0845443

-5	5	61.7447	-0.9475	62.6922	0.924098
-5	10	14.335	-0.599205	14.9342	0.589131
-5	15	3.15582	-0.37054	3.52636	0.366486
-5	20	0.740647	-0.20228	0.942927	0.201377
-5	25	0.47949	-0.089843	0.569333	0.0902108
-5	30	0.48021	-0.0306461	0.510856	0.0313081

-4	5	62.3386	-0.353585	62.6922	0.351532
-4	10	14.7119	-0.222292	14.9342	0.222045
-4	15	3.38954	-0.136821	3.52636	0.137237
-4	20	0.868675	-0.0742524	0.942927	0.0749405
-4	25	0.536687	-0.0326461	0.569333	0.0333885
-4	30	0.500025	-0.0108313	0.510856	0.0115459

-3	5	62.5622	-0.129937	62.6922	0.131005
-3	10	14.8529	-0.081285	14.9342	0.082443
-3	15	3.47658	-0.0497799	3.52636	0.0508259
-3	20	0.916148	-0.026779	0.942927	0.027688
-3	25	0.557816	-0.0115168	0.569333	0.0123106
-3	30	0.507327	-0.00352963	0.510856	0.00425133

-2	5	62.6453	-0.0469257	62.6922	0.0484282
-2	10	14.9051	-0.0290815	14.9342	0.0304335
-2	15	3.50875	-0.0176119	3.52636	0.0187444
-2	20	0.933664	-0.00926288	0.942927	0.0102021
-2	25	0.565601	-0.00373176	0.569333	0.00453258
-2	30	0.510014	-0.000841828	0.510856	0.0015645

-1	5	62.6759	-0.0162857	62.6922	0.0178478
-1	10	14.9244	-0.00983161	14.9342	0.0112101
-1	15	3.5206	-0.00575772	3.52636	0.00690199
-1	20	0.940115	-0.00281203	0.942927	0.00375535
-1	25	0.568466	-0.000866182	0.569333	0.00166795
-1	30	0.510856	0	0.510856	0.000575618

0	5	62.6872	-0.00500007	62.6922	0.00657018
0	10	14.9315	-0.00274381	14.9342	0.0041259
0	15	3.52497	-0.00139409	3.52636	0.00253996
0	20	0.942489	-0.000437942	0.942927	0.00138181
0	25	0.569333	0	0.569333	0.000613675
0	30	0.510856	0	0.510856	0.000211767

