# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-9	20	-8.35383	-9.21338	0.859556	6.88434
-9	25	-4.37908	-4.83534	0.456267	3.93901
-9	30	-1.61177	-1.9678	0.356025	1.75787

-8	5	41.2332	-14.9017	56.1348	11.0518
-8	10	3.17736	-10.3296	13.507	8.03228
-8	15	-3.80637	-6.8872	3.08084	5.60246
-8	20	-3.2691	-4.12866	0.859556	3.52745
-8	25	-1.58559	-2.04186	0.456267	1.84595
-8	30	-0.42355	-0.779574	0.356025	0.742707

-7	5	49.4238	-6.711	56.1348	5.70554
-7	10	9.00679	-4.50019	13.507	3.95646
-7	15	0.171779	-2.90906	3.08084	2.63088
-7	20	-0.82681	-1.68637	0.859556	1.56871
-7	25	-0.346053	-0.80232	0.456267	0.769061
-7	30	0.0604449	-0.29558	0.356025	0.290654

-6	5	53.3847	-2.75017	56.1348	2.55164
-6	10	11.7052	-1.8018	13.507	1.70316
-6	15	1.93824	-1.14259	3.08084	1.09567
-6	20	0.209688	-0.649868	0.859556	0.631737
-6	25	0.153332	-0.302935	0.456267	0.298769
-6	30	0.246452	-0.109572	0.356025	0.109612

-5	5	55.0732	-1.06167	56.1348	1.03078
-5	10	12.8202	-0.686812	13.507	0.67282
-5	15	2.64953	-0.431308	3.08084	0.425414
-5	20	0.616556	-0.243	0.859556	0.241341
-5	25	0.344234	-0.112033	0.456267	0.112317
-5	30	0.316067	-0.0399571	0.356025	0.0407068

-4	5	55.7375	-0.397334	56.1348	0.394341
-4	10	13.2516	-0.255374	13.507	0.254759
-4	15	2.92131	-0.159523	3.08084	0.159879
-4	20	0.770229	-0.0893272	0.859556	0.0900934
-4	25	0.415523	-0.0407431	0.456267	0.0416599
-4	30	0.341844	-0.0141802	0.356025	0.015028

-3	5	55.9887	-0.146168	56.1348	0.147292
-3	10	13.4135	-0.0934466	13.507	0.0947604
-3	15	3.02279	-0.0580517	3.08084	0.059294
-3	20	0.827336	-0.0322208	0.859556	0.0333262
-3	25	0.441898	-0.0143688	0.456267	0.0153727
-3	30	0.35135	-0.00467449	0.356025	0.00553571

-2	5	56.0821	-0.0527962	56.1348	0.0544961
-2	10	13.4736	-0.0334232	13.507	0.0350043
-2	15	3.06032	-0.0205143	3.08084	0.0218788
-2	20	0.848423	-0.0111332	0.859556	0.012285
-2	25	0.451621	-0.00464593	0.456267	0.0056617
-2	30	0.35485	-0.00117441	0.356025	0.00203745

-1	5	56.1165	-0.0183116	56.1348	0.0200905
-1	10	13.4957	-0.0112794	13.507	0.012897
-1	15	3.07416	-0.00667662	3.08084	0.00805771
-1	20	0.856192	-0.00336463	0.859556	0.00452281
-1	25	0.4552	-0.00106631	0.456267	0.00208369
-1	30	0.356025	0	0.356025	0.00074967

0	5	56.1292	-0.00560706	56.1348	0.00739666
0	10	13.5039	-0.00312467	13.507	0.00474721
0	15	3.07925	-0.00158214	3.08084	0.00296548
0	20	0.859051	-0.000505276	0.859556	0.00166431
0	25	0.456267	0	0.456267	0.000766665
0	30	0.356025	0	0.356025	0.000275806

