# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-30	5	-1580.74	-1628.27	47.533	111.602
-29	5	-1470.18	-1517.71	47.533	109.481
-28	5	-1361.81	-1409.35	47.533	107.239
-27	5	-1255.72	-1303.25	47.533	104.953
-26	5	-1151.9	-1199.43	47.533	102.688
-25	5	-1050.33	-1097.86	47.533	100.45
-24	5	-951.026	-998.559	47.533	98.1304
-23	5	-854.161	-901.694	47.533	95.5401
-22	5	-760.089	-807.622	47.533	92.5248
-21	5	-669.265	-716.798	47.533	89.0502
-20	5	-582.123	-629.656	47.533	85.1699
-19	5	-499.053	-546.586	47.533	80.9039
-18	5	-420.453	-467.986	47.533	76.2281
-17	5	-346.733	-394.266	47.533	71.1459
-16	5	-278.28	-325.813	47.533	65.7093
-15	5	-215.403	-262.936	47.533	60.0044
-14	5	-158.365	-205.898	47.533	54.0078
-13	5	-107.571	-155.104	47.533	47.4622
-12	5	-63.7004	-111.233	47.533	40.1509
-11	5	-27.4783	-75.0113	47.533	32.2218
-10	5	0.685835	-46.8472	47.533	24.1244
-9	5	20.9126	-26.6204	47.533	16.4577
-8	5	33.982	-13.551	47.533	9.93187
-7	5	41.3734	-6.15966	47.533	5.17943
-6	5	44.9877	-2.54531	47.533	2.34386
-5	5	46.5451	-0.987918	47.533	0.955215
-4	5	47.1621	-0.370901	47.533	0.367131
-3	5	47.3962	-0.136836	47.533	0.137403
-2	5	47.4833	-0.0496988	47.533	0.0508769
-1	5	47.5155	-0.0174997	47.533	0.0187618
0	5	47.5274	-0.00563473	47.533	0.00690821

-30	10	-1424.68	-1436.02	11.3414	101.647
-29	10	-1323.82	-1335.16	11.3414	100.063
-28	10	-1224.58	-1235.92	11.3414	98.4091
-27	10	-1127.06	-1138.41	11.3414	96.5655
-26	10	-1031.55	-1042.89	11.3414	94.4002
-25	10	-938.39	-949.731	11.3414	91.8639
-24	10	-847.931	-859.273	11.3414	89.0043
-23	10	-760.473	-771.815	11.3414	85.8646
-22	10	-676.302	-687.644	11.3414	82.4236
-21	10	-595.739	-607.08	11.3414	78.6471
-20	10	-519.116	-530.458	11.3414	74.5474
-19	10	-446.734	-458.076	11.3414	70.1781
-18	10	-378.813	-390.155	11.3414	65.6509
-17	10	-315.435	-326.776	11.3414	61.1104
-16	10	-256.606	-267.948	11.3414	56.5175
-15	10	-202.522	-213.864	11.3414	51.5567
-14	10	-153.723	-165.065	11.3414	45.915
-13	10	-110.933	-122.275	11.3414	39.5602
-12	10	-74.7654	-86.1068	11.3414	32.7199
-11	10	-45.5559	-56.8973	11.3414	25.6925
-10	10	-23.3393	-34.6807	11.3414	18.7926
-9	10	-7.78878	-19.1302	11.3414	12.4447
-8	10	1.92522	-9.41616	11.3414	7.22051
-7	10	7.1944	-4.14698	11.3414	3.60346
-6	10	9.66663	-1.67475	11.3414	1.57172
-5	10	10.6998	-0.641629	11.3414	0.62622
-4	10	11.1021	-0.239261	11.3414	0.238095
-3	10	11.2536	-0.0877991	11.3414	0.0887125
-2	10	11.3098	-0.0315883	11.3414	0.0327917
-1	10	11.3305	-0.0108416	11.3414	0.0120847
0	10	11.3382	-0.00320014	11.3414	0.00444863

-30	15	-1241.17	-1243.75	2.58279	93.2088
-29	15	-1148.93	-1151.51	2.58279	91.2457
-28	15	-1058.75	-1061.33	2.58279	89.0776
-27	15	-970.84	-973.422	2.58279	86.7083
-26	15	-885.409	-887.991	2.58279	84.109
-25	15	-802.713	-805.296	2.58279	81.2345
-24	15	-723.033	-725.616	2.58279	78.0802
-23	15	-646.636	-649.218	2.58279	74.6775
-22	15	-573.745	-576.327	2.58279	71.078
-21	15	-504.509	-507.092	2.58279	67.3924
-20	15	-438.93	-441.513	2.58279	63.7928
-19	15	-376.875	-379.457	2.58279	60.3307
-18	15	-318.29	-320.873	2.58279	56.8004
-17	15	-263.405	-265.987	2.58279	52.8828
-16	15	-212.723	-215.306	2.58279	48.3762
-15	15	-166.851	-169.433	2.58279	43.2788
-14	15	-126.317	-128.9	2.58279	37.7265
-13	15	-91.4924	-94.0752	2.58279	31.8889
-12	15	-62.5823	-65.1651	2.58279	25.9235
-11	15	-39.633	-42.2158	2.58279	19.9957
-10	15	-22.5147	-25.0975	2.58279	14.3013
-9	15	-10.8438	-13.4266	2.58279	9.1739
-8	15	-3.81129	-6.39408	2.58279	5.10853
