# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-7.55709	5	34.3505	-8.60276	42.9532	6.87655
-7.55709	10	4.34801	-5.80301	10.151	4.84887
-7.55709	15	-1.43855	-3.76269	2.32414	3.26951
-7.55709	20	-1.57353	-2.12511	0.551572	1.93053
-7.55709	25	-0.493069	-0.967269	0.4742	0.917033
-7.55709	30	0.0750012	-0.335884	0.410885	0.328565

-7.80959	5	32.4645	-10.4888	42.9532	8.08199
-7.80959	10	3.00893	-7.14209	10.151	5.77596
-7.80959	15	-2.34769	-4.67183	2.32414	3.94725
-7.80959	20	-2.11508	-2.66665	0.551572	2.37118
-7.80959	25	-0.75279	-1.22699	0.4742	1.14786
-7.80959	30	-0.0187716	-0.429657	0.410885	0.417578

-8.31952	5	27.6539	-15.2994	42.9532	10.8575
-8.31952	10	-0.478147	-10.6292	10.151	7.97008
-8.31952	15	-4.76631	-7.09044	2.32414	5.6023
-8.31952	20	-3.5973	-4.14888	0.551572	3.49655
-8.31952	25	-1.48744	-1.96164	0.4742	1.77162
-8.31952	30	-0.291518	-0.702404	0.410885	0.670655

-8.577	5	24.6602	-18.2931	42.9532	12.4121
-8.577	10	-2.69028	-12.8413	10.151	9.22878
-8.577	15	-6.33264	-8.65678	2.32414	6.57974
-8.577	20	-4.58514	-5.13671	0.551572	4.19092
-8.577	25	-1.99471	-2.46891	0.4742	2.18002
-8.577	30	-0.486003	-0.896888	0.410885	0.846187

-8.96639	5	19.3438	-23.6094	42.9532	14.9225
-8.96639	10	-6.68059	-16.8316	10.151	11.2965
-8.96639	15	-9.20843	-11.5326	2.32414	8.22187
-8.96639	20	-6.44657	-6.99814	0.551572	5.40126
-8.96639	25	-2.98462	-3.45882	0.4742	2.93225
-8.96639	30	-0.879048	-1.28993	0.410885	1.18961

