# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-30	5	-1530.71	-1585.31	54.6022	111.576
-29	5	-1420.07	-1474.67	54.6022	109.665
-28	5	-1311.46	-1366.06	54.6022	107.529
-27	5	-1205.1	-1259.71	54.6022	105.116
-26	5	-1101.32	-1155.92	54.6022	102.403
-25	5	-1000.38	-1054.98	54.6022	99.4505
-24	5	-902.476	-957.078	54.6022	96.3318
-23	5	-807.765	-862.367	54.6022	93.0666
-22	5	-716.389	-770.991	54.6022	89.6626
-21	5	-628.482	-683.085	54.6022	86.1275
-20	5	-544.194	-598.797	54.6022	82.4074
-19	5	-463.782	-518.384	54.6022	78.3418
-18	5	-387.694	-442.296	54.6022	73.7307
-17	5	-316.53	-371.132	54.6022	68.4985
-16	5	-250.867	-305.469	54.6022	62.759
-15	5	-191.128	-245.73	54.6022	56.671
-14	5	-137.604	-192.207	54.6022	50.3418
-13	5	-90.5079	-145.11	54.6022	43.8169
-12	5	-50.055	-104.657	54.6022	37.0373
-11	5	-16.5465	-71.1487	54.6022	29.9257
-10	5	9.73004	-44.8722	54.6022	22.6277
-9	5	28.8063	-25.7959	54.6022	15.6272
-8	5	41.3022	-13.3	54.6022	9.57909
-7	5	48.4855	-6.11676	54.6022	5.08034
-6	5	52.0534	-2.54877	54.6022	2.33093
-5	5	53.6085	-0.993735	54.6022	0.957944
-4	5	54.2285	-0.373736	54.6022	0.369663
-3	5	54.4644	-0.137862	54.6022	0.13858
-2	5	54.5523	-0.0499503	54.6022	0.0513459
-1	5	54.5848	-0.0174505	54.6022	0.0189393
0	5	54.5967	-0.00547273	54.6022	0.0069742

-30	10	-1368.77	-1381.95	13.1798	101.134
-29	10	-1268.74	-1281.92	13.1798	98.9049
-28	10	-1170.99	-1184.17	13.1798	96.5769
-27	10	-1075.64	-1088.82	13.1798	94.0964
-26	10	-982.847	-996.027	13.1798	91.4664
-25	10	-892.739	-905.919	13.1798	88.7396
-24	10	-805.383	-818.563	13.1798	85.9642
-23	10	-720.843	-734.022	13.1798	83.0885
-22	10	-639.295	-652.475	13.1798	79.9458
-21	10	-561.102	-574.282	13.1798	76.3537
-20	10	-486.769	-499.949	13.1798	72.2248
-19	10	-416.804	-429.983	13.1798	67.6457
-18	10	-351.567	-364.747	13.1798	62.795
-17	10	-291.264	-304.444	13.1798	57.7905
-16	10	-236.022	-249.202	13.1798	52.6772
-15	10	-185.948	-199.128	13.1798	47.4471
-14	10	-141.188	-154.368	13.1798	42.0349
-13	10	-101.972	-115.151	13.1798	36.3437
-12	10	-68.6138	-81.7935	13.1798	30.3178
-11	10	-41.4183	-54.5981	13.1798	24.0513
-10	10	-20.5022	-33.682	13.1798	17.8145
-9	10	-5.65339	-18.8332	13.1798	11.9903
-8	10	3.78557	-9.39421	13.1798	7.08851
-7	10	8.99931	-4.18047	13.1798	3.59802
-6	10	11.4811	-1.69869	13.1798	1.587
-5	10	12.5271	-0.652635	13.1798	0.635888
-4	10	12.9362	-0.243571	13.1798	0.242351
-3	10	13.0905	-0.089329	13.1798	0.0903828
-2	10	13.1477	-0.0320498	13.1798	0.0334208
-1	10	13.1689	-0.0109037	13.1798	0.0123182
0	10	13.1767	-0.00311443	13.1798	0.00453479

-30	15	-1184.74	-1187.75	3.00867	90.254
-29	15	-1095.52	-1098.53	3.00867	88.1948
-28	15	-1008.35	-1011.36	3.00867	86.1482
-27	15	-923.246	-926.255	3.00867	84.036
-26	15	-840.343	-843.352	3.00867	81.7253
-25	15	-759.905	-762.913	3.00867	79.0872
-24	15	-682.313	-685.322	3.00867	76.0185
-23	15	-608.015	-611.023	3.00867	72.514
-22	15	-537.386	-540.395	3.00867	68.7073
-21	15	-470.645	-473.654	3.00867	64.7613
-20	15	-407.883	-410.891	3.00867	60.7561
-19	15	-349.15	-352.158	3.00867	56.6999
-18	15	-294.506	-297.514	3.00867	52.5755
-17	15	-244.028	-247.037	3.00867	48.3613
-16	15	-197.829	-200.838	3.00867	44.0082
-15	15	-156.084	-159.093	3.00867	39.4405
-14	15	-119.039	-122.047	3.00867	34.6043
-13	15	-86.9558	-89.9644	3.00867	29.5295
-12	15	-60.0254	-63.0341	3.00867	24.3158
-11	15	-38.3438	-41.3525	3.00867	19.0445
-10	15	-21.914	-24.9226	3.00867	13.8478
-9	15	-10.5177	-13.5264	3.00867	9.04904
-8	15	-3.51921	-6.52788	3.00867	5.13767
-7	15	0.18753	-2.82114	3.00867	2.49857
-6	15	1.88469	-1.12398	3.00867	1.06643
-5	15	2.58136	-0.427314	3.00867	0.419452
-4	15	2.85008	-0.158593	3.00867	0.158527
-3	15	2.9508	-0.0578689	3.00867	0.0589229
-2	15	2.98812	-0.0205509	3.00867	0.0217601
-1	15	3.00189	-0.0067861	3.00867	0.00801647
0	15	3.00696	-0.00171739	3.00867	0.00295064

-30	20	-996.739	-997.646	0.907138	80.5723
-29	20	-917.255	-918.162	0.907138	78.3448
-28	20	-840.155	-841.062	0.907138	75.8033
-27	20	-765.747	-766.654	0.907138	72.9697
-26	20	-694.282	-695.189	0.907138	69.9385
-25	20	-625.894	-626.801	0.907138	66.8343
-24	20	-560.613	-561.52	0.907138	63.7276
-23	20	-498.438	-499.346	0.907138	60.619
-22	20	-439.392	-440.299	0.907138	57.4606
-21	20	-383.552	-384.459	0.907138	54.2007
-20	20	-331.024	-331.931	0.907138	50.841
-19	20	-281.898	-282.805	0.907138	47.3962
-18	20	-236.27	-237.177	0.907138	43.8359
-17	20	-194.286	-195.193	0.907138	40.0942
-16	20	-156.159	-157.067	0.907138	36.1213
-15	20	-122.106	-123.013	0.907138	31.9662
-14	20	-92.2468	-93.1539	0.907138	27.7477
-13	20	-66.6218	-67.529	0.907138	23.4893
-12	20	-45.3107	-46.2179	0.907138	19.1071
-11	20	-28.4475	-29.3547	0.907138	14.6122
-10	20	-16.0553	-16.9625	0.907138	10.2162
-9	20	-7.85302	-8.76016	0.907138	6.31017
-8	20	-3.1165	-4.02364	0.907138	3.35041
-7	20	-0.765722	-1.67286	0.907138	1.53336
-6	20	0.256001	-0.651137	0.907138	0.628503
-5	20	0.662481	-0.244657	0.907138	0.242164
-4	20	0.816949	-0.0901895	0.907138	0.0907214
-3	20	0.874492	-0.0326459	0.907138	0.0336044
-2	20	0.895761	-0.0113767	0.907138	0.0123939
-1	20	0.9036	-0.00353858	0.907138	0.00456377
0	20	0.906485	-0.000653223	0.907138	0.0016795

-30	25	-815.644	-816.137	0.493141	67.535
-29	25	-749.228	-749.721	0.493141	65.3026
-28	25	-685.031	-685.525	0.493141	63.0902
-27	25	-623.055	-623.548	0.493141	60.8543
