# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-26	25	-563.353	-563.846	0.493141	58.5275
-25	25	-506.053	-506.546	0.493141	56.044
-24	25	-451.314	-451.807	0.493141	53.4175
-23	25	-399.241	-399.735	0.493141	50.7193
-22	25	-349.889	-350.382	0.493141	47.9761
-21	25	-303.314	-303.807	0.493141	45.1579
-20	25	-259.619	-260.112	0.493141	42.203
-19	25	-218.976	-219.469	0.493141	39.0469
-18	25	-181.592	-182.085	0.493141	35.6935
-17	25	-147.619	-148.113	0.493141	32.2481
-16	25	-117.088	-117.581	0.493141	28.8218
-15	25	-89.9697	-90.4629	0.493141	25.4099
-14	25	-66.3019	-66.795	0.493141	21.898
-13	25	-46.2433	-46.7364	0.493141	18.1814
-12	25	-30.0059	-30.4991	0.493141	14.2692
-11	25	-17.7195	-18.2126	0.493141	10.3188
-10	25	-9.27463	-9.76777	0.493141	6.65438
-9	25	-4.16749	-4.66063	0.493141	3.71434
-8	25	-1.50527	-1.99842	0.493141	1.78143
-7	25	-0.29985	-0.792991	0.493141	0.754436
-6	25	0.192161	-0.300981	0.493141	0.295723
-5	25	0.381488	-0.111654	0.493141	0.111615
-4	25	0.452387	-0.0407541	0.493141	0.0414653
-3	25	0.478646	-0.0144951	0.493141	0.0153101
-2	25	0.488331	-0.00481071	0.493141	0.0056399
-1	25	0.491897	-0.00124473	0.493141	0.00207584
0	25	0.493141	0	0.493141	0.000763799

-30	30	-657.32	-657.749	0.429596	56.886
-29	30	-601.411	-601.841	0.429596	54.9113
-28	30	-547.523	-547.952	0.429596	52.859
-27	30	-495.701	-496.13	0.429596	50.7831
-26	30	-445.958	-446.387	0.429596	48.7022
-25	30	-398.302	-398.731	0.429596	46.603
-24	30	-352.781	-353.21	0.429596	44.4159
-23	30	-309.532	-309.962	0.429596	42.0448
-22	30	-268.766	-269.196	0.429596	39.4515
-21	30	-230.685	-231.115	0.429596	36.6923
-20	30	-195.398	-195.828	0.429596	33.8828
-19	30	-162.902	-163.332	0.429596	31.1214
-18	30	-133.138	-133.567	0.429596	28.4103
-17	30	-106.092	-106.522	0.429596	25.6679
-16	30	-81.8392	-82.2688	0.429596	22.8139
-15	30	-60.5247	-60.9543	0.429596	19.7788
-14	30	-42.3619	-42.7915	0.429596	16.5056
-13	30	-27.5872	-28.0168	0.429596	13.015
-12	30	-16.3594	-16.789	0.429596	9.44808
-11	30	-8.61445	-9.04405	0.429596	6.11545
-10	30	-3.9102	-4.3398	0.429596	3.43236
-9	30	-1.44221	-1.87181	0.429596	1.65853
-8	30	-0.316442	-0.746038	0.429596	0.707226
-7	30	0.145711	-0.283885	0.429596	0.278392
-6	30	0.324115	-0.105481	0.429596	0.105282
-5	30	0.391019	-0.0385774	0.429596	0.0391439
-4	30	0.415811	-0.0137848	0.429596	0.0144574
-3	30	0.424957	-0.00463921	0.429596	0.0053264
-2	30	0.428325	-0.00127137	0.429596	0.00196054
-1	30	0.429564	-3.19473e-05	0.429596	0.000721384
0	30	0.429596	0	0.429596	0.000265402

