# dg0 (kT)	h (nm)	Total F (kT)	F_att (kT)	F_rep (kT)	avg_num_bonds
-4	15	2.18066	-0.0896077	2.27027	0.0899529
-3	15	2.23771	-0.0325592	2.27027	0.0333107
-2	15	2.25879	-0.0114771	2.27027	0.0122844
-1	15	2.26656	-0.00370839	2.27027	0.00452325
0	15	2.26942	-0.000848676	2.27027	0.00166456

-30	20	-1009.53	-1010.12	0.588679	85.6906
-29	20	-924.671	-925.259	0.588679	83.956
-28	20	-841.77	-842.359	0.588679	81.7614
-27	20	-761.313	-761.901	0.588679	79.0769
-26	20	-683.755	-684.344	0.588679	75.9736
-25	20	-609.495	-610.084	0.588679	72.4776
-24	20	-538.946	-539.534	0.588679	68.5483
-23	20	-472.529	-473.118	0.588679	64.2341
-22	20	-410.538	-411.126	0.588679	59.7403
-21	20	-353.026	-353.615	0.588679	55.3099
-20	20	-299.849	-300.438	0.588679	51.0788
-19	20	-250.815	-251.404	0.588679	47.0012
-18	20	-205.865	-206.453	0.588679	42.8692
-17	20	-165.174	-165.762	0.588679	38.4543
-16	20	-129.062	-129.651	0.588679	33.7295
-15	20	-97.7458	-98.3345	0.588679	28.9108
-14	20	-71.1968	-71.7855	0.588679	24.2169
-13	20	-49.2585	-49.8472	0.588679	19.6789
-12	20	-31.8161	-32.4048	0.588679	15.2151
-11	20	-18.7866	-19.3752	0.588679	10.8869
-10	20	-9.89187	-10.4806	0.588679	7.01181
-9	20	-4.48477	-5.07345	0.588679	3.96476
-8	20	-1.61792	-2.20659	0.588679	1.94028
-7	20	-0.295168	-0.883847	0.588679	0.83487
-6	20	0.251537	-0.337142	0.588679	0.33002
-5	20	0.463201	-0.125478	0.588679	0.125012
-4	20	0.542666	-0.0460125	0.588679	0.0465079
-3	20	0.572127	-0.0165524	0.588679	0.0171811
-2	20	0.582996	-0.00568342	0.588679	0.00633039
-1	20	0.586998	-0.0016807	0.588679	0.00233015
0	20	0.588471	-0.000207607	0.588679	0.000857396

-30	25	-805.924	-806.366	0.441627	74.7068
-29	25	-732.543	-732.985	0.441627	71.9841
-28	25	-662.1	-662.542	0.441627	68.8355
-27	25	-594.98	-595.422	0.441627	65.3639
-26	25	-531.42	-531.862	0.441627	61.7474
-25	25	-471.478	-471.92	0.441627	58.1507
-24	25	-415.079	-415.521	0.441627	54.6689
-23	25	-362.097	-362.539	0.441627	51.3148
-22	25	-312.42	-312.861	0.441627	48.0494
-21	25	-266	-266.442	0.441627	44.775
-20	25	-222.93	-223.371	0.441627	41.3212
-19	25	-183.465	-183.907	0.441627	37.5521
-18	25	-147.918	-148.359	0.441627	33.5121
-17	25	-116.469	-116.911	0.441627	29.3877
-16	25	-89.1092	-89.5509	0.441627	25.3583
-15	25	-65.6978	-66.1394	0.441627	21.4865
-14	25	-46.117	-46.5586	0.441627	17.6723
-13	25	-30.3673	-30.809	0.441627	13.8244
-12	25	-18.4391	-18.8807	0.441627	10.0693
-11	25	-10.1038	-10.5455	0.441627	6.68778
-10	25	-4.84864	-5.29027	0.441627	3.948
-9	25	-1.93397	-2.3756	0.441627	2.02353
-8	25	-0.530904	-0.972531	0.441627	0.902904
-7	25	0.0663161	-0.375311	0.441627	0.364419
-6	25	0.301134	-0.140493	0.441627	0.139356
-5	25	0.389885	-0.0517419	0.441627	0.052042
-4	25	0.422875	-0.0187523	0.441627	0.0192535
-3	25	0.435058	-0.00656904	0.441627	0.00709779
-2	25	0.439546	-0.00208065	0.441627	0.00261315
-1	25	0.441198	-0.000428595	0.441627	0.000961596
0	25	0.441627	0	0.441627	0.000353788

-30	30	-621.199	-621.509	0.309868	59.8297
-29	30	-562.65	-562.96	0.309868	57.2687
-28	30	-506.669	-506.979	0.309868	54.6876
-27	30	-453.289	-453.598	0.309868	52.0685
-26	30	-402.532	-402.842	0.309868	49.4483
-25	30	-354.385	-354.695	0.309868	46.8455
-24	30	-308.855	-309.165	0.309868	44.198
-23	30	-266.041	-266.35	0.309868	41.3984
-22	30	-226.131	-226.44	0.309868	38.3843
-21	30	-189.342	-189.652	0.309868	35.1595
-20	30	-155.867	-156.177	0.309868	31.7688
-19	30	-125.829	-126.139	0.309868	28.3081
-18	30	-99.2283	-99.5381	0.309868	24.9138
-17	30	-75.9579	-76.2677	0.309868	21.643
-16	30	-55.9362	-56.2461	0.309868	18.3901
-15	30	-39.2105	-39.5204	0.309868	15.0464
-14	30	-25.8497	-26.1596	0.309868	11.6878
-13	30	-15.7758	-16.0857	0.309868	8.50541
-12	30	-8.71973	-9.0296	0.309868	5.68006
-11	30	-4.24114	-4.55101	0.309868	3.37814
-10	30	-1.74014	-2.05001	0.309868	1.74158
-9	30	-0.530683	-0.840551	0.309868	0.779534
-8	30	-0.0147258	-0.324594	0.309868	0.315038
-7	30	0.188323	-0.121545	0.309868	0.120532
-6	30	0.265093	-0.0447751	0.309868	0.0450205
-5	30	0.293633	-0.0162354	0.309868	0.0166569
-4	30	0.304173	-0.00569509	0.309868	0.00614073
-3	30	0.308056	-0.00181189	0.309868	0.00226081
-2	30	0.309486	-0.000382582	0.309868	0.000831945
-1	30	0.309868	0	0.309868	0.000306088
0	30	0.309868	0	0.309868	0.000112608

