33.0 2 6 -11.148
33.0 2 7 -10.9797
33.0 2 8 -13.9006
33.0 2 9 -12.3869
33.0 2 10 -13.8306
33.0 2 12 -12.2434
33.0 2 13 -15.4765
33.0 2 14 -13.8374
33.0 2 15 -6.73217
33.0 3 1 -7.6498
33.0 3 2 -8.25754
33.0 3 3 -5.45194
33.0 3 4 -8.59811
33.0 3 5 -12.4415
33.0 3 6 -7.42095
33.0 3 7 -7.19944
33.0 3 8 -9.14365
33.0 3 9 -8.66893
33.0 3 10 -9.62336
33.0 3 12 -7.91073
33.0 3 13 -10.4804
33.0 3 14 -9.29207
33.0 3 15 -4.18869
33.0 4 1 -4.58823
33.0 4 2 -4.82969
33.0 4 3 -3.02055
33.0 4 4 -5.25746
33.0 4 5 -7.60804
33.0 4 6 -4.31298
33.0 4 7 -4.10147
33.0 4 8 -5.69352
33.0 4 9 -5.40308
33.0 4 10 -5.7961
33.0 4 12 -4.37477
33.0 4 13 -6.36446
33.0 4 14 -5.61557
33.0 4 15 -2.32364
33.0 5 1 -2.31331
33.0 5 2 -2.3039
33.0 5 3 -1.34461
33.0 5 4 -2.59064
33.0 5 5 -3.73833
33.0 5 6 -2.02362
33.0 5 7 -1.87426
33.0 5 8 -3.08836
33.0 5 9 -2.7175
33.0 5 10 -2.78363
33.0 5 12 -1.89521
33.0 5 13 -3.20916
33.0 5 14 -2.80207
33.0 5 15 -1.06051
33.0 6 1 -0.892376
33.0 6 2 -0.83962
33.0 6 3 -0.449718
33.0 6 4 -0.963855
33.0 6 5 -1.39976
33.0 6 6 -0.717124
33.0 6 7 -0.650643
33.0 6 8 -1.33814
33.0 6 9 -1.03552
33.0 6 10 -1.00589
33.0 6 12 -0.620834
33.0 6 13 -1.24203
33.0 6 14 -1.07379
33.0 6 15 -0.373696
35.0 1 1 -11.5272
35.0 1 2 -12.4004
35.0 1 3 -8.55923
35.0 1 4 -12.3001
35.0 1 5 -17.3595
35.0 1 6 -10.9175
35.0 1 7 -10.7018
35.0 1 8 -14.0917
35.0 1 9 -11.9943
35.0 1 10 -13.1448
35.0 1 12 -11.8844
35.0 1 13 -15.0619
35.0 1 14 -13.4627
35.0 1 15 -6.7286
35.0 2 1 -7.73652
35.0 2 2 -8.3019
35.0 2 3 -5.6518
35.0 2 4 -8.46956
35.0 2 5 -12.2167
35.0 2 6 -7.41383
35.0 2 7 -7.28003
35.0 2 8 -9.31863
35.0 2 9 -8.39972
35.0 2 10 -9.30781
35.0 2 12 -8.14755
35.0 2 13 -10.361
35.0 2 14 -9.24904
35.0 2 15 -4.39808
35.0 3 1 -5.02241
35.0 3 2 -5.36191
35.0 3 3 -3.53096
35.0 3 4 -5.68843
35.0 3 5 -8.29216
35.0 3 6 -4.84397
35.0 3 7 -4.66946
35.0 3 8 -6.05888
35.0 3 9 -5.77836
35.0 3 10 -6.35225
35.0 3 12 -5.13597
35.0 3 13 -6.89075
35.0 3 14 -6.08744
35.0 3 15 -2.68262
35.0 4 1 -2.95639
35.0 4 2 -3.06788
35.0 4 3 -1.91837
35.0 4 4 -3.39323
35.0 4 5 -4.93828
35.0 4 6 -2.74204
35.0 4 7 -2.59979
35.0 4 8 -3.72811
35.0 4 9 -3.51934
35.0 4 10 -3.71589
35.0 4 12 -2.76469
35.0 4 13 -4.10108
35.0 4 14 -3.60393
35.0 4 15 -1.45563
35.0 5 1 -1.4544
35.0 5 2 -1.43185
35.0 5 3 -0.833563
35.0 5 4 -1.62015
35.0 5 5 -2.35495
35.0 5 6 -1.25357
35.0 5 7 -1.15966
35.0 5 8 -1.97876
35.0 5 9 -1.71829
35.0 5 10 -1.73188
35.0 5 12 -1.16978
35.0 5 13 -2.01653
35.0 5 14 -1.75088
35.0 5 15 -0.654328
35.0 6 1 -0.545135
35.0 6 2 -0.509647
35.0 6 3 -0.271736
35.0 6 4 -0.588191
35.0 6 5 -0.857256
35.0 6 6 -0.433994
35.0 6 7 -0.395389
35.0 6 8 -0.832023
35.0 6 9 -0.636483
35.0 6 10 -0.613848
35.0 6 12 -0.373991
35.0 6 13 -0.75913
35.0 6 14 -0.657686
35.0 6 15 -0.226588
36.0 1 1 -9.44579
36.0 1 2 -10.1196
36.0 1 3 -6.96488
36.0 1 4 -10.1112
36.0 1 5 -14.358
36.0 1 6 -8.94032
36.0 1 7 -8.74093
36.0 1 8 -11.5701
36.0 1 9 -9.89696
36.0 1 10 -10.8207
36.0 1 12 -9.71852
36.0 1 13 -12.3722
36.0 1 14 -11.036
36.0 1 15 -5.46007
36.0 2 1 -6.2825
36.0 2 2 -6.7171
36.0 2 3 -4.56562
36.0 2 4 -6.90737
36.0 2 5 -10.0144
36.0 2 6 -6.0161
36.0 2 7 -5.89338
36.0 2 8 -7.59185
36.0 2 9 -6.86914
36.0 2 10 -7.59225
36.0 2 12 -6.61442
36.0 2 13 -8.42974
36.0 2 14 -7.51621
36.0 2 15 -3.54373
36.0 3 1 -4.05015
36.0 3 2 -4.30393
36.0 3 3 -2.83256
36.0 3 4 -4.60242
36.0 3 5 -6.73139
36.0 3 6 -3.89877
36.0 3 7 -3.74773
36.0 3 8 -4.90848
36.0 3 9 -4.69295
36.0 3 10 -5.13489
36.0 3 12 -4.12537
36.0 3 13 -5.56264
36.0 3 14 -4.90775
36.0 3 15 -2.14268
36.0 4 1 -2.36529
36.0 4 2 -2.4423
36.0 4 3 -1.52745
36.0 4 4 -2.71816
36.0 4 5 -3.96884
36.0 4 6 -2.18188
36.0 4 7 -2.06959
36.0 4 8 -3.00753
36.0 4 9 -2.83108
36.0 4 10 -2.97275
36.0 4 12 -2.19794
36.0 4 13 -3.28619
36.0 4 14 -2.87744
36.0 4 15 -1.1511
36.0 5 1 -1.15433
36.0 5 2 -1.13245
36.0 5 3 -0.659252
36.0 5 4 -1.28404
36.0 5 5 -1.8688
36.0 5 6 -0.987704
36.0 5 7 -0.914751
36.0 5 8 -1.58052
36.0 5 9 -1.36411
36.0 5 10 -1.36813
36.0 5 12 -0.921963
36.0 5 13 -1.59737
36.0 5 14 -1.386
36.0 5 15 -0.514319
36.0 6 1 -0.426621
36.0 6 2 -0.39933
36.0 6 3 -0.212141
36.0 6 4 -0.461824
36.0 6 5 -0.674848
36.0 6 6 -0.341202
36.0 6 7 -0.309006
36.0 6 8 -0.65748
36.0 6 9 -0.500179
36.0 6 10 -0.481878
36.0 6 12 -0.293134
36.0 6 13 -0.595524
36.0 6 14 -0.516058
36.0 6 15 -0.177439
