30.5 1 1 -26.4096
30.5 1 2 -28.9847
30.5 1 3 -20.2654
30.5 1 4 -27.7228
30.5 1 5 -37.8905
30.5 1 6 -24.9802
30.5 1 7 -24.8322
30.5 1 8 -32.0575
30.5 1 9 -26.5454
30.5 1 10 -29.3052
30.5 1 12 -27.3946
30.5 1 13 -33.9449
30.5 1 14 -30.6267
30.5 1 15 -16.0733
30.5 2 1 -18.5261
30.5 2 2 -20.2868
30.5 2 3 -13.9212
30.5 2 4 -19.874
30.5 2 5 -27.833
30.5 2 6 -17.8015
30.5 2 7 -17.6627
30.5 2 8 -22.1038
30.5 2 9 -19.326
30.5 2 10 -21.7285
30.5 2 12 -19.6237
30.5 2 13 -24.5229
30.5 2 14 -21.974
30.5 2 15 -11.0136
30.5 3 1 -12.4944
30.5 3 2 -13.6724
30.5 3 3 -9.05862
30.5 3 4 -13.9002
30.5 3 5 -19.8198
30.5 3 6 -12.1838
30.5 3 7 -11.9178
30.5 3 8 -14.794
30.5 3 9 -13.8328
30.5 3 10 -15.5467
30.5 3 12 -13.0759
30.5 3 13 -17.0304
30.5 3 14 -15.1544
30.5 3 15 -7.05935
30.5 4 1 -7.69159
30.5 4 2 -8.26355
30.5 4 3 -5.18478
30.5 4 4 -8.77982
30.5 4 5 -12.5914
30.5 4 6 -7.35785
30.5 4 7 -7.04041
30.5 4 8 -9.37398
30.5 4 9 -8.90933
30.5 4 10 -9.74799
30.5 4 12 -7.53781
30.5 4 13 -10.6709
30.5 4 14 -9.45463
30.5 4 15 -4.04887
30.5 5 1 -4.02409
30.5 5 2 -4.10086
30.5 5 3 -2.40034
30.5 5 4 -4.5439
30.5 5 5 -6.49313
30.5 5 6 -3.60795
30.5 5 7 -3.35329
30.5 5 8 -5.23973
30.5 5 9 -4.69115
30.5 5 10 -4.90613
30.5 5 12 -3.40862
30.5 5 13 -5.57776
30.5 5 14 -4.90809
30.5 5 15 -1.91567
30.5 6 1 -1.63021
30.5 6 2 -1.55246
30.5 6 3 -0.840037
30.5 6 4 -1.76383
30.5 6 5 -2.54383
30.5 6 6 -1.32845
30.5 6 7 -1.20251
30.5 6 8 -2.37564
30.5 6 9 -1.87386
30.5 6 10 -1.85217
30.5 6 12 -1.15723
30.5 6 13 -2.26067
30.5 6 14 -1.96143
30.5 6 15 -0.6963
32.0 1 1 -20.3125
32.0 1 2 -22.1522
32.0 1 3 -15.4125
32.0 1 4 -21.4476
32.0 1 5 -29.638
32.0 1 6 -19.2457
32.0 1 7 -19.0232
32.0 1 8 -24.7027
32.0 1 9 -20.6685
32.0 1 10 -22.7818
32.0 1 12 -21.0334
32.0 1 13 -26.2798
32.0 1 14 -23.6347
32.0 1 15 -12.1989
32.0 2 1 -14.0373
32.0 2 2 -15.2488
32.0 2 3 -10.4438
32.0 2 4 -15.1668
32.0 2 5 -21.4618
32.0 2 6 -13.4941
32.0 2 7 -13.3242
32.0 2 8 -16.7822
32.0 2 9 -14.852
32.0 2 10 -16.6393
32.0 2 12 -14.8372
32.0 2 13 -18.679
32.0 2 14 -16.7094
32.0 2 15 -8.22482
32.0 3 1 -9.33128
32.0 3 2 -10.1288
32.0 3 3 -6.69652
32.0 3 4 -10.4531
32.0 3 5 -15.0444
32.0 3 6 -9.07894
32.0 3 7 -8.83247
32.0 3 8 -11.1146
32.0 3 9 -10.4871
32.0 3 10 -11.7014
32.0 3 12 -9.6997
32.0 3 13 -12.7643
32.0 3 14 -11.3351
32.0 3 15 -5.17336
32.0 4 1 -5.65112
32.0 4 2 -5.99734
32.0 4 3 -3.7503
32.0 4 4 -6.47147
32.0 4 5 -9.33633
32.0 4 6 -5.34951
32.0 4 7 -5.10207
32.0 4 8 -6.96752
32.0 4 9 -6.61666
32.0 4 10 -7.15372
32.0 4 12 -5.44321
32.0 4 13 -7.84293
32.0 4 14 -6.93285
32.0 4 15 -2.90534
32.0 5 1 -2.88877
32.0 5 2 -2.8987
32.0 5 3 -1.6944
32.0 5 4 -3.24598
32.0 5 5 -4.66845
32.0 5 6 -2.54946
32.0 5 7 -2.3639
32.0 5 8 -3.82252
32.0 5 9 -3.38483
32.0 5 10 -3.49356
32.0 5 12 -2.39434
32.0 5 13 -4.00533
32.0 5 14 -3.50958
32.0 5 15 -1.34105
32.0 6 1 -1.13381
32.0 6 2 -1.07155
32.0 6 3 -0.576293
32.0 6 4 -1.22514
32.0 6 5 -1.77518
32.0 6 6 -0.916032
32.0 6 7 -0.829236
32.0 6 8 -1.68308
32.0 6 9 -1.30924
32.0 6 10 -1.28064
32.0 6 12 -0.794022
32.0 6 13 -1.57464
32.0 6 14 -1.36344
32.0 6 15 -0.476734
33.0 1 1 -16.9501
33.0 1 2 -18.4087
33.0 1 3 -12.7692
33.0 1 4 -17.9633
33.0 1 5 -25.0008
33.0 1 6 -16.0712
33.0 1 7 -15.8335
33.0 1 8 -20.6481
33.0 1 9 -17.38
33.0 1 10 -19.1303
33.0 1 12 -17.5279
33.0 1 13 -22.0123
33.0 1 14 -19.755
33.0 1 15 -10.0896
33.0 2 1 -11.6042
33.0 2 2 -12.5477
33.0 2 3 -8.5799
33.0 2 4 -12.5903
33.0 2 5 -17.9331
