33.0 1 2 62.6922
33.0 1 3 42.6969
33.0 1 4 47.533
33.0 1 5 59.1986
33.0 1 6 42.9532
33.0 1 7 44.8916
33.0 1 8 61.5541
33.0 1 9 54.6022
33.0 1 10 52.092
33.0 1 12 40.837
33.0 1 13 65.4769
33.0 1 14 56.1348
33.0 1 15 35.5314
33.0 2 1 13.701
33.0 2 2 14.9342
33.0 2 3 10.1407
33.0 2 4 11.3414
33.0 2 5 14.1756
33.0 2 6 10.151
33.0 2 7 10.6597
33.0 2 8 14.4739
33.0 2 9 13.1798
33.0 2 10 12.3961
33.0 2 12 9.77615
33.0 2 13 15.6368
33.0 2 14 13.507
33.0 2 15 8.53738
33.0 3 1 3.23171
33.0 3 2 3.52636
33.0 3 3 2.27027
33.0 3 4 2.58279
33.0 3 5 2.91394
33.0 3 6 2.32414
33.0 3 7 2.45346
33.0 3 8 3.44019
33.0 3 9 3.00867
33.0 3 10 2.78357
33.0 3 12 2.18421
33.0 3 13 3.5423
33.0 3 14 3.08084
33.0 3 15 1.99834
33.0 4 1 0.77147
33.0 4 2 0.942927
33.0 4 3 0.588679
33.0 4 4 0.579557
33.0 4 5 0.885104
33.0 4 6 0.551572
33.0 4 7 0.62691
33.0 4 8 0.914756
33.0 4 9 0.907138
33.0 4 10 0.717015
33.0 4 12 0.75081
33.0 4 13 0.864191
33.0 4 14 0.859556
33.0 4 15 0.614071
33.0 5 1 0.490959
33.0 5 2 0.569333
33.0 5 3 0.441627
33.0 5 4 0.333083
33.0 5 5 0.432205
33.0 5 6 0.4742
33.0 5 7 0.390458
33.0 5 8 0.436942
33.0 5 9 0.493141
33.0 5 10 0.445795
33.0 5 12 0.456246
33.0 5 13 0.463938
33.0 5 14 0.456267
33.0 5 15 0.388705
33.0 6 1 0.36362
33.0 6 2 0.510856
33.0 6 3 0.309868
33.0 6 4 0.412091
33.0 6 5 0.393615
33.0 6 6 0.410885
33.0 6 7 0.352745
33.0 6 8 0.349088
33.0 6 9 0.429596
33.0 6 10 0.370005
33.0 6 12 0.343936
33.0 6 13 0.446196
33.0 6 14 0.356025
33.0 6 15 0.359849
35.0 1 1 57.5452
35.0 1 2 62.6922
35.0 1 3 42.6969
35.0 1 4 47.533
35.0 1 5 59.1986
35.0 1 6 42.9532
35.0 1 7 44.8916
35.0 1 8 61.5541
35.0 1 9 54.6022
35.0 1 10 52.092
35.0 1 12 40.837
35.0 1 13 65.4769
35.0 1 14 56.1348
35.0 1 15 35.5314
35.0 2 1 13.701
35.0 2 2 14.9342
35.0 2 3 10.1407
35.0 2 4 11.3414
35.0 2 5 14.1756
35.0 2 6 10.151
35.0 2 7 10.6597
35.0 2 8 14.4739
35.0 2 9 13.1798
35.0 2 10 12.3961
35.0 2 12 9.77615
35.0 2 13 15.6368
35.0 2 14 13.507
35.0 2 15 8.53738
35.0 3 1 3.23171
35.0 3 2 3.52636
35.0 3 3 2.27027
35.0 3 4 2.58279
35.0 3 5 2.91394
35.0 3 6 2.32414
35.0 3 7 2.45346
35.0 3 8 3.44019
35.0 3 9 3.00867
35.0 3 10 2.78357
35.0 3 12 2.18421
35.0 3 13 3.5423
35.0 3 14 3.08084
35.0 3 15 1.99834
35.0 4 1 0.77147
35.0 4 2 0.942927
35.0 4 3 0.588679
35.0 4 4 0.579557
35.0 4 5 0.885104
35.0 4 6 0.551572
35.0 4 7 0.62691
35.0 4 8 0.914756
35.0 4 9 0.907138
35.0 4 10 0.717015
35.0 4 12 0.75081
35.0 4 13 0.864191
35.0 4 14 0.859556
35.0 4 15 0.614071
35.0 5 1 0.490959
35.0 5 2 0.569333
35.0 5 3 0.441627
35.0 5 4 0.333083
35.0 5 5 0.432205
35.0 5 6 0.4742
35.0 5 7 0.390458
35.0 5 8 0.436942
35.0 5 9 0.493141
35.0 5 10 0.445795
35.0 5 12 0.456246
35.0 5 13 0.463938
35.0 5 14 0.456267
35.0 5 15 0.388705
35.0 6 1 0.36362
35.0 6 2 0.510856
35.0 6 3 0.309868
35.0 6 4 0.412091
35.0 6 5 0.393615
35.0 6 6 0.410885
35.0 6 7 0.352745
35.0 6 8 0.349088
35.0 6 9 0.429596
35.0 6 10 0.370005
35.0 6 12 0.343936
35.0 6 13 0.446196
35.0 6 14 0.356025
35.0 6 15 0.359849
36.0 1 1 57.5452
36.0 1 2 62.6922
36.0 1 3 42.6969
36.0 1 4 47.533
36.0 1 5 59.1986
36.0 1 6 42.9532
36.0 1 7 44.8916
36.0 1 8 61.5541
36.0 1 9 54.6022
36.0 1 10 52.092
36.0 1 12 40.837
36.0 1 13 65.4769
36.0 1 14 56.1348
36.0 1 15 35.5314
36.0 2 1 13.701
36.0 2 2 14.9342
36.0 2 3 10.1407
36.0 2 4 11.3414
36.0 2 5 14.1756
36.0 2 6 10.151
36.0 2 7 10.6597
36.0 2 8 14.4739
36.0 2 9 13.1798
36.0 2 10 12.3961
36.0 2 12 9.77615
36.0 2 13 15.6368
36.0 2 14 13.507
36.0 2 15 8.53738
36.0 3 1 3.23171
36.0 3 2 3.52636
36.0 3 3 2.27027
36.0 3 4 2.58279
36.0 3 5 2.91394
36.0 3 6 2.32414
36.0 3 7 2.45346
36.0 3 8 3.44019
36.0 3 9 3.00867
36.0 3 10 2.78357
36.0 3 12 2.18421
36.0 3 13 3.5423
36.0 3 14 3.08084
36.0 3 15 1.99834
36.0 4 1 0.77147
36.0 4 2 0.942927
36.0 4 3 0.588679
36.0 4 4 0.579557
36.0 4 5 0.885104
36.0 4 6 0.551572
36.0 4 7 0.62691
36.0 4 8 0.914756
36.0 4 9 0.907138
36.0 4 10 0.717015
36.0 4 12 0.75081
36.0 4 13 0.864191
36.0 4 14 0.859556
36.0 4 15 0.614071
36.0 5 1 0.490959
36.0 5 2 0.569333
36.0 5 3 0.441627
36.0 5 4 0.333083
36.0 5 5 0.432205
36.0 5 6 0.4742
36.0 5 7 0.390458
36.0 5 8 0.436942
36.0 5 9 0.493141
36.0 5 10 0.445795
36.0 5 12 0.456246
36.0 5 13 0.463938
36.0 5 14 0.456267
36.0 5 15 0.388705
36.0 6 1 0.36362
36.0 6 2 0.510856
36.0 6 3 0.309868
36.0 6 4 0.412091
36.0 6 5 0.393615
36.0 6 6 0.410885
36.0 6 7 0.352745
36.0 6 8 0.349088
36.0 6 9 0.429596
36.0 6 10 0.370005
36.0 6 12 0.343936
36.0 6 13 0.446196
36.0 6 14 0.356025
36.0 6 15 0.359849
