c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.0401	20.0000
0.90	0.0802	20.0000
0.85	0.1203	20.0000
0.80	0.1604	20.0000
0.75	0.2006	20.0000
0.70	0.2408	20.0000
0.65	0.2809	20.0000
0.60	0.3211	20.0000
0.55	0.3613	20.0000
0.50	0.4016	20.0000
0.45	0.4418	20.0000
0.40	0.4821	20.0000
0.35	0.5223	20.0000
0.30	0.5626	20.0000
0.25	0.6029	20.0000
0.20	0.6432	20.0000
0.15	0.6836	20.0000
0.10	0.7239	20.0000
0.05	0.7643	20.0000
0.00	0.8047	20.0000
