c	F_rep (kT)
1.00	0.0000	19.0000
0.95	0.3230	19.0000
0.90	0.6469	19.0000
0.85	0.9532	20.0000
0.80	1.2494	20.0000
0.75	1.5465	20.0000
0.70	1.8444	20.0000
0.65	2.1430	20.0000
0.60	2.4425	20.0000
0.55	2.7429	20.0000
0.50	3.0440	20.0000
0.45	3.3460	20.0000
0.40	3.6489	20.0000
0.35	3.9525	20.0000
0.30	4.2571	20.0000
0.25	4.5625	20.0000
0.20	4.8687	20.0000
0.15	5.1758	20.0000
0.10	5.4838	20.0000
0.05	5.7927	20.0000
0.00	6.1024	20.0000
