c	F_rep (kT)
1.00	0.0000	4.0000
0.95	142.5845	4.0000
0.90	294.8342	4.0000
0.85	458.1193	4.0000
0.80	634.1050	4.0000
0.75	824.8285	4.0000
0.70	1031.2028	5.0000
0.65	1251.7043	5.0000
0.60	1495.0552	5.0000
0.55	1762.6991	6.0000
0.50	2051.2987	6.0000
0.45	2365.6934	7.0000
0.40	2701.6689	8.0000
0.35	3051.0056	8.0000
0.30	3410.9971	9.0000
0.25	3774.9940	11.0000
0.20	4136.3155	12.0000
0.15	4492.1401	13.0000
0.10	4835.7601	15.0000
0.05	5163.9465	16.0000
0.00	5469.5444	18.0000
