c	F_rep (kT)
1.00	0.0000	9.0000
0.95	84.9126	9.0000
0.90	173.5779	9.0000
0.85	262.8007	10.0000
0.80	355.4764	10.0000
0.75	452.6179	10.0000
0.70	550.7679	11.0000
0.65	652.6668	11.0000
0.60	758.0587	12.0000
0.55	864.9335	12.0000
0.50	975.7803	13.0000
0.45	1087.6365	13.0000
0.40	1202.0010	14.0000
0.35	1318.5518	14.0000
0.30	1434.3055	15.0000
0.25	1551.4345	16.0000
0.20	1668.8639	17.0000
0.15	1784.4566	17.0000
0.10	1897.9232	18.0000
0.05	2009.2359	19.0000
0.00	2117.4989	20.0000
