c	F_rep (kT)
1.00	0.0000	16.0000
0.95	22.4212	16.0000
0.90	45.1164	17.0000
0.85	66.6482	17.0000
0.80	88.5291	17.0000
0.75	110.7696	17.0000
0.70	133.3806	17.0000
0.65	156.3734	17.0000
0.60	179.3082	18.0000
0.55	201.3031	18.0000
0.50	223.6736	18.0000
0.45	246.4312	18.0000
0.40	269.5878	18.0000
0.35	293.0906	19.0000
0.30	315.1370	19.0000
0.25	337.5727	19.0000
0.20	360.4096	19.0000
0.15	383.6597	19.0000
0.10	406.7804	20.0000
0.05	428.7870	20.0000
0.00	451.1927	20.0000
