c	F_rep (kT)
1.00	0.0000	4.0000
0.95	129.6052	5.0000
0.90	266.7241	5.0000
0.85	412.7198	5.0000
0.80	568.7132	5.0000
0.75	736.0073	5.0000
0.70	910.8584	6.0000
0.65	1098.3731	6.0000
0.60	1301.4229	6.0000
0.55	1514.6844	7.0000
0.50	1744.1510	7.0000
0.45	1984.3772	8.0000
0.40	2238.2259	9.0000
0.35	2500.4005	9.0000
0.30	2768.0229	10.0000
0.25	3039.6266	11.0000
0.20	3311.9106	12.0000
0.15	3581.9742	13.0000
0.10	3845.6057	15.0000
0.05	4100.5911	16.0000
0.00	4346.0283	17.0000
