c	F_rep (kT)
1.00	0.0000	1.0000
0.95	10.2743	1.0000
0.90	20.8395	1.0000
0.85	31.7041	1.0000
0.80	42.8757	1.0000
0.75	54.3616	1.0000
0.70	66.1682	1.0000
0.65	78.3009	1.0000
0.60	90.7641	1.0000
0.55	103.5609	1.0000
0.50	116.6935	1.0000
0.45	130.1623	1.0000
0.40	143.9669	1.0000
0.35	158.1052	1.0000
0.30	172.5741	1.0000
0.25	187.3693	1.0000
0.20	202.4854	1.0000
0.15	217.9160	1.0000
0.10	233.6540	1.0000
0.05	249.6916	1.0000
0.00	265.9557	2.0000
