c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.3131	1.0000
0.90	40.1946	1.0000
0.85	62.9480	1.0000
0.80	87.9626	1.0000
0.75	115.7900	1.0000
0.70	147.2131	1.0000
0.65	183.4728	1.0000
0.60	226.7150	1.0000
0.55	281.4798	1.0000
0.50	362.5033	1.0000
0.45	496.2014	1.0000
0.40	656.1606	1.0000
0.35	827.6444	1.0000
0.30	1006.1074	1.0000
0.25	1189.4053	1.0000
0.20	1376.3076	1.0000
0.15	1566.0170	1.0000
0.10	1757.9827	1.0000
0.05	1951.8038	1.0000
0.00	2147.1987	1.0000
