c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.5620	1.0000
0.90	361.2283	1.0000
0.85	565.6397	1.0000
0.80	790.3045	1.0000
0.75	1040.0602	1.0000
0.70	1321.8975	1.0000
0.65	1646.6188	1.0000
0.60	2032.6468	1.0000
0.55	2516.8618	1.0000
0.50	3190.8178	1.0000
0.45	4162.1110	1.0000
0.40	5324.0244	1.0000
0.35	6585.0544	1.0000
0.30	7908.2595	1.0000
0.25	9275.1501	1.0000
0.20	10653.8831	2.0000
0.15	12041.3498	2.0000
0.10	13420.8604	3.0000
0.05	14783.1998	4.0000
0.00	16108.7993	6.0000
