c	F_rep (kT)
1.00	0.0000	1.0000
0.95	169.0093	1.0000
0.90	351.0318	1.0000
0.85	548.3037	1.0000
0.80	763.5491	1.0000
0.75	1000.4540	1.0000
0.70	1263.7907	1.0000
0.65	1559.9752	1.0000
0.60	1897.3883	1.0000
0.55	2286.3069	1.0000
0.50	2736.6916	1.0000
0.45	3252.9533	1.0000
0.40	3830.6746	1.0000
0.35	4459.8832	1.0000
0.30	5130.3392	1.0000
0.25	5833.6477	1.0000
0.20	6563.3782	1.0000
0.15	7314.7691	1.0000
0.10	8084.1603	1.0000
0.05	8868.7615	1.0000
0.00	9666.3534	1.0000
