c	F_rep (kT)
1.00	0.0000	6.0000
0.95	12.7224	6.0000
0.90	25.7549	7.0000
0.85	39.4306	7.0000
0.80	53.9320	7.0000
0.75	69.3086	8.0000
0.70	85.0791	8.0000
0.65	101.9226	8.0000
0.60	119.5707	9.0000
0.55	138.0343	9.0000
0.50	157.3387	10.0000
0.45	177.5252	10.0000
0.40	198.1079	11.0000
0.35	219.3072	12.0000
0.30	240.8718	13.0000
0.25	262.5653	14.0000
0.20	284.1671	15.0000
0.15	305.4728	16.0000
0.10	326.2944	17.0000
0.05	346.4597	18.0000
0.00	365.8115	19.0000
