c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.6246	1.0000
0.90	361.3466	1.0000
0.85	565.8598	1.0000
0.80	790.6614	1.0000
0.75	1040.6199	1.0000
0.70	1322.7360	1.0000
0.65	1647.9154	1.0000
0.60	2034.8244	1.0000
0.55	2521.3711	1.0000
0.50	3206.3326	1.0000
0.45	4212.8460	1.0000
0.40	5417.7765	1.0000
0.35	6722.3367	1.0000
0.30	8088.6978	1.0000
0.25	9497.9833	1.0000
0.20	10939.5104	1.0000
0.15	12406.1283	1.0000
0.10	13893.1097	1.0000
0.05	15396.8496	1.0000
0.00	16914.6847	1.0000
