c	F_rep (kT)
1.00	0.0000	1.0000
0.95	15.5301	1.0000
0.90	31.8996	1.0000
0.85	49.1832	1.0000
0.80	67.4611	1.0000
0.75	86.8166	1.0000
0.70	107.3339	1.0000
0.65	129.0940	1.0000
0.60	152.1694	1.0000
0.55	176.6183	1.0000
0.50	202.4786	1.0000
0.45	229.7636	1.0000
0.40	258.4605	1.0000
0.35	288.5317	1.0000
0.30	319.9195	1.0000
0.25	352.5517	1.0000
0.20	386.3474	1.0000
0.15	420.5722	2.0000
0.10	455.5008	2.0000
0.05	491.3219	2.0000
0.00	527.9623	2.0000
