c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2917	1.0000
0.90	40.1513	1.0000
0.85	62.8762	1.0000
0.80	87.8561	1.0000
0.75	115.6268	1.0000
0.70	146.9752	1.0000
0.65	183.1070	1.0000
0.60	226.0978	1.0000
0.55	280.1593	1.0000
0.50	356.2593	1.0000
0.45	468.0685	1.0000
0.40	601.9368	1.0000
0.35	746.8496	1.0000
0.30	898.6262	1.0000
0.25	1055.1848	1.0000
0.20	1215.3086	1.0000
0.15	1378.2258	1.0000
0.10	1543.4001	1.0000
0.05	1710.4389	1.0000
0.00	1879.0322	1.0000
